ExperimentName	Subject	Session	SessionTime	Cooccurrences	testWait.RESP	testWait.RT	Picture	sound	TestList.Sample
5_1	5	1	12:35:08	6	0	386	4	4	11
5_1	5	1	12:35:08	1	0	78	3	14	12
5_1	5	1	12:35:08	3	3	2607	7	5	13
5_1	5	1	12:35:08	2	0	1282	16	13	14
5_1	5	1	12:35:08	6	1	499	13	13	15
5_1	5	1	12:35:08	1	0	49	1	18	16
5_1	5	1	12:35:08	6	0	19	10	10	17
5_1	5	1	12:35:08	2	0	6	12	11	18
5_1	5	1	12:35:08	0	0	1243	1	3	19
5_1	5	1	12:35:08	0	1	2330	12	2	20
5_1	5	1	12:35:08	3	2	4829	1	13	21
5_1	5	1	12:35:08	6	2	82	5	5	22
5_1	5	1	12:35:08	3	1	2	17	6	23
5_1	5	1	12:35:08	1	2	851	4	11	24
5_1	5	1	12:35:08	4	3	178	10	11	25
5_1	5	1	12:35:08	0	2	211	7	17	26
5_1	5	1	12:35:08	0	3	1674	15	5	27
5_1	5	1	12:35:08	6	1	729	3	3	28
5_1	5	1	12:35:08	6	3	1952	7	7	29
5_1	5	1	12:35:08	1	3	434	2	14	30
5_1	5	1	12:35:08	1	4	1420	8	16	31
5_1	5	1	12:35:08	3	5	352	8	10	32
5_1	5	1	12:35:08	0	2	313	17	13	33
5_1	5	1	12:35:08	2	4	413	5	18	34
5_1	5	1	12:35:08	3	1	892	14	16	35
5_1	5	1	12:35:08	2	0	520	18	4	36
5_1	5	1	12:35:08	2	0	691	6	3	37
5_1	5	1	12:35:08	0	0	386	9	8	38
5_1	5	1	12:35:08	1	4	608	10	9	39
5_1	5	1	12:35:08	2	2	95	18	14	40
5_1	5	1	12:35:08	0	2	207	14	4	41
5_1	5	1	12:35:08	4	3	160	4	12	42
5_1	5	1	12:35:08	2	4	82	3	10	43
5_1	5	1	12:35:08	6	4	2475	14	14	44
5_1	5	1	12:35:08	1	2	274	9	15	45
5_1	5	1	12:35:08	0	4	428	18	8	46
5_1	5	1	12:35:08	0	3	1025	11	15	47
5_1	5	1	12:35:08	4	4	685	11	7	48
5_1	5	1	12:35:08	6	5	2077	11	11	49
5_1	5	1	12:35:08	3	3	561	12	15	50
5_1	5	1	12:35:08	4	3	2816	14	5	51
5_1	5	1	12:35:08	3	4	3838	2	18	52
5_1	5	1	12:35:08	0	4	274	3	12	53
5_1	5	1	12:35:08	2	4	795	10	6	54
5_1	5	1	12:35:08	1	4	6	2	16	55
5_1	5	1	12:35:08	6	5	2776	6	6	56
5_1	5	1	12:35:08	6	5	119	15	15	57
5_1	5	1	12:35:08	0	5	27	5	2	58
5_1	5	1	12:35:08	3	5	2705	6	9	59
5_1	5	1	12:35:08	2	5	119	17	9	60
5_1	5	1	12:35:08	1	4	3448	6	12	61
5_1	5	1	12:35:08	0	3	843	13	7	62
5_1	5	1	12:35:08	6	2	1916	16	16	63
5_1	5	1	12:35:08	1	4	133	7	1	64
5_1	5	1	12:35:08	6	4	2514	12	12	65
5_1	5	1	12:35:08	1	3	1473	9	10	66
5_1	5	1	12:35:08	6	4	739	9	9	67
5_1	5	1	12:35:08	6	4	113	17	17	68
5_1	5	1	12:35:08	1	4	459	4	1	69
5_1	5	1	12:35:08	0	6	1747	16	3	70
5_1	5	1	12:35:08	4	0	987	16	1	71
5_1	5	1	12:35:08	6	4	1535	18	18	72
5_2	11	2	15:10:57	6	3	1796	14	14	1
5_2	11	2	15:10:57	6	2	2322	9	9	2
5_2	11	2	15:10:57	0	4	2734	15	5	3
5_2	11	2	15:10:57	6	4	454	5	5	4
5_2	11	2	15:10:57	0	1	2588	9	8	5
5_2	11	2	15:10:57	0	2	1784	16	3	6
5_2	11	2	15:10:57	1	5	800	10	9	7
5_2	11	2	15:10:57	4	5	584	10	11	8
5_2	11	2	15:10:57	1	2	546	4	1	9
5_2	11	2	15:10:57	2	1	51	16	13	10
5_2	11	2	15:10:57	0	3	1392	12	2	11
5_2	11	2	15:10:57	3	2	152	17	6	12
5_2	11	2	15:10:57	4	3	1127	4	12	13
5_2	11	2	15:10:57	3	2	963	1	13	14
5_2	11	2	15:10:57	3	1	712	6	9	15
5_2	11	2	15:10:57	6	3	989	11	11	16
5_2	11	2	15:10:57	2	2	1641	10	6	17
5_2	11	2	15:10:57	1	1	421	4	11	18
5_2	11	2	15:10:57	2	0	975	5	18	19
5_2	11	2	15:10:57	0	0	52	7	17	20
5_2	11	2	15:10:57	3	1	991	14	16	21
5_2	11	2	15:10:57	6	1	95	6	6	22
5_2	11	2	15:10:57	1	1	675	1	18	23
5_2	11	2	15:10:57	2	3	483	11	8	24
5_2	11	2	15:10:57	4	2	2946	15	4	25
5_2	11	2	15:10:57	6	3	1642	17	17	26
5_2	11	2	15:10:57	0	2	951	14	4	27
5_2	11	2	15:10:57	2	2	4030	15	17	28
5_2	11	2	15:10:57	6	3	5056	3	3	29
5_2	11	2	15:10:57	0	2	5755	13	7	30
5_2	11	2	15:10:57	2	1	3712	18	14	31
5_2	11	2	15:10:57	0	1	2642	1	3	32
5_2	11	2	15:10:57	1	2	2622	8	6	33
5_2	11	2	15:10:57	0	3	1461	13	7	34
5_2	11	2	15:10:57	0	2	823	5	2	35
5_2	11	2	15:10:57	2	1	719	12	11	36
5_2	11	2	15:10:57	2	2	2951	13	2	37
5_2	11	2	15:10:57	2	2	948	17	9	38
5_2	11	2	15:10:57	0	1	751	18	8	39
5_2	11	2	15:10:57	3	4	692	2	18	40
5_2	11	2	15:10:57	6	2	2194	7	7	41
5_2	11	2	15:10:57	4	1	1592	11	7	42
5_2	11	2	15:10:57	4	3	4327	14	5	43
5_2	11	2	15:10:57	3	2	4133	7	5	44
5_2	11	2	15:10:57	3	1	5140	12	15	45
5_2	11	2	15:10:57	1	2	6906	8	16	46
5_2	11	2	15:10:57	6	2	2720	1	1	47
5_2	11	2	15:10:57	1	2	579	9	15	48
5_2	11	2	15:10:57	2	2	2118	18	4	49
5_2	11	2	15:10:57	0	2	451	11	15	50
5_2	11	2	15:10:57	6	3	366	4	4	51
5_2	11	2	15:10:57	6	2	6980	13	13	52
5_2	11	2	15:10:57	1	1	1061	2	16	53
5_2	11	2	15:10:57	1	0	1929	2	14	54
5_2	11	2	15:10:57	0	1	211	17	13	55
5_2	11	2	15:10:57	1	1	3201	9	10	56
5_2	11	2	15:10:57	6	2	834	16	16	57
5_2	11	2	15:10:57	6	2	386	15	15	58
5_2	11	2	15:10:57	6	1	1348	12	12	59
5_2	11	2	15:10:57	1	2	4842	5	17	60
5_2	11	2	15:10:57	2	1	3488	6	3	61
5_2	11	2	15:10:57	3	1	7974	8	10	62
5_2	11	2	15:10:57	1	2	1255	7	1	63
5_2	11	2	15:10:57	1	2	3327	6	12	64
5_2	11	2	15:10:57	6	1	5009	8	8	65
5_2	11	2	15:10:57	0	3	2422	3	12	66
5_2	11	2	15:10:57	4	3	1062	16	1	67
5_2	11	2	15:10:57	6	1	2996	18	18	68
5_2	11	2	15:10:57	6	2	8880	10	10	69
5_2	11	2	15:10:57	6	2	8928	2	2	70
5_2	11	2	15:10:57	2	2	951	3	10	71
5_2	11	2	15:10:57	1	3	584	3	14	72
5_2	15	2	16:05:39	0	0	1236	9	8	1
5_2	15	2	16:05:39	3	0	339	17	6	2
5_2	15	2	16:05:39	0	0	135	7	17	3
5_2	15	2	16:05:39	4	2	5444	14	5	4
5_2	15	2	16:05:39	6	3	5281	17	17	5
5_2	15	2	16:05:39	6	0	105	12	12	6
5_2	15	2	16:05:39	6	2	4387	4	4	7
5_2	15	2	16:05:39	3	3	3176	1	13	8
5_2	15	2	16:05:39	2	0	231	10	6	9
5_2	15	2	16:05:39	1	0	912	9	10	10
5_2	15	2	16:05:39	1	0	64	5	17	11
5_2	15	2	16:05:39	0	0	0	5	2	12
5_2	15	2	16:05:39	1	1	2804	3	14	13
5_2	15	2	16:05:39	4	2	2054	16	1	14
5_2	15	2	16:05:39	4	0	24	10	11	15
5_2	15	2	16:05:39	6	1	3198	8	8	16
5_2	15	2	16:05:39	1	0	229	4	1	17
5_2	15	2	16:05:39	0	0	409	1	3	18
5_2	15	2	16:05:39	6	2	2349	2	2	19
5_2	15	2	16:05:39	6	2	2274	9	9	20
5_2	15	2	16:05:39	3	0	58	2	18	21
5_2	15	2	16:05:39	4	1	6901	15	4	22
5_2	15	2	16:05:39	1	0	102	10	9	23
5_2	15	2	16:05:39	4	0	512	4	12	24
5_2	15	2	16:05:39	2	0	33	5	18	25
5_2	15	2	16:05:39	3	0	82	8	10	26
5_2	15	2	16:05:39	4	0	2216	11	7	27
5_2	15	2	16:05:39	6	0	48	14	14	28
5_2	15	2	16:05:39	1	0	3975	8	16	29
5_2	15	2	16:05:39	1	0	1845	6	12	30
5_2	15	2	16:05:39	6	0	600	6	6	31
5_2	15	2	16:05:39	1	0	614	9	15	32
5_2	15	2	16:05:39	1	0	2099	8	6	33
5_2	15	2	16:05:39	2	0	2531	18	14	34
5_2	15	2	16:05:39	6	2	2693	18	18	35
5_2	15	2	16:05:39	1	0	197	2	16	36
5_2	15	2	16:05:39	6	2	1542	7	7	37
5_2	15	2	16:05:39	6	2	2297	15	15	38
5_2	15	2	16:05:39	0	3	2097	16	3	39
5_2	15	2	16:05:39	2	0	402	17	9	40
5_2	15	2	16:05:39	0	0	2223	13	7	41
5_2	15	2	16:05:39	6	4	4824	11	11	42
5_2	15	2	16:05:39	2	0	924	11	8	43
5_2	15	2	16:05:39	6	0	338	5	5	44
5_2	15	2	16:05:39	6	3	3703	16	16	45
5_2	15	2	16:05:39	0	0	37	17	13	46
5_2	15	2	16:05:39	0	1	901	14	4	47
5_2	15	2	16:05:39	2	0	377	18	4	48
5_2	15	2	16:05:39	1	0	229	1	18	49
5_2	15	2	16:05:39	1	1	886	7	1	50
5_2	15	2	16:05:39	2	1	1589	16	13	51
5_2	15	2	16:05:39	6	0	2596	13	13	52
5_2	15	2	16:05:39	1	0	143	2	14	53
5_2	15	2	16:05:39	1	0	130	4	11	54
5_2	15	2	16:05:39	3	0	304	7	5	55
5_2	15	2	16:05:39	3	0	1924	14	16	56
5_2	15	2	16:05:39	2	0	311	3	10	57
5_2	15	2	16:05:39	2	2	3040	6	3	58
5_2	15	2	16:05:39	6	3	1059	1	1	59
5_2	15	2	16:05:39	0	2	4421	13	7	60
5_2	15	2	16:05:39	2	0	97	12	11	61
5_2	15	2	16:05:39	6	1	758	3	3	62
5_2	15	2	16:05:39	2	0	261	13	2	63
5_2	15	2	16:05:39	0	2	3386	18	8	64
5_2	15	2	16:05:39	0	0	2375	3	12	65
5_2	15	2	16:05:39	6	4	4591	10	10	66
5_2	15	2	16:05:39	3	2	3682	12	15	67
5_2	15	2	16:05:39	3	0	3282	6	9	68
5_2	15	2	16:05:39	0	0	484	15	5	69
5_2	15	2	16:05:39	0	0	3065	12	2	70
5_2	15	2	16:05:39	2	0	3	15	17	71
5_2	15	2	16:05:39	0	0	438	11	15	72
5_2	20	2	16:58:26	3	0	1490	12	15	1
5_2	20	2	16:58:26	6	1	671	8	8	2
5_2	20	2	16:58:26	0	0	783	1	3	3
5_2	20	2	16:58:26	3	0	375	7	5	4
5_2	20	2	16:58:26	4	0	162	15	4	5
5_2	20	2	16:58:26	2	0	99	5	18	6
5_2	20	2	16:58:26	6	2	951	5	5	7
5_2	20	2	16:58:26	2	0	1138	11	8	8
5_2	20	2	16:58:26	6	3	69	6	6	9
5_2	20	2	16:58:26	6	2	297	1	1	10
5_2	20	2	16:58:26	6	2	189	18	18	11
5_2	20	2	16:58:26	6	3	333	10	10	12
5_2	20	2	16:58:26	3	0	672	2	18	13
5_2	20	2	16:58:26	1	0	160	3	14	14
5_2	20	2	16:58:26	6	1	662	14	14	15
5_2	20	2	16:58:26	0	0	208	18	8	16
5_2	20	2	16:58:26	6	1	182	13	13	17
5_2	20	2	16:58:26	1	0	129	2	14	18
5_2	20	2	16:58:26	0	0	136	15	5	19
5_2	20	2	16:58:26	1	0	164	8	16	20
5_2	20	2	16:58:26	2	0	83	10	6	21
5_2	20	2	16:58:26	1	0	114	9	10	22
5_2	20	2	16:58:26	3	0	84	8	10	23
5_2	20	2	16:58:26	6	3	65	17	17	24
5_2	20	2	16:58:26	2	0	182	12	11	25
5_2	20	2	16:58:26	6	1	49	3	3	26
5_2	20	2	16:58:26	0	0	57	13	7	27
5_2	20	2	16:58:26	1	0	85	8	6	28
5_2	20	2	16:58:26	2	0	159	17	9	29
5_2	20	2	16:58:26	0	0	131	16	3	30
5_2	20	2	16:58:26	4	0	3574	11	7	31
5_2	20	2	16:58:26	6	2	134	4	4	32
5_2	20	2	16:58:26	3	0	135	17	6	33
5_2	20	2	16:58:26	4	1	203	4	12	34
5_2	20	2	16:58:26	2	0	339	18	14	35
5_2	20	2	16:58:26	0	0	135	13	7	36
5_2	20	2	16:58:26	0	0	547	11	15	37
5_2	20	2	16:58:26	6	1	293	11	11	38
5_2	20	2	16:58:26	0	0	99	14	4	39
5_2	20	2	16:58:26	1	0	157	1	18	40
5_2	20	2	16:58:26	6	2	45	7	7	41
5_2	20	2	16:58:26	6	3	393	2	2	42
5_2	20	2	16:58:26	2	0	66	16	13	43
5_2	20	2	16:58:26	1	0	259	9	15	44
5_2	20	2	16:58:26	0	0	170	9	8	45
5_2	20	2	16:58:26	2	0	319	13	2	46
5_2	20	2	16:58:26	1	0	231	5	17	47
5_2	20	2	16:58:26	6	0	287	15	15	48
5_2	20	2	16:58:26	1	0	199	6	12	49
5_2	20	2	16:58:26	1	0	127	2	16	50
5_2	20	2	16:58:26	0	0	235	17	13	51
5_2	20	2	16:58:26	3	0	99	6	9	52
5_2	20	2	16:58:26	0	0	281	12	2	53
5_2	20	2	16:58:26	0	0	173	3	12	54
5_2	20	2	16:58:26	1	0	179	4	1	55
5_2	20	2	16:58:26	2	2	223	6	3	56
5_2	20	2	16:58:26	1	0	65	4	11	57
5_2	20	2	16:58:26	2	0	22	15	17	58
5_2	20	2	16:58:26	3	0	144	1	13	59
5_2	20	2	16:58:26	6	2	1160	16	16	60
5_2	20	2	16:58:26	6	2	711	9	9	61
5_2	20	2	16:58:26	4	0	312	10	11	62
5_2	20	2	16:58:26	1	0	120	10	9	63
5_2	20	2	16:58:26	3	0	136	14	16	64
5_2	20	2	16:58:26	4	0	213	16	1	65
5_2	20	2	16:58:26	1	0	323	7	1	66
5_2	20	2	16:58:26	2	0	193	3	10	67
5_2	20	2	16:58:26	0	0	225	7	17	68
5_2	20	2	16:58:26	4	0	580	14	5	69
5_2	20	2	16:58:26	6	1	271	12	12	70
5_2	20	2	16:58:26	2	0	175	18	4	71
5_2	20	2	16:58:26	0	0	195	5	2	72
5_2	27	2	14:52:56	0	0	7066	7	17	1
5_2	27	2	14:52:56	3	2	2254	6	9	2
5_2	27	2	14:52:56	6	3	889	1	1	3
5_2	27	2	14:52:56	0	1	1831	5	2	4
5_2	27	2	14:52:56	2	0	549	11	8	5
5_2	27	2	14:52:56	2	0	1229	16	13	6
5_2	27	2	14:52:56	0	1	1061	15	5	7
5_2	27	2	14:52:56	6	2	330	15	15	8
5_2	27	2	14:52:56	0	2	334	17	13	9
5_2	27	2	14:52:56	4	0	19	16	1	10
5_2	27	2	14:52:56	2	0	504	13	2	11
5_2	27	2	14:52:56	6	3	721	7	7	12
5_2	27	2	14:52:56	1	0	90	4	11	13
5_2	27	2	14:52:56	0	0	694	14	4	14
5_2	27	2	14:52:56	1	3	372	1	18	15
5_2	27	2	14:52:56	6	5	353	10	10	16
5_2	27	2	14:52:56	1	0	658	7	1	17
5_2	27	2	14:52:56	1	2	1986	6	12	18
5_2	27	2	14:52:56	2	0	665	6	3	19
5_2	27	2	14:52:56	2	0	372	5	18	20
5_2	27	2	14:52:56	3	0	257	1	13	21
5_2	27	2	14:52:56	1	0	421	9	10	22
5_2	27	2	14:52:56	6	3	254	5	5	23
5_2	27	2	14:52:56	0	0	74	18	8	24
5_2	27	2	14:52:56	0	0	24	9	8	25
5_2	27	2	14:52:56	2	1	626	10	6	26
5_2	27	2	14:52:56	4	0	852	4	12	27
5_2	27	2	14:52:56	1	2	127	3	14	28
5_2	27	2	14:52:56	6	0	1459	18	18	29
5_2	27	2	14:52:56	4	0	73	15	4	30
5_2	27	2	14:52:56	6	2	273	14	14	31
5_2	27	2	14:52:56	6	6	546	16	16	32
5_2	27	2	14:52:56	1	2	371	2	14	33
5_2	27	2	14:52:56	4	1	672	11	7	34
5_2	27	2	14:52:56	0	3	191	3	12	35
5_2	27	2	14:52:56	2	2	256	18	14	36
5_2	27	2	14:52:56	2	0	6	17	9	37
5_2	27	2	14:52:56	0	2	524	13	7	38
5_2	27	2	14:52:56	3	0	96	12	15	39
5_2	27	2	14:52:56	6	6	96	8	8	40
5_2	27	2	14:52:56	3	2	1957	7	5	41
5_2	27	2	14:52:56	1	0	209	5	17	42
5_2	27	2	14:52:56	3	1	184	14	16	43
5_2	27	2	14:52:56	6	6	180	11	11	44
5_2	27	2	14:52:56	0	0	477	11	15	45
5_2	27	2	14:52:56	6	6	134	2	2	46
5_2	27	2	14:52:56	3	2	146	8	10	47
5_2	27	2	14:52:56	1	0	2	2	16	48
5_2	27	2	14:52:56	1	3	133	9	15	49
5_2	27	2	14:52:56	1	0	35	10	9	50
5_2	27	2	14:52:56	0	0	52	1	3	51
5_2	27	2	14:52:56	0	0	467	12	2	52
5_2	27	2	14:52:56	6	0	84	3	3	53
5_2	27	2	14:52:56	2	6	137	12	11	54
5_2	27	2	14:52:56	3	0	85	2	18	55
5_2	27	2	14:52:56	6	2	580	6	6	56
5_2	27	2	14:52:56	4	2	25	14	5	57
5_2	27	2	14:52:56	1	0	596	8	6	58
5_2	27	2	14:52:56	6	0	245	13	13	59
5_2	27	2	14:52:56	4	0	290	10	11	60
5_2	27	2	14:52:56	1	0	249	4	1	61
5_2	27	2	14:52:56	6	6	137	17	17	62
5_2	27	2	14:52:56	2	0	69	15	17	63
5_2	27	2	14:52:56	0	2	7	13	7	64
5_2	27	2	14:52:56	6	6	1271	12	12	65
5_2	27	2	14:52:56	0	0	55	16	3	66
5_2	27	2	14:52:56	1	0	181	8	16	67
5_2	27	2	14:52:56	2	2	257	18	4	68
5_2	27	2	14:52:56	6	3	101	9	9	69
5_2	27	2	14:52:56	2	1	143	3	10	70
5_2	27	2	14:52:56	6	0	67	4	4	71
5_2	27	2	14:52:56	3	0	454	17	6	72
5_2	32	2	15:41:12	6	3	1340	16	16	1
5_2	32	2	15:41:12	1	1	3810	3	14	2
5_2	32	2	15:41:12	6	2	811	9	9	3
5_2	32	2	15:41:12	3	0	2920	7	5	4
5_2	32	2	15:41:12	6	2	1459	4	4	5
5_2	32	2	15:41:12	0	0	511	9	8	6
5_2	32	2	15:41:12	0	0	719	12	2	7
5_2	32	2	15:41:12	0	0	406	15	5	8
5_2	32	2	15:41:12	1	0	756	2	16	9
5_2	32	2	15:41:12	1	1	539	2	14	10
5_2	32	2	15:41:12	0	1	839	16	3	11
5_2	32	2	15:41:12	2	0	102	16	13	12
5_2	32	2	15:41:12	1	0	145	4	11	13
5_2	32	2	15:41:12	6	2	1188	13	13	14
5_2	32	2	15:41:12	1	0	693	1	18	15
5_2	32	2	15:41:12	6	2	353	5	5	16
5_2	32	2	15:41:12	1	0	225	6	12	17
5_2	32	2	15:41:12	2	0	404	3	10	18
5_2	32	2	15:41:12	1	1	5	4	1	19
5_2	32	2	15:41:12	0	2	1618	14	4	20
5_2	32	2	15:41:12	2	0	115	12	11	21
5_2	32	2	15:41:12	6	2	2083	1	1	22
5_2	32	2	15:41:12	0	0	136	13	7	23
5_2	32	2	15:41:12	2	2	1184	11	8	24
5_2	32	2	15:41:12	6	4	2704	7	7	25
5_2	32	2	15:41:12	0	0	456	17	13	26
5_2	32	2	15:41:12	6	2	1011	6	6	27
5_2	32	2	15:41:12	2	0	234	18	4	28
5_2	32	2	15:41:12	3	0	193	17	6	29
5_2	32	2	15:41:12	2	3	1443	17	9	30
5_2	32	2	15:41:12	0	0	671	11	15	31
5_2	32	2	15:41:12	2	0	286	15	17	32
5_2	32	2	15:41:12	1	0	197	10	9	33
5_2	32	2	15:41:12	6	1	950	14	14	34
5_2	32	2	15:41:12	0	1	823	1	3	35
5_2	32	2	15:41:12	1	0	1200	8	16	36
5_2	32	2	15:41:12	1	2	583	8	6	37
5_2	32	2	15:41:12	2	0	81	18	14	38
5_2	32	2	15:41:12	6	4	577	17	17	39
5_2	32	2	15:41:12	3	0	0	1	13	40
5_2	32	2	15:41:12	3	0	244	2	18	41
5_2	32	2	15:41:12	2	0	161	6	3	42
5_2	32	2	15:41:12	1	1	1041	7	1	43
5_2	32	2	15:41:12	2	0	360	5	18	44
5_2	32	2	15:41:12	4	0	254	15	4	45
5_2	32	2	15:41:12	6	0	83	15	15	46
5_2	32	2	15:41:12	3	0	241	12	15	47
5_2	32	2	15:41:12	4	0	769	16	1	48
5_2	32	2	15:41:12	6	4	390	10	10	49
5_2	32	2	15:41:12	6	3	1113	18	18	50
5_2	32	2	15:41:12	0	0	726	5	2	51
5_2	32	2	15:41:12	4	0	531	11	7	52
5_2	32	2	15:41:12	1	1	1519	9	15	53
5_2	32	2	15:41:12	2	2	1046	13	2	54
5_2	32	2	15:41:12	0	0	962	3	12	55
5_2	32	2	15:41:12	3	0	602	6	9	56
5_2	32	2	15:41:12	0	0	2538	18	8	57
5_2	32	2	15:41:12	4	0	833	10	11	58
5_2	32	2	15:41:12	4	2	993	14	5	59
5_2	32	2	15:41:12	3	2	192	14	16	60
5_2	32	2	15:41:12	1	0	737	5	17	61
5_2	32	2	15:41:12	1	0	163	9	10	62
5_2	32	2	15:41:12	0	0	1891	7	17	63
5_2	32	2	15:41:12	6	2	277	12	12	64
5_2	32	2	15:41:12	2	0	487	10	6	65
5_2	32	2	15:41:12	6	2	256	8	8	66
5_2	32	2	15:41:12	6	0	51	11	11	67
5_2	32	2	15:41:12	6	0	50	3	3	68
5_2	32	2	15:41:12	6	4	494	2	2	69
5_2	32	2	15:41:12	4	0	97	4	12	70
5_2	32	2	15:41:12	0	0	311	13	7	71
5_2	32	2	15:41:12	3	0	544	8	10	72
5_2	35	2	16:28:05	3	0	5877	1	13	1
5_2	35	2	16:28:05	2	0	179	3	10	2
5_2	35	2	16:28:05	6	0	1192	14	14	3
5_2	35	2	16:28:05	1	0	84	8	16	4
5_2	35	2	16:28:05	0	0	131	7	17	5
5_2	35	2	16:28:05	1	0	38	2	14	6
5_2	35	2	16:28:05	0	0	648	16	3	7
5_2	35	2	16:28:05	4	0	1564	16	1	8
5_2	35	2	16:28:05	6	6	192	2	2	9
5_2	35	2	16:28:05	1	0	177	5	17	10
5_2	35	2	16:28:05	0	0	46	18	8	11
5_2	35	2	16:28:05	0	0	149	3	12	12
5_2	35	2	16:28:05	1	0	73	10	9	13
5_2	35	2	16:28:05	2	0	163	16	13	14
5_2	35	2	16:28:05	3	0	94	8	10	15
5_2	35	2	16:28:05	6	6	71	12	12	16
5_2	35	2	16:28:05	0	0	384	13	7	17
5_2	35	2	16:28:05	6	0	1122	3	3	18
5_2	35	2	16:28:05	0	0	212	11	15	19
5_2	35	2	16:28:05	1	0	161	1	18	20
5_2	35	2	16:28:05	2	0	16	12	11	21
5_2	35	2	16:28:05	0	0	991	9	8	22
5_2	35	2	16:28:05	1	0	62	2	16	23
5_2	35	2	16:28:05	1	0	34	4	1	24
5_2	35	2	16:28:05	2	0	99	13	2	25
5_2	35	2	16:28:05	4	0	39	10	11	26
5_2	35	2	16:28:05	6	6	350	6	6	27
5_2	35	2	16:28:05	3	0	1813	6	9	28
5_2	35	2	16:28:05	0	0	185	17	13	29
5_2	35	2	16:28:05	6	6	84	17	17	30
5_2	35	2	16:28:05	6	6	450	13	13	31
5_2	35	2	16:28:05	6	0	24	9	9	32
5_2	35	2	16:28:05	1	0	245	9	10	33
5_2	35	2	16:28:05	4	0	1235	11	7	34
5_2	35	2	16:28:05	4	0	87	4	12	35
5_2	35	2	16:28:05	6	6	188	4	4	36
5_2	35	2	16:28:05	0	0	23	15	5	37
5_2	35	2	16:28:05	2	0	377	18	14	38
5_2	35	2	16:28:05	2	0	484	6	3	39
5_2	35	2	16:28:05	0	0	131	13	7	40
5_2	35	2	16:28:05	2	0	113	5	18	41
5_2	35	2	16:28:05	1	0	114	4	11	42
5_2	35	2	16:28:05	1	0	51	6	12	43
5_2	35	2	16:28:05	1	0	6	8	6	44
5_2	35	2	16:28:05	1	0	53	9	15	45
5_2	35	2	16:28:05	6	6	1506	7	7	46
5_2	35	2	16:28:05	2	0	242	10	6	47
5_2	35	2	16:28:05	4	0	112	14	5	48
5_2	35	2	16:28:05	3	0	913	14	16	49
5_2	35	2	16:28:05	6	6	72	11	11	50
5_2	35	2	16:28:05	6	6	368	18	18	51
5_2	35	2	16:28:05	6	0	38	16	16	52
5_2	35	2	16:28:05	6	6	23	15	15	53
5_2	35	2	16:28:05	2	0	72	18	4	54
5_2	35	2	16:28:05	0	0	182	1	3	55
5_2	35	2	16:28:05	2	0	482	11	8	56
5_2	35	2	16:28:05	2	0	2369	17	9	57
5_2	35	2	16:28:05	2	0	275	15	17	58
5_2	35	2	16:28:05	0	0	243	12	2	59
5_2	35	2	16:28:05	6	6	274	1	1	60
5_2	35	2	16:28:05	3	0	1875	17	6	61
5_2	35	2	16:28:05	6	6	2249	8	8	62
5_2	35	2	16:28:05	3	0	403	12	15	63
5_2	35	2	16:28:05	1	0	168	7	1	64
5_2	35	2	16:28:05	1	0	376	3	14	65
5_2	35	2	16:28:05	4	0	100	15	4	66
5_2	35	2	16:28:05	3	0	398	7	5	67
5_2	35	2	16:28:05	0	0	3	14	4	68
5_2	35	2	16:28:05	3	0	6	2	18	69
5_2	35	2	16:28:05	0	0	165	5	2	70
5_2	35	2	16:28:05	6	6	170	5	5	71
5_2	35	2	16:28:05	6	6	134	10	10	72
5_2	39	2	10:06:13	1	3	10681	7	1	1
5_2	39	2	10:06:13	4	4	3083	10	11	2
5_2	39	2	10:06:13	0	5	2519	15	5	3
5_2	39	2	10:06:13	1	5	1411	4	11	4
5_2	39	2	10:06:13	0	5	2501	1	3	5
5_2	39	2	10:06:13	2	4	396	18	14	6
5_2	39	2	10:06:13	2	4	3844	16	13	7
5_2	39	2	10:06:13	1	3	1029	1	18	8
5_2	39	2	10:06:13	0	2	1126	7	17	9
5_2	39	2	10:06:13	0	5	2208	14	4	10
5_2	39	2	10:06:13	1	4	1236	3	14	11
5_2	39	2	10:06:13	2	6	1493	11	8	12
5_2	39	2	10:06:13	6	6	1135	4	4	13
5_2	39	2	10:06:13	2	5	1424	3	10	14
5_2	39	2	10:06:13	4	4	5553	16	1	15
5_2	39	2	10:06:13	6	6	285	10	10	16
5_2	39	2	10:06:13	2	4	7606	18	4	17
5_2	39	2	10:06:13	4	4	400	15	4	18
5_2	39	2	10:06:13	6	6	285	6	6	19
5_2	39	2	10:06:13	3	2	629	6	9	20
5_2	39	2	10:06:13	1	3	901	9	10	21
5_2	39	2	10:06:13	2	3	1114	10	6	22
5_2	39	2	10:06:13	0	2	383	13	7	23
5_2	39	2	10:06:13	6	6	328	11	11	24
5_2	39	2	10:06:13	1	3	5446	2	14	25
5_2	39	2	10:06:13	1	3	596	4	1	26
5_2	39	2	10:06:13	2	2	1636	15	17	27
5_2	39	2	10:06:13	1	2	1009	5	17	28
5_2	39	2	10:06:13	1	4	1367	8	16	29
5_2	39	2	10:06:13	2	5	738	13	2	30
5_2	39	2	10:06:13	0	4	2129	9	8	31
5_2	39	2	10:06:13	3	3	210	14	16	32
5_2	39	2	10:06:13	6	6	1101	9	9	33
5_2	39	2	10:06:13	6	6	235	12	12	34
5_2	39	2	10:06:13	3	5	690	2	18	35
5_2	39	2	10:06:13	4	4	393	11	7	36
