ExperimentName	Subject	Session	Correct	CorrectAns	Response	TestID	TestSlide.RT	SessionTime
2_	11	2	0	4	2	4	1932	16:03:31
2_	11	2	0	5	13	5	2370	16:03:31
2_	11	2	0	6	17	6	1937	16:03:31
2_	11	2	0	7	8	7	2836	16:03:31
2_	11	2	0	8	4	8	2215	16:03:31
2_	11	2	0	9	16	9	2777	16:03:31
2_	11	2	0	10	3	10	3200	16:03:31
2_	11	2	0	11	15	11	2469	16:03:31
2_	11	2	0	12	18	12	2830	16:03:31
2_	11	2	0	13	6	13	1937	16:03:31
2_	11	2	1	14	14	14	1386	16:03:31
2_	11	2	0	15	17	15	3773	16:03:31
2_	11	2	0	16	14	16	1499	16:03:31
2_	11	2	0	17	14	17	2108	16:03:31
2_	11	2	0	18	9	18	3139	16:03:31
2_	15	2	0	1	11	1	19608	15:52:46
2_	15	2	0	2	13	2	7637	15:52:46
2_	15	2	0	3	5	3	2289	15:52:46
2_	15	2	1	4	4	4	7891	15:52:46
2_	15	2	0	5	12	5	1443	15:52:46
2_	15	2	0	6	3	6	5737	15:52:46
2_	15	2	0	7	9	7	5706	15:52:46
2_	15	2	0	8	9	8	3998	15:52:46
2_	15	2	0	9	17	9	3596	15:52:46
2_	15	2	0	10	8	10	1690	15:52:46
2_	15	2	0	11	6	11	7909	15:52:46
2_	15	2	0	12	2	12	6056	15:52:46
2_	15	2	0	13	1	13	5875	15:52:46
2_	15	2	0	14	7	14	5579	15:52:46
2_	15	2	0	15	10	15	3108	15:52:46
2_	15	2	0	16	12	16	3397	15:52:46
2_	15	2	0	17	15	17	5690	15:52:46
2_	15	2	0	18	10	18	6355	15:52:46
2_	18	2	0	1	16	1	9498	16:11:03
2_	18	2	0	2	16	2	4823	16:11:03
2_	18	2	1	3	3	3	2437	16:11:03
2_	18	2	0	4	18	4	4672	16:11:03
2_	18	2	0	5	7	5	2800	16:11:03
2_	18	2	0	6	8	6	7184	16:11:03
2_	18	2	0	7	5	7	2705	16:11:03
2_	18	2	0	8	9	8	2125	16:11:03
2_	18	2	1	9	9	9	4179	16:11:03
2_	18	2	0	10	11	10	1905	16:11:03
2_	18	2	0	11	12	11	4028	16:11:03
2_	18	2	0	12	1	12	3572	16:11:03
2_	18	2	0	13	14	13	2554	16:11:03
2_	18	2	0	14	1	14	3832	16:11:03
2_	18	2	1	15	15	15	5073	16:11:03
2_	18	2	0	16	2	16	1962	16:11:03
2_	18	2	0	17	13	17	3382	16:11:03
2_	18	2	0	18	15	18	3135	16:11:03
2_	21	2	1	1	1	1	3941	17:38:24
2_	21	2	0	2	17	2	13813	17:38:24
2_	21	2	1	3	3	3	3080	17:38:24
2_	21	2	0	4	6	4	4172	17:38:24
2_	21	2	1	5	5	5	1634	17:38:24
2_	21	2	0	6	9	6	3085	17:38:24
2_	21	2	0	7	13	7	10623	17:38:24
2_	21	2	0	8	7	8	9262	17:38:24
2_	21	2	0	9	10	9	7857	17:38:24
2_	21	2	1	10	10	10	5317	17:38:24
2_	21	2	1	11	11	11	6958	17:38:24
2_	21	2	1	12	12	12	9050	17:38:24
2_	21	2	0	13	4	13	8954	17:38:24
2_	21	2	1	14	14	14	5695	17:38:24
2_	21	2	1	15	15	15	1585	17:38:24
2_	21	2	1	16	16	16	9521	17:38:24
2_	21	2	0	17	6	17	2603	17:38:24
2_	21	2	0	18	7	18	5984	17:38:24
2_	22	2	0	1	18	1	8762	14:43:14
2_	22	2	0	2	3	2	3108	14:43:14
2_	22	2	0	3	16	3	2014	14:43:14
2_	22	2	0	4	2	4	1602	14:43:14
2_	22	2	0	5	9	5	1319	14:43:14
2_	22	2	0	6	1	6	3095	14:43:14
2_	22	2	1	7	7	7	2801	14:43:14
2_	22	2	0	8	6	8	1622	14:43:14
2_	22	2	0	9	5	9	4045	14:43:14
2_	22	2	1	10	10	10	2708	14:43:14
2_	22	2	0	11	14	11	5345	14:43:14
2_	22	2	0	12	15	12	1637	14:43:14
2_	22	2	0	13	7	13	2206	14:43:14
2_	22	2	0	14	17	14	2001	14:43:14
2_	22	2	0	15	10	15	2951	14:43:14
2_	22	2	0	16	8	16	1031	14:43:14
2_	22	2	0	17	11	17	2717	14:43:14
2_	22	2	0	18	11	18	1557	14:43:14
2_	25	2	1	1	1	1	2658	15:13:04
2_	25	2	1	2	2	2	2261	15:13:04
2_	25	2	1	3	3	3	2097	15:13:04
2_	25	2	0	4	15	4	12712	15:13:04
2_	25	2	1	5	5	5	2353	15:13:04
2_	25	2	0	6	17	6	3101	15:13:04
2_	25	2	0	7	14	7	9186	15:13:04
2_	25	2	0	8	7	8	10229	15:13:04
2_	25	2	1	9	9	9	8131	15:13:04
2_	25	2	0	10	12	10	8128	15:13:04
2_	25	2	0	11	10	11	2803	15:13:04
2_	25	2	0	12	16	12	7258	15:13:04
2_	25	2	1	13	13	13	3005	15:13:04
2_	25	2	0	14	8	14	7228	15:13:04
2_	25	2	0	15	11	15	11612	15:13:04
2_	25	2	0	16	4	16	6696	15:13:04
2_	25	2	0	17	6	17	7414	15:13:04
2_	25	2	1	18	18	18	4232	15:13:04
2_	27	2	1	1	1	1	14908	15:57:12
2_	27	2	1	2	2	2	4478	15:57:12
2_	27	2	1	3	3	3	1985	15:57:12
2_	27	2	0	4	14	4	3459	15:57:12
2_	27	2	1	5	5	5	2775	15:57:12
2_	27	2	0	6	5	6	2420	15:57:12
2_	27	2	0	7	16	7	2363	15:57:12
2_	27	2	0	8	17	8	2782	15:57:12
2_	27	2	0	9	18	9	1852	15:57:12
2_	27	2	0	10	9	10	2091	15:57:12
2_	27	2	0	11	10	11	2740	15:57:12
2_	27	2	0	12	11	12	3673	15:57:12
2_	27	2	1	13	13	13	2004	15:57:12
2_	27	2	0	14	1	14	2723	15:57:12
2_	27	2	0	15	4	15	1383	15:57:12
2_	27	2	0	16	7	16	3757	15:57:12
2_	27	2	0	17	6	17	9180	15:57:12
2_	27	2	0	18	6	18	6986	15:57:12
3_	11	3	0	1	3	1	4005	16:11:10
3_	11	3	0	2	6	2	1628	16:11:10
3_	11	3	0	3	17	3	5866	16:11:10
3_	11	3	0	4	15	4	5633	16:11:10
3_	11	3	0	5	4	5	3727	16:11:10
3_	11	3	0	6	16	6	1826	16:11:10
3_	11	3	0	7	5	7	2282	16:11:10
3_	11	3	1	8	8	8	2141	16:11:10
3_	11	3	0	9	13	9	2797	16:11:10
3_	11	3	0	10	2	10	3982	16:11:10
3_	11	3	0	11	17	11	2121	16:11:10
3_	11	3	0	12	10	12	3251	16:11:10
3_	11	3	0	13	18	13	2355	16:11:10
3_	11	3	0	14	5	14	2167	16:11:10
3_	11	3	0	15	10	15	1545	16:11:10
3_	11	3	0	16	11	16	6332	16:11:10
3_	11	3	0	17	12	17	7058	16:11:10
3_	11	3	0	18	9	18	6365	16:11:10
3_	15	3	0	1	6	1	5232	16:01:46
3_	15	3	1	2	2	2	1956	16:01:46
3_	15	3	1	3	3	3	1908	16:01:46
3_	15	3	1	4	4	4	3999	16:01:46
3_	15	3	1	5	5	5	3958	16:01:46
3_	15	3	0	6	1	6	6299	16:01:46
3_	15	3	1	7	7	7	2404	16:01:46
3_	15	3	1	8	8	8	2620	16:01:46
3_	15	3	1	9	9	9	2751	16:01:46
3_	15	3	1	10	10	10	2258	16:01:46
3_	15	3	1	11	11	11	1503	16:01:46
3_	15	3	1	12	12	12	2204	16:01:46
3_	15	3	1	13	13	13	2721	16:01:46
3_	15	3	1	14	14	14	4596	16:01:46
3_	15	3	1	15	15	15	1761	16:01:46
3_	15	3	1	16	16	16	3836	16:01:46
3_	15	3	1	17	17	17	1725	16:01:46
3_	15	3	1	18	18	18	2491	16:01:46
3_	18	3	0	1	10	1	3195	16:19:11
3_	18	3	0	2	3	2	1777	16:19:11
3_	18	3	0	3	12	3	2670	16:19:11
3_	18	3	0	4	12	4	3022	16:19:11
3_	18	3	0	5	1	5	7486	16:19:11
3_	18	3	0	6	13	6	4616	16:19:11
3_	18	3	0	7	5	7	7404	16:19:11
3_	18	3	1	8	8	8	1700	16:19:11
3_	18	3	0	9	18	9	1761	16:19:11
3_	18	3	0	10	15	10	5360	16:19:11
3_	18	3	1	11	11	11	3857	16:19:11
3_	18	3	0	12	17	12	3044	16:19:11
3_	18	3	0	13	4	13	4310	16:19:11
3_	18	3	1	14	14	14	12361	16:19:11
3_	18	3	0	15	13	15	6642	16:19:11
3_	18	3	0	16	2	16	8535	16:19:11
3_	18	3	0	17	7	17	7190	16:19:11
3_	18	3	0	18	5	18	4439	16:19:11
3_	21	3	0	1	6	1	16904	17:47:30
3_	21	3	0	2	3	2	11355	17:47:30
3_	21	3	0	3	1	3	11098	17:47:30
3_	21	3	1	4	4	4	1977	17:47:30
3_	21	3	1	5	5	5	19502	17:47:30
3_	21	3	0	6	2	6	5523	17:47:30
3_	21	3	1	7	7	7	2075	17:47:30
3_	21	3	1	8	8	8	2162	17:47:30
3_	21	3	1	9	9	9	10309	17:47:30
3_	21	3	1	10	10	10	2256	17:47:30
3_	21	3	1	11	11	11	14333	17:47:30
3_	21	3	1	12	12	12	2268	17:47:30
3_	21	3	1	13	13	13	1867	17:47:30
3_	21	3	1	14	14	14	4768	17:47:30
3_	21	3	1	15	15	15	2337	17:47:30
3_	21	3	1	16	16	16	3741	17:47:30
3_	21	3	1	17	17	17	5669	17:47:30
3_	21	3	1	18	18	18	1731	17:47:30
3_	22	3	0	1	6	1	5565	14:51:00
3_	22	3	1	2	2	2	3631	14:51:00
3_	22	3	0	3	4	3	3855	14:51:00
3_	22	3	0	4	3	4	2269	14:51:00
3_	22	3	0	5	9	5	5558	14:51:00
3_	22	3	0	6	5	6	4856	14:51:00
3_	22	3	1	7	7	7	5179	14:51:00
3_	22	3	1	8	8	8	2057	14:51:00
3_	22	3	0	9	1	9	5613	14:51:00
3_	22	3	0	10	12	10	4735	14:51:00
3_	22	3	0	11	18	11	3824	14:51:00
3_	22	3	0	12	10	12	7214	14:51:00
3_	22	3	1	13	13	13	3014	14:51:00
3_	22	3	1	14	14	14	3307	14:51:00
3_	22	3	1	15	15	15	2056	14:51:00
3_	22	3	0	16	17	16	4761	14:51:00
3_	22	3	0	17	4	17	78	14:51:00
3_	22	3	0	18	11	18	4672	14:51:00
3_	25	3	1	1	1	1	3430	15:21:46
3_	25	3	1	2	2	2	2024	15:21:46
3_	25	3	1	3	3	3	1736	15:21:46
3_	25	3	1	4	4	4	7033	15:21:46
3_	25	3	1	5	5	5	1900	15:21:46
3_	25	3	1	6	6	6	4208	15:21:46
3_	25	3	1	7	7	7	8715	15:21:46
3_	25	3	1	8	8	8	2428	15:21:46
3_	25	3	1	9	9	9	3656	15:21:46
3_	25	3	0	10	1	10	3597	15:21:46
3_	25	3	1	11	11	11	2062	15:21:46
3_	25	3	1	12	12	12	1927	15:21:46
3_	25	3	1	13	13	13	7796	15:21:46
3_	25	3	1	14	14	14	10315	15:21:46
3_	25	3	1	15	15	15	1978	15:21:46
3_	25	3	0	16	13	16	10592	15:21:46
3_	25	3	1	17	17	17	1717	15:21:46
3_	25	3	1	18	18	18	6520	15:21:46
3_	27	3	1	1	1	1	1923	16:05:21
3_	27	3	0	2	3	2	1381	16:05:21
3_	27	3	0	3	2	3	7443	16:05:21
3_	27	3	1	4	4	4	1794	16:05:21
3_	27	3	1	5	5	5	3396	16:05:21
3_	27	3	0	6	4	6	2409	16:05:21
3_	27	3	1	7	7	7	1620	16:05:21
3_	27	3	0	8	9	8	4563	16:05:21
3_	27	3	0	9	8	9	1717	16:05:21
3_	27	3	1	10	10	10	2351	16:05:21
3_	27	3	0	11	12	11	2019	16:05:21
3_	27	3	0	12	11	12	4894	16:05:21
3_	27	3	1	13	13	13	2076	16:05:21
3_	27	3	1	14	14	14	3979	16:05:21
3_	27	3	1	15	15	15	1496	16:05:21
3_	27	3	1	16	16	16	3048	16:05:21
3_	27	3	1	17	17	17	2031	16:05:21
3_	27	3	1	18	18	18	2627	16:05:21
4_	11	4	1	1	1	1	3862	16:19:43
4_	11	4	1	2	2	2	3794	16:19:43
4_	11	4	0	3	9	3	1572	16:19:43
4_	11	4	0	4	14	4	2743	16:19:43
4_	11	4	0	5	13	5	3872	16:19:43
4_	11	4	0	6	7	6	4808	16:19:43
4_	11	4	0	7	10	7	4051	16:19:43
4_	11	4	0	8	4	8	2458	16:19:43
4_	11	4	0	9	12	9	2166	16:19:43
4_	11	4	0	10	8	10	2824	16:19:43
4_	11	4	0	11	3	11	3047	16:19:43
4_	11	4	0	12	11	12	2110	16:19:43
4_	11	4	0	13	5	13	4673	16:19:43
4_	11	4	0	14	16	14	2193	16:19:43
4_	11	4	1	15	15	15	3525	16:19:43
4_	11	4	0	16	17	16	4483	16:19:43
4_	11	4	0	17	6	17	1453	16:19:43
4_	11	4	0	18	16	18	5811	16:19:43
4_	15	4	1	1	1	1	9847	16:10:48
4_	15	4	1	2	2	2	6696	16:10:48
4_	15	4	1	3	3	3	2046	16:10:48
4_	15	4	1	4	4	4	2046	16:10:48
4_	15	4	1	5	5	5	2373	16:10:48
4_	15	4	1	6	6	6	2784	16:10:48
4_	15	4	1	7	7	7	5454	16:10:48
4_	15	4	1	8	8	8	2583	16:10:48
4_	15	4	1	9	9	9	7162	16:10:48
4_	15	4	1	10	10	10	8189	16:10:48
4_	15	4	1	11	11	11	1830	16:10:48
4_	15	4	1	12	12	12	4017	16:10:48
4_	15	4	1	13	13	13	1820	16:10:48
4_	15	4	1	14	14	14	3547	16:10:48
4_	15	4	1	15	15	15	2583	16:10:48
4_	15	4	1	16	16	16	2203	16:10:48
4_	15	4	1	17	17	17	2537	16:10:48
4_	15	4	1	18	18	18	2896	16:10:48
4_	18	4	0	1	2	1	3539	16:28:15
4_	18	4	0	2	3	2	4107	16:28:15
4_	18	4	0	3	9	3	6057	16:28:15
4_	18	4	1	4	4	4	2724	16:28:15
4_	18	4	0	5	14	5	2457	16:28:15
4_	18	4	0	6	9	6	5142	16:28:15
4_	18	4	0	7	13	7	5341	16:28:15
4_	18	4	1	8	8	8	2047	16:28:15
4_	18	4	0	9	12	9	4334	16:28:15
4_	18	4	1	10	10	10	8923	16:28:15
4_	18	4	1	11	11	11	1368	16:28:15
4_	18	4	0	12	17	12	2761	16:28:15
4_	18	4	0	13	1	13	3932	16:28:15
4_	18	4	0	14	15	14	3860	16:28:15
4_	18	4	0	15	12	15	2939	16:28:15
4_	18	4	1	16	16	16	2021	16:28:15
4_	18	4	0	17	15	17	2797	16:28:15
4_	18	4	1	18	18	18	2017	16:28:15
4_	21	4	1	1	1	1	2128	17:57:05
4_	21	4	1	2	2	2	2998	17:57:05
4_	21	4	1	3	3	3	6228	17:57:05
4_	21	4	1	4	4	4	7963	17:57:05
4_	21	4	1	5	5	5	2779	17:57:05
4_	21	4	1	6	6	6	3058	17:57:05
4_	21	4	1	7	7	7	2366	17:57:05
4_	21	4	0	8	3	8	25928	17:57:05
4_	21	4	1	9	9	9	2730	17:57:05
4_	21	4	1	10	10	10	3215	17:57:05
4_	21	4	0	11	3	11	23762	17:57:05
4_	21	4	1	12	12	12	2178	17:57:05
4_	21	4	1	13	13	13	1912	17:57:05
4_	21	4	1	14	14	14	3349	17:57:05
4_	21	4	0	15	4	15	7562	17:57:05
4_	21	4	1	16	16	16	2516	17:57:05
4_	21	4	1	17	17	17	4235	17:57:05
4_	21	4	1	18	18	18	2207	17:57:05
4_	22	4	0	1	8	1	4343	14:59:40
4_	22	4	0	2	15	2	3562	14:59:40
4_	22	4	0	3	11	3	8436	14:59:40
4_	22	4	1	4	4	4	4599	14:59:40
4_	22	4	0	5	14	5	4902	14:59:40
4_	22	4	0	6	8	6	2297	14:59:40
4_	22	4	1	7	7	7	2578	14:59:40
4_	22	4	0	8	17	8	3640	14:59:40
4_	22	4	1	9	9	9	2907	14:59:40
4_	22	4	0	10	3	10	2271	14:59:40
4_	22	4	0	11	6	11	3631	14:59:40
4_	22	4	1	12	12	12	1228	14:59:40
4_	22	4	0	13	2	13	4139	14:59:40
4_	22	4	1	14	14	14	6633	14:59:40
4_	22	4	0	15	1	15	4976	14:59:40
4_	22	4	1	16	16	16	2870	14:59:40
4_	22	4	0	17	13	17	4957	14:59:40
4_	22	4	0	18	15	18	5809	14:59:40
4_	25	4	1	1	1	1	3112	15:30:51
4_	25	4	1	2	2	2	3113	15:30:51
4_	25	4	1	3	3	3	3218	15:30:51
4_	25	4	1	4	4	4	2904	15:30:51
4_	25	4	1	5	5	5	2452	15:30:51
4_	25	4	1	6	6	6	11652	15:30:51
4_	25	4	1	7	7	7	2858	15:30:51
4_	25	4	1	8	8	8	6343	15:30:51
4_	25	4	1	9	9	9	6976	15:30:51
4_	25	4	1	10	10	10	6390	15:30:51
4_	25	4	1	11	11	11	2575	15:30:51
4_	25	4	1	12	12	12	2932	15:30:51
4_	25	4	1	13	13	13	4201	15:30:51
4_	25	4	1	14	14	14	2161	15:30:51
4_	25	4	0	15	17	15	21465	15:30:51
4_	25	4	1	16	16	16	2324	15:30:51
4_	25	4	0	17	15	17	6512	15:30:51
4_	25	4	1	18	18	18	2242	15:30:51
4_	27	4	0	1	13	1	2520	16:13:55
4_	27	4	1	2	2	2	1791	16:13:55
4_	27	4	1	3	3	3	1996	16:13:55
4_	27	4	1	4	4	4	1972	16:13:55
4_	27	4	0	5	7	5	2298	16:13:55
4_	27	4	0	6	18	6	3524	16:13:55
4_	27	4	0	7	5	7	3690	16:13:55
4_	27	4	1	8	8	8	1675	16:13:55
4_	27	4	0	9	17	9	1743	16:13:55
4_	27	4	0	10	1	10	3177	16:13:55
4_	27	4	1	11	11	11	1759	16:13:55
4_	27	4	1	12	12	12	2561	16:13:55
4_	27	4	0	13	6	13	1819	16:13:55
4_	27	4	1	14	14	14	4200	16:13:55
4_	27	4	1	15	15	15	1919	16:13:55
4_	27	4	1	16	16	16	1621	16:13:55
4_	27	4	0	17	9	17	2326	16:13:55
4_	27	4	0	18	10	18	4362	16:13:55
2_	12	2	0	1	8	1	5300	15:49:47
2_	12	2	0	2	12	2	2556	15:49:47
2_	12	2	0	3	2	3	4098	15:49:47
2_	12	2	0	4	9	4	4400	15:49:47
2_	12	2	0	5	3	5	3241	15:49:47
2_	12	2	0	6	10	6	4193	15:49:47
2_	12	2	0	7	16	7	3315	15:49:47
2_	12	2	0	8	17	8	2850	15:49:47
2_	12	2	0	9	5	9	2603	15:49:47
2_	12	2	0	10	3	10	2352	15:49:47
2_	12	2	0	11	10	11	4413	15:49:47
2_	12	2	0	12	15	12	4568	15:49:47
2_	12	2	0	13	8	13	2235	15:49:47
2_	12	2	1	14	14	14	1741	15:49:47
2_	12	2	0	15	5	15	1375	15:49:47
2_	12	2	0	16	1	16	3652	15:49:47
2_	12	2	0	17	11	17	1786	15:49:47
2_	12	2	0	18	17	18	5235	15:49:47
2_	16	2	0	1	3	1	13663	15:49:50
2_	16	2	0	2	1	2	5752	15:49:50
2_	16	2	0	3	6	3	2909	15:49:50
2_	16	2	0	4	17	4	9418	15:49:50
2_	16	2	0	5	6	5	3698	15:49:50
2_	16	2	0	6	18	6	8524	15:49:50
2_	16	2	0	7	2	7	4361	15:49:50
2_	16	2	0	8	14	8	5281	15:49:50
2_	16	2	0	9	15	9	2213	15:49:50
2_	16	2	0	10	13	10	4191	15:49:50
2_	16	2	0	11	7	11	2419	15:49:50
2_	16	2	0	12	11	12	9727	15:49:50
2_	16	2	0	13	18	13	5484	15:49:50
2_	16	2	0	14	11	14	4073	15:49:50
2_	16	2	0	15	9	15	5770	15:49:50
2_	16	2	0	16	8	16	5274	15:49:50
2_	16	2	0	17	11	17	6946	15:49:50
2_	16	2	0	18	1	18	4283	15:49:50
2_	19	2	0	1	9	1	10045	16:53:41
2_	19	2	0	2	14	2	8758	16:53:41
2_	19	2	0	3	1	3	4085	16:53:41
2_	19	2	0	4	12	4	3727	16:53:41
2_	19	2	0	5	3	5	2020	16:53:41
2_	19	2	0	6	7	6	1540	16:53:41
2_	19	2	0	7	4	7	648	16:53:41
2_	19	2	0	8	2	8	1675	16:53:41
2_	19	2	0	9	16	9	1412	16:53:41
2_	19	2	0	10	13	10	2208	16:53:41
2_	19	2	0	11	7	11	1625	16:53:41
2_	19	2	0	12	11	12	1319	16:53:41
2_	19	2	0	13	14	13	1833	16:53:41
2_	19	2	0	14	15	14	912	16:53:41
2_	19	2	0	15	5	15	1016	16:53:41
2_	19	2	0	16	10	16	1022	16:53:41
2_	19	2	0	17	1	17	990	16:53:41
2_	19	2	0	18	6	18	2095	16:53:41
2_	23	2	0	1	2	1	9972	14:41:32
2_	23	2	0	2	8	2	6512	14:41:32
2_	23	2	1	3	3	3	2304	14:41:32
2_	23	2	0	4	10	4	4447	14:41:32
2_	23	2	1	5	5	5	1613	14:41:32
2_	23	2	1	6	6	6	2488	14:41:32
2_	23	2	1	7	7	7	2521	14:41:32
2_	23	2	0	8	2	8	6106	14:41:32
2_	23	2	0	9	18	9	2117	14:41:32
2_	23	2	0	10	14	10	7718	14:41:32
2_	23	2	1	11	11	11	1494	14:41:32
2_	23	2	1	12	12	12	10457	14:41:32
2_	23	2	0	13	8	13	3497	14:41:32
2_	23	2	0	14	13	14	3203	14:41:32
2_	23	2	1	15	15	15	2200	14:41:32
2_	23	2	0	16	1	16	10663	14:41:32
2_	23	2	0	17	1	17	3043	14:41:32
2_	23	2	0	18	4	18	1784	14:41:32
2_	26	2	0	1	10	1	7472	15:08:35
2_	26	2	0	2	9	2	4824	15:08:35
2_	26	2	0	3	12	3	4983	15:08:35
2_	26	2	1	4	4	4	2326	15:08:35
2_	26	2	0	5	12	5	1102	15:08:35
2_	26	2	0	6	12	6	1225	15:08:35
2_	26	2	0	7	10	7	1068	15:08:35
2_	26	2	0	8	7	8	985	15:08:35
2_	26	2	0	9	7	9	996	15:08:35
2_	26	2	0	10	2	10	812	15:08:35
2_	26	2	0	11	3	11	721	15:08:35
2_	26	2	0	12	13	12	792	15:08:35
2_	26	2	0	13	2	13	670	15:08:35
2_	26	2	0	14	1	14	712	15:08:35
2_	26	2	0	15	3	15	541	15:08:35
2_	26	2	0	16	5	16	581	15:08:35
2_	26	2	0	17	14	17	419	15:08:35
2_	26	2	0	18	3	18	626	15:08:35
3_	12	3	0	1	10	1	2137	15:57:27
3_	12	3	0	2	3	2	1760	15:57:27
3_	12	3	0	3	13	3	4076	15:57:27
3_	12	3	0	4	2	4	3597	15:57:27
3_	12	3	0	5	4	5	1376	15:57:27
3_	12	3	0	6	1	6	4159	15:57:27
3_	12	3	0	7	18	7	1928	15:57:27
3_	12	3	0	8	9	8	9191	15:57:27
3_	12	3	0	9	8	9	1585	15:57:27
3_	12	3	1	10	10	10	2425	15:57:27
3_	12	3	1	11	11	11	6200	15:57:27
3_	12	3	0	12	17	12	3038	15:57:27
3_	12	3	0	13	15	13	1714	15:57:27
3_	12	3	0	14	12	14	3277	15:57:27
3_	12	3	0	15	14	15	1615	15:57:27
3_	12	3	1	16	16	16	2313	15:57:27
3_	12	3	0	17	1	17	5514	15:57:27
3_	12	3	0	18	6	18	2682	15:57:27
3_	16	3	1	1	1	1	7118	15:58:07
3_	16	3	1	2	2	2	2335	15:58:07
3_	16	3	0	3	4	3	5546	15:58:07
3_	16	3	0	4	1	4	10204	15:58:07
3_	16	3	1	5	5	5	14434	15:58:07
3_	16	3	1	6	6	6	5924	15:58:07
3_	16	3	1	7	7	7	2564	15:58:07
3_	16	3	1	8	8	8	5166	15:58:07
3_	16	3	0	9	13	9	4319	15:58:07
3_	16	3	0	10	15	10	3552	15:58:07
3_	16	3	1	11	11	11	3734	15:58:07
3_	16	3	1	12	12	12	3355	15:58:07
3_	16	3	0	13	11	13	7568	15:58:07
3_	16	3	1	14	14	14	7897	15:58:07
3_	16	3	1	15	15	15	1841	15:58:07
3_	16	3	0	16	13	16	10379	15:58:07
3_	16	3	1	17	17	17	8934	15:58:07
3_	16	3	0	18	14	18	4075	15:58:07
3_	19	3	0	1	18	1	6870	17:00:48
3_	19	3	1	2	2	2	8120	17:00:48
3_	19	3	0	3	17	3	3070	17:00:48
3_	19	3	0	4	3	4	3491	17:00:48
3_	19	3	1	5	5	5	6286	17:00:48
3_	19	3	0	6	18	6	11097	17:00:48
3_	19	3	1	7	7	7	1475	17:00:48
3_	19	3	1	8	8	8	1457	17:00:48
3_	19	3	1	9	9	9	9118	17:00:48
3_	19	3	1	10	10	10	2070	17:00:48
3_	19	3	0	11	16	11	4341	17:00:48
3_	19	3	1	12	12	12	2062	17:00:48
3_	19	3	1	13	13	13	1531	17:00:48
3_	19	3	0	14	3	14	3583	17:00:48
3_	19	3	1	15	15	15	1240	17:00:48
3_	19	3	0	16	5	16	6980	17:00:48
3_	19	3	0	17	14	17	3534	17:00:48
3_	19	3	1	18	18	18	5761	17:00:48
3_	23	3	1	1	1	1	2687	14:49:04
3_	23	3	1	2	2	2	3620	14:49:04
3_	23	3	1	3	3	3	2050	14:49:04
3_	23	3	1	4	4	4	5193	14:49:04
3_	23	3	0	5	3	5	2948	14:49:04
3_	23	3	1	6	6	6	2227	14:49:04
3_	23	3	1	7	7	7	1407	14:49:04
3_	23	3	1	8	8	8	1274	14:49:04
3_	23	3	1	9	9	9	2151	14:49:04
3_	23	3	1	10	10	10	2185	14:49:04
3_	23	3	0	11	16	11	14299	14:49:04
3_	23	3	1	12	12	12	1706	14:49:04
3_	23	3	1	13	13	13	2375	14:49:04
3_	23	3	1	14	14	14	1445	14:49:04
3_	23	3	1	15	15	15	1083	14:49:04
3_	23	3	0	16	13	16	6696	14:49:04
3_	23	3	1	17	17	17	1304	14:49:04
3_	23	3	1	18	18	18	8344	14:49:04
3_	26	3	1	1	1	1	3963	15:15:40
3_	26	3	0	2	3	2	2055	15:15:40
3_	26	3	0	3	4	3	7179	15:15:40
3_	26	3	0	4	5	4	11957	15:15:40
3_	26	3	0	5	6	5	2978	15:15:40
3_	26	3	0	6	4	6	8472	15:15:40
3_	26	3	1	7	7	7	2288	15:15:40
3_	26	3	1	8	8	8	5176	15:15:40
3_	26	3	1	9	9	9	1894	15:15:40
3_	26	3	0	10	1	10	12970	15:15:40
3_	26	3	1	11	11	11	10095	15:15:40
3_	26	3	1	12	12	12	5902	15:15:40
3_	26	3	1	13	13	13	5123	15:15:40
3_	26	3	1	14	14	14	6283	15:15:40
3_	26	3	1	15	15	15	1455	15:15:40
3_	26	3	0	16	11	16	4555	15:15:40
3_	26	3	1	17	17	17	1849	15:15:40
3_	26	3	0	18	4	18	3336	15:15:40
4_	12	4	0	1	12	1	2543	16:05:56
4_	12	4	0	2	18	2	1399	16:05:56
4_	12	4	0	3	1	3	3790	16:05:56
4_	12	4	0	4	8	4	4425	16:05:56
4_	12	4	1	5	5	5	3000	16:05:56
4_	12	4	0	6	7	6	2654	16:05:56
4_	12	4	0	7	14	7	2665	16:05:56
4_	12	4	0	8	17	8	2649	16:05:56
4_	12	4	0	9	3	9	3680	16:05:56
4_	12	4	0	10	16	10	2188	16:05:56
4_	12	4	0	11	10	11	1432	16:05:56
4_	12	4	0	12	2	12	2843	16:05:56
4_	12	4	1	13	13	13	2120	16:05:56
4_	12	4	0	14	6	14	2883	16:05:56
4_	12	4	0	15	9	15	5967	16:05:56
4_	12	4	0	16	17	16	2184	16:05:56
4_	12	4	0	17	3	17	5482	16:05:56
4_	12	4	0	18	4	18	2589	16:05:56
4_	16	4	0	1	13	1	6318	16:06:56
4_	16	4	1	2	2	2	2240	16:06:56
4_	16	4	1	3	3	3	4907	16:06:56
4_	16	4	1	4	4	4	13502	16:06:56
4_	16	4	1	5	5	5	6354	16:06:56
4_	16	4	1	6	6	6	1991	16:06:56
4_	16	4	1	7	7	7	2554	16:06:56
4_	16	4	1	8	8	8	1827	16:06:56
4_	16	4	0	9	16	9	9094	16:06:56
