ExperimentName	Subject	Session	Correct	CorrectAns	Response	TestSlide.RT	SessionTime
3_	20	1	1	12	12	2013	12:11:51
3_	20	1	1	13	13	2244	12:11:51
3_	20	1	1	14	14	2718	12:11:51
3_	20	1	1	15	15	1239	12:11:51
3_	20	1	0	16	11	8730	12:11:51
3_	20	1	1	17	17	2623	12:11:51
3_	20	1	0	18	3	8802	12:11:51
3_	25	3	1	1	1	1514	13:01:07
3_	25	3	0	2	7	3176	13:01:07
3_	25	3	0	3	12	2906	13:01:07
3_	25	3	0	4	2	3775	13:01:07
3_	25	3	0	5	11	1735	13:01:07
3_	25	3	0	6	13	3146	13:01:07
3_	25	3	0	7	15	5540	13:01:07
3_	25	3	0	8	5	2460	13:01:07
3_	25	3	0	9	3	1199	13:01:07
3_	25	3	0	10	4	1958	13:01:07
3_	25	3	0	11	5	1751	13:01:07
3_	25	3	0	12	18	2260	13:01:07
3_	25	3	0	13	6	3056	13:01:07
3_	25	3	0	14	1	2613	13:01:07
3_	25	3	0	15	18	2643	13:01:07
3_	25	3	0	16	6	2442	13:01:07
3_	25	3	0	17	8	1189	13:01:07
3_	25	3	0	18	15	1898	13:01:07
3_	30	3	0	1	5	1770	13:36:49
3_	30	3	1	2	2	2900	13:36:49
3_	30	3	0	3	12	5087	13:36:49
3_	30	3	0	4	18	1843	13:36:49
3_	30	3	0	5	3	2077	13:36:49
3_	30	3	0	6	12	1344	13:36:49
3_	30	3	0	7	12	2320	13:36:49
3_	30	3	0	8	13	3890	13:36:49
3_	30	3	1	9	9	3101	13:36:49
3_	30	3	1	10	10	2520	13:36:49
3_	30	3	0	11	8	3769	13:36:49
3_	30	3	0	12	6	4926	13:36:49
3_	30	3	0	13	15	1303	13:36:49
3_	30	3	0	14	1	4112	13:36:49
3_	30	3	0	15	7	2128	13:36:49
3_	30	3	0	16	13	2470	13:36:49
3_	30	3	0	17	1	793	13:36:49
3_	30	3	0	18	16	722	13:36:49
3_	37	3	1	1	1	4179	15:27:52
3_	37	3	1	2	2	2266	15:27:52
3_	37	3	1	3	3	2273	15:27:52
3_	37	3	1	4	4	5657	15:27:52
3_	37	3	1	5	5	3556	15:27:52
3_	37	3	1	6	6	1672	15:27:52
3_	37	3	1	7	7	2120	15:27:52
3_	37	3	1	8	8	1788	15:27:52
3_	37	3	1	9	9	5028	15:27:52
3_	37	3	1	10	10	3171	15:27:52
3_	37	3	0	11	12	14689	15:27:52
3_	37	3	1	12	12	1416	15:27:52
3_	37	3	1	13	13	1755	15:27:52
3_	37	3	1	14	14	1288	15:27:52
3_	37	3	1	15	15	1538	15:27:52
3_	37	3	1	16	16	1691	15:27:52
3_	37	3	1	17	17	2218	15:27:52
3_	37	3	1	18	18	2859	15:27:52
4_	2	4	1	1	1	2560	14:43:08
4_	2	4	1	2	2	14538	14:43:08
4_	2	4	1	3	3	10283	14:43:08
4_	2	4	0	4	1	2430	14:43:08
4_	2	4	0	5	17	8832	14:43:08
4_	2	4	0	6	16	11171	14:43:08
4_	2	4	0	7	17	2137	14:43:08
4_	2	4	1	8	8	3194	14:43:08
4_	2	4	1	9	9	4392	14:43:08
4_	2	4	0	10	6	9266	14:43:08
4_	2	4	1	11	11	1065	14:43:08
4_	2	4	1	12	12	2810	14:43:08
4_	2	4	1	13	13	8667	14:43:08
4_	2	4	1	14	14	2148	14:43:08
4_	2	4	1	15	15	1736	14:43:08
4_	2	4	1	16	16	2393	14:43:08
4_	2	4	0	17	6	9636	14:43:08
4_	2	4	0	18	10	1999	14:43:08
4_	20	2	1	1	1	2344	12:23:17
4_	20	2	1	2	2	1795	12:23:17
4_	20	2	0	3	10	6232	12:23:17
4_	20	2	1	4	4	3060	12:23:17
4_	20	2	0	5	13	8442	12:23:17
4_	20	2	1	6	6	5942	12:23:17
4_	20	2	0	7	18	10509	12:23:17
4_	20	2	1	8	8	1729	12:23:17
4_	20	2	0	9	3	2944	12:23:17
4_	20	2	0	10	18	4867	12:23:17
4_	20	2	1	11	11	1410	12:23:17
4_	20	2	1	12	12	4444	12:23:17
4_	20	2	1	13	13	6055	12:23:17
4_	20	2	1	14	14	2063	12:23:17
4_	20	2	1	15	15	3012	12:23:17
4_	20	2	1	16	16	10595	12:23:17
4_	20	2	1	17	17	1839	12:23:17
4_	20	2	0	18	3	2144	12:23:17
4_	25	2	0	1	4	6949	12:53:02
4_	25	2	1	2	2	4103	12:53:02
4_	25	2	1	3	3	1343	12:53:02
4_	25	2	0	4	16	2493	12:53:02
4_	25	2	0	5	13	4868	12:53:02
4_	25	2	0	6	15	3155	12:53:02
4_	25	2	0	7	12	2723	12:53:02
4_	25	2	0	8	18	3219	12:53:02
4_	25	2	0	9	17	1176	12:53:02
4_	25	2	0	10	6	4514	12:53:02
4_	25	2	0	11	10	2181	12:53:02
4_	25	2	0	12	15	1636	12:53:02
4_	25	2	0	13	7	1263	12:53:02
4_	25	2	1	14	14	2983	12:53:02
4_	25	2	0	15	9	2947	12:53:02
4_	25	2	0	16	15	5533	12:53:02
4_	25	2	0	17	3	1846	12:53:02
4_	25	2	0	18	12	723	12:53:02
4_	30	2	1	1	1	1793	13:28:24
4_	30	2	0	2	4	5436	13:28:24
4_	30	2	0	3	7	6111	13:28:24
4_	30	2	0	4	3	5610	13:28:24
4_	30	2	1	5	5	2719	13:28:24
4_	30	2	0	6	10	6295	13:28:24
4_	30	2	0	7	6	4415	13:28:24
4_	30	2	1	8	8	2563	13:28:24
4_	30	2	1	9	9	10362	13:28:24
4_	30	2	0	10	12	4685	13:28:24
4_	30	2	0	11	18	10109	13:28:24
4_	30	2	0	12	18	2239	13:28:24
4_	30	2	0	13	11	8969	13:28:24
4_	30	2	0	14	2	8178	13:28:24
4_	30	2	0	15	11	2439	13:28:24
4_	30	2	1	16	16	1928	13:28:24
4_	30	2	0	17	7	2065	13:28:24
4_	30	2	0	18	12	2094	13:28:24
4_	37	2	1	1	1	1526	15:20:19
4_	37	2	1	2	2	3698	15:20:19
4_	37	2	1	3	3	1765	15:20:19
4_	37	2	1	4	4	2070	15:20:19
4_	37	2	1	5	5	4488	15:20:19
4_	37	2	1	6	6	2895	15:20:19
4_	37	2	1	7	7	2054	15:20:19
4_	37	2	1	8	8	2251	15:20:19
4_	37	2	0	9	11	5493	15:20:19
4_	37	2	1	10	10	5251	15:20:19
4_	37	2	1	11	11	1674	15:20:19
4_	37	2	1	12	12	2033	15:20:19
4_	37	2	1	13	13	1863	15:20:19
4_	37	2	1	14	14	1482	15:20:19
4_	37	2	1	15	15	2934	15:20:19
4_	37	2	1	16	16	3899	15:20:19
4_	37	2	1	17	17	1506	15:20:19
4_	37	2	1	18	18	2336	15:20:19
