ExperimentName	Subject	Session	Correct	CorrectAns	Response	TestSlide.RT	SessionTime
2_	13	1	0	1	17	6521	14:09:45
2_	13	1	0	2	15	2596	14:09:45
2_	13	1	0	3	10	3972	14:09:45
2_	13	1	0	4	11	10434	14:09:45
2_	13	1	0	5	4	1716	14:09:45
2_	13	1	0	6	8	2365	14:09:45
2_	13	1	1	7	7	1246	14:09:45
2_	13	1	0	8	12	1750	14:09:45
2_	13	1	0	9	10	1970	14:09:45
2_	13	1	0	10	16	1946	14:09:45
2_	13	1	0	11	9	1795	14:09:45
2_	13	1	0	12	16	3481	14:09:45
2_	13	1	0	13	8	2782	14:09:45
2_	13	1	0	14	1	2002	14:09:45
2_	13	1	0	15	6	4048	14:09:45
2_	13	1	0	16	18	1825	14:09:45
2_	13	1	0	17	14	1511	14:09:45
2_	13	1	0	18	17	5903	14:09:45
2_	15	3	0	1	12	1170	15:31:33
2_	15	3	0	2	4	505	15:31:33
2_	15	3	1	3	3	1131	15:31:33
2_	15	3	0	4	13	731	15:31:33
2_	15	3	0	5	10	1335	15:31:33
2_	15	3	0	6	2	3723	15:31:33
2_	15	3	0	7	6	1293	15:31:33
2_	15	3	0	8	7	1027	15:31:33
2_	15	3	0	9	16	2461	15:31:33
2_	15	3	0	10	14	1776	15:31:33
2_	15	3	0	11	16	3693	15:31:33
2_	15	3	0	12	5	987	15:31:33
2_	15	3	0	13	2	1605	15:31:33
2_	15	3	0	14	1	847	15:31:33
2_	15	3	0	15	3	638	15:31:33
2_	15	3	0	16	17	1577	15:31:33
2_	15	3	0	17	1	1303	15:31:33
2_	15	3	0	18	4	760	15:31:33
2_	22	3	0	1	9	6299	12:31:43
2_	22	3	0	2	16	1119	12:31:43
2_	22	3	0	3	18	1078	12:31:43
2_	22	3	0	4	10	1155	12:31:43
2_	22	3	1	5	5	826	12:31:43
2_	22	3	0	6	14	883	12:31:43
2_	22	3	0	7	10	879	12:31:43
2_	22	3	0	8	6	1291	12:31:43
2_	22	3	0	9	17	1068	12:31:43
2_	22	3	0	10	7	1196	12:31:43
2_	22	3	0	11	3	1131	12:31:43
2_	22	3	0	12	11	1113	12:31:43
2_	22	3	0	13	1	1790	12:31:43
2_	22	3	0	14	13	981	12:31:43
2_	22	3	0	15	7	926	12:31:43
2_	22	3	0	16	3	4615	12:31:43
2_	22	3	0	17	14	1849	12:31:43
2_	22	3	0	18	3	1192	12:31:43
2_	27	2	0	1	18	16586	13:00:14
2_	27	2	0	2	10	13968	13:00:14
2_	27	2	0	3	1	18276	13:00:14
2_	27	2	0	4	2	6018	13:00:14
2_	27	2	0	5	3	2288	13:00:14
2_	27	2	0	6	5	5025	13:00:14
2_	27	2	0	7	16	151192	13:00:14
2_	27	2	0	8	14	1531	13:00:14
2_	27	2	0	9	7	994	13:00:14
2_	27	2	0	10	7	841	13:00:14
2_	27	2	0	11	4	1088	13:00:14
2_	27	2	0	12	11	1252	13:00:14
2_	27	2	0	13	18	1313	13:00:14
2_	27	2	0	14	11	1637	13:00:14
2_	27	2	0	15	12	2192	13:00:14
2_	27	2	0	16	5	2826	13:00:14
2_	27	2	0	17	1	1513	13:00:14
2_	27	2	0	18	11	1066	13:00:14
2_	35	2	1	1	1	2677	15:03:45
2_	35	2	0	2	12	3937	15:03:45
2_	35	2	1	3	3	1811	15:03:45
2_	35	2	0	4	16	7269	15:03:45
2_	35	2	1	5	5	3604	15:03:45
2_	35	2	0	6	2	4387	15:03:45
2_	35	2	1	7	7	1165	15:03:45
2_	35	2	1	8	8	1998	15:03:45
2_	35	2	1	9	9	1750	15:03:45
2_	35	2	0	10	16	1729	15:03:45
2_	35	2	1	11	11	2288	15:03:45
2_	35	2	1	12	12	2304	15:03:45
2_	35	2	1	13	13	2901	15:03:45
2_	35	2	0	14	17	2082	15:03:45
2_	35	2	1	15	15	2678	15:03:45
2_	35	2	0	16	10	4211	15:03:45
2_	35	2	0	17	18	4236	15:03:45
2_	35	2	1	18	18	3143	15:03:45
2_	4	3	1	1	1	2273	14:54:45
2_	4	3	1	2	2	4593	14:54:45
2_	4	3	0	3	5	12277	14:54:45
2_	4	3	1	4	4	3801	14:54:45
2_	4	3	1	5	5	17168	14:54:45
2_	4	3	1	6	6	5704	14:54:45
2_	4	3	1	7	7	1596	14:54:45
2_	4	3	1	8	8	2370	14:54:45
2_	4	3	1	9	9	1829	14:54:45
2_	4	3	1	10	10	1291	14:54:45
2_	4	3	1	11	11	1915	14:54:45
2_	4	3	1	12	12	8388	14:54:45
2_	4	3	1	13	13	1431	14:54:45
2_	4	3	1	14	14	3665	14:54:45
2_	4	3	1	15	15	949	14:54:45
2_	4	3	1	16	16	3036	14:54:45
2_	4	3	1	17	17	1479	14:54:45
2_	4	3	1	18	18	1771	14:54:45
3_	13	2	0	1	6	5398	14:18:27
3_	13	2	0	2	4	3861	14:18:27
3_	13	2	0	3	5	2675	14:18:27
3_	13	2	0	4	10	5129	14:18:27
3_	13	2	1	5	5	1677	14:18:27
3_	13	2	0	6	2	3641	14:18:27
3_	13	2	1	7	7	1061	14:18:27
3_	13	2	1	8	8	1728	14:18:27
3_	13	2	0	9	13	4676	14:18:27
3_	13	2	0	10	9	2848	14:18:27
3_	13	2	0	11	2	5426	14:18:27
3_	13	2	0	12	9	3999	14:18:27
3_	13	2	1	13	13	2189	14:18:27
3_	13	2	1	14	14	2055	14:18:27
3_	13	2	1	15	15	1330	14:18:27
3_	13	2	0	16	12	2304	14:18:27
3_	13	2	0	17	5	2772	14:18:27
3_	13	2	0	18	14	1882	14:18:27
3_	15	2	1	1	1	882	15:24:16
3_	15	2	0	2	7	548	15:24:16
3_	15	2	0	3	14	328	15:24:16
3_	15	2	0	4	8	1033	15:24:16
3_	15	2	0	5	18	639	15:24:16
3_	15	2	0	6	10	1090	15:24:16
3_	15	2	0	7	5	1065	15:24:16
3_	15	2	0	8	11	733	15:24:16
3_	15	2	0	9	12	1680	15:24:16
3_	15	2	0	10	17	1189	15:24:16
3_	15	2	0	11	4	1069	15:24:16
3_	15	2	0	12	18	685	15:24:16
3_	15	2	0	13	16	523	15:24:16
3_	15	2	0	14	8	536	15:24:16
3_	15	2	0	15	4	585	15:24:16
3_	15	2	0	16	7	549	15:24:16
3_	15	2	0	17	15	652	15:24:16
3_	15	2	0	18	13	2671	15:24:16
3_	22	1	0	1	17	2792	12:14:40
3_	22	1	0	2	17	5903	12:14:40
3_	22	1	0	3	12	4404	12:14:40
3_	22	1	0	4	3	2722	12:14:40
3_	22	1	0	5	3	3395	12:14:40
3_	22	1	0	6	14	3880	12:14:40
3_	22	1	0	7	2	2002	12:14:40
3_	22	1	1	8	8	1323	12:14:40
3_	22	1	0	9	12	2071	12:14:40
3_	22	1	0	10	4	1431	12:14:40
3_	22	1	1	11	11	3459	12:14:40
3_	22	1	0	12	13	1095	12:14:40
3_	22	1	0	13	15	658	12:14:40
3_	22	1	0	14	10	970	12:14:40
3_	22	1	1	15	15	3804	12:14:40
3_	22	1	0	16	10	968	12:14:40
3_	22	1	0	17	14	941	12:14:40
3_	22	1	0	18	16	1561	12:14:40
3_	27	3	0	1	16	6199	13:12:21
3_	27	3	0	2	18	1061	13:12:21
3_	27	3	0	3	4	5560	13:12:21
3_	27	3	0	4	12	525	13:12:21
3_	27	3	0	5	8	356	13:12:21
3_	27	3	0	6	10	587	13:12:21
3_	27	3	0	7	8	1078	13:12:21
3_	27	3	0	8	9	1557	13:12:21
3_	27	3	0	9	14	3099	13:12:21
3_	27	3	0	10	7	8331	13:12:21
3_	27	3	0	11	4	872	13:12:21
3_	27	3	0	12	13	456	13:12:21
3_	27	3	0	13	6	957	13:12:21
3_	27	3	1	14	14	921	13:12:21
3_	27	3	0	15	17	772	13:12:21
3_	27	3	1	16	16	1042	13:12:21
3_	27	3	0	17	2	915	13:12:21
3_	27	3	0	18	14	789	13:12:21
3_	35	3	1	1	1	4419	15:11:57
3_	35	3	1	2	2	2930	15:11:57
3_	35	3	1	3	3	1223	15:11:57
3_	35	3	1	4	4	3885	15:11:57
3_	35	3	1	5	5	1546	15:11:57
3_	35	3	1	6	6	2028	15:11:57
3_	35	3	1	7	7	1738	15:11:57
3_	35	3	1	8	8	2010	15:11:57
3_	35	3	1	9	9	1909	15:11:57
3_	35	3	1	10	10	2128	15:11:57
3_	35	3	1	11	11	3943	15:11:57
3_	35	3	1	12	12	1567	15:11:57
3_	35	3	1	13	13	1777	15:11:57
3_	35	3	1	14	14	2591	15:11:57
3_	35	3	1	15	15	2122	15:11:57
3_	35	3	1	16	16	8706	15:11:57
3_	35	3	1	17	17	1366	15:11:57
3_	35	3	1	18	18	5840	15:11:57
3_	4	2	1	1	1	7612	14:46:44
3_	4	2	0	2	4	7600	14:46:44
3_	4	2	1	3	3	2902	14:46:44
3_	4	2	0	4	9	6114	14:46:44
3_	4	2	0	5	13	3883	14:46:44
3_	4	2	1	6	6	1959	14:46:44
3_	4	2	1	7	7	2569	14:46:44
3_	4	2	1	8	8	1322	14:46:44
3_	4	2	0	9	18	6867	14:46:44
3_	4	2	1	10	10	2279	14:46:44
3_	4	2	0	11	9	2079	14:46:44
3_	4	2	1	12	12	1442	14:46:44
3_	4	2	0	13	11	9018	14:46:44
3_	4	2	1	14	14	5387	14:46:44
3_	4	2	1	15	15	1123	14:46:44
3_	4	2	1	16	16	1951	14:46:44
3_	4	2	1	17	17	2827	14:46:44
3_	4	2	1	18	18	11748	14:46:44
4_	13	3	0	1	7	3744	14:26:23
4_	13	3	0	2	11	2257	14:26:23
4_	13	3	0	3	18	3053	14:26:23
4_	13	3	0	4	2	4876	14:26:23
4_	13	3	0	5	13	1532	14:26:23
4_	13	3	0	6	10	2153	14:26:23
4_	13	3	0	7	15	1797	14:26:23
4_	13	3	0	8	12	4109	14:26:23
4_	13	3	0	9	7	2048	14:26:23
4_	13	3	0	10	1	1967	14:26:23
4_	13	3	1	11	11	2249	14:26:23
4_	13	3	0	12	4	1995	14:26:23
4_	13	3	0	13	9	2508	14:26:23
4_	13	3	0	14	6	1520	14:26:23
4_	13	3	0	15	17	2441	14:26:23
4_	13	3	0	16	5	1691	14:26:23
4_	13	3	0	17	14	1357	14:26:23
4_	13	3	0	18	15	5425	14:26:23
4_	15	1	0	1	3	1585	15:16:27
4_	15	1	0	2	6	1160	15:16:27
4_	15	1	0	3	8	825	15:16:27
4_	15	1	0	4	1	687	15:16:27
4_	15	1	0	5	9	750	15:16:27
4_	15	1	0	6	2	812	15:16:27
4_	15	1	0	7	15	978	15:16:27
4_	15	1	0	8	7	992	15:16:27
4_	15	1	0	9	4	864	15:16:27
4_	15	1	0	10	17	793	15:16:27
4_	15	1	0	11	10	831	15:16:27
4_	15	1	0	12	5	1566	15:16:27
4_	15	1	0	13	14	977	15:16:27
4_	15	1	0	14	9	1496	15:16:27
4_	15	1	0	15	7	829	15:16:27
4_	15	1	0	16	17	658	15:16:27
4_	15	1	0	17	15	1492	15:16:27
4_	15	1	0	18	16	1197	15:16:27
4_	22	2	0	1	12	4427	12:23:30
4_	22	2	0	2	4	1534	12:23:30
4_	22	2	0	3	5	1592	12:23:30
4_	22	2	1	4	4	2177	12:23:30
4_	22	2	0	5	14	2991	12:23:30
4_	22	2	0	6	16	2793	12:23:30
4_	22	2	0	7	9	2274	12:23:30
4_	22	2	0	8	1	3147	12:23:30
4_	22	2	0	9	10	1980	12:23:30
4_	22	2	0	10	11	4489	12:23:30
4_	22	2	0	11	16	2767	12:23:30
4_	22	2	0	12	8	7684	12:23:30
4_	22	2	0	13	2	2040	12:23:30
4_	22	2	0	14	6	2986	12:23:30
4_	22	2	1	15	15	920	12:23:30
4_	22	2	0	16	18	2116	12:23:30
4_	22	2	0	17	6	3485	12:23:30
4_	22	2	0	18	7	2392	12:23:30
4_	27	1	0	1	14	5571	12:50:39
4_	27	1	0	2	13	3954	12:50:39
4_	27	1	0	3	16	2582	12:50:39
4_	27	1	0	4	16	1537	12:50:39
4_	27	1	0	5	2	2850	12:50:39
4_	27	1	0	6	18	1801	12:50:39
4_	27	1	0	7	4	2503	12:50:39
4_	27	1	1	8	8	2956	12:50:39
4_	27	1	1	9	9	3144	12:50:39
4_	27	1	0	10	3	5547	12:50:39
4_	27	1	0	11	12	2633	12:50:39
4_	27	1	0	12	6	3015	12:50:39
4_	27	1	0	13	11	15257	12:50:39
4_	27	1	0	14	17	3524	12:50:39
4_	27	1	0	15	13	2263	12:50:39
4_	27	1	0	16	10	1985	12:50:39
4_	27	1	0	17	5	2075	12:50:39
4_	27	1	0	18	16	2887	12:50:39
4_	35	1	1	1	1	2202	14:35:12
4_	35	1	0	2	8	3592	14:35:12
4_	35	1	0	3	8	4090	14:35:12
4_	35	1	0	4	17	1546	14:35:12
4_	35	1	0	5	10	1979	14:35:12
4_	35	1	0	6	7	2033	14:35:12
4_	35	1	0	7	6	4525	14:35:12
4_	35	1	0	8	14	2153	14:35:12
4_	35	1	1	9	9	2326	14:35:12
4_	35	1	0	10	11	1746	14:35:12
4_	35	1	0	11	14	4981	14:35:12
4_	35	1	1	12	12	2011	14:35:12
4_	35	1	1	13	13	1685	14:35:12
4_	35	1	0	14	5	5026	14:35:12
4_	35	1	0	15	6	4792	14:35:12
4_	35	1	1	16	16	1691	14:35:12
4_	35	1	0	17	18	5826	14:35:12
4_	35	1	0	18	3	1721	14:35:12
4_	4	1	0	1	14	11171	14:37:05
4_	4	1	1	2	2	3292	14:37:05
4_	4	1	1	3	3	2629	14:37:05
4_	4	1	1	4	4	8858	14:37:05
4_	4	1	1	5	5	3429	14:37:05
4_	4	1	0	6	10	3108	14:37:05
4_	4	1	1	7	7	1944	14:37:05
4_	4	1	0	8	14	14114	14:37:05
4_	4	1	0	9	8	7913	14:37:05
4_	4	1	0	10	1	5770	14:37:05
4_	4	1	1	11	11	2148	14:37:05
4_	4	1	1	12	12	9465	14:37:05
4_	4	1	1	13	13	1480	14:37:05
4_	4	1	0	14	17	3101	14:37:05
4_	4	1	1	15	15	1353	14:37:05
4_	4	1	1	16	16	1879	14:37:05
4_	4	1	0	17	4	3043	14:37:05
4_	4	1	1	18	18	2268	14:37:05
2_	16	3	0	1	2	2601	15:46:01
2_	16	3	0	2	6	3639	15:46:01
2_	16	3	0	3	4	3402	15:46:01
2_	16	3	0	4	5	6385	15:46:01
2_	16	3	0	5	10	3363	15:46:01
2_	16	3	0	6	16	6235	15:46:01
2_	16	3	1	7	7	5977	15:46:01
2_	16	3	0	8	18	3853	15:46:01
2_	16	3	0	9	15	5419	15:46:01
2_	16	3	0	10	11	8538	15:46:01
2_	16	3	0	11	17	3331	15:46:01
2_	16	3	0	12	6	6807	15:46:01
2_	16	3	1	13	13	2051	15:46:01
2_	16	3	0	14	9	7105	15:46:01
2_	16	3	0	15	2	5767	15:46:01
2_	16	3	0	16	12	1169	15:46:01
2_	16	3	0	17	16	2507	15:46:01
2_	16	3	1	18	18	3013	15:46:01
2_	23	2	1	1	1	2315	12:24:44
2_	23	2	0	2	3	4038	12:24:44
2_	23	2	0	3	2	4201	12:24:44
2_	23	2	0	4	11	2751	12:24:44
2_	23	2	0	5	4	7916	12:24:44
2_	23	2	1	6	6	5637	12:24:44
2_	23	2	0	7	13	6336	12:24:44
2_	23	2	0	8	5	7106	12:24:44
2_	23	2	0	9	6	6548	12:24:44
2_	23	2	0	10	8	6761	12:24:44
2_	23	2	1	11	11	3820	12:24:44
2_	23	2	1	12	12	4260	12:24:44
2_	23	2	0	13	5	10774	12:24:44
2_	23	2	0	14	3	2891	12:24:44
2_	23	2	1	15	15	5892	12:24:44
2_	23	2	0	16	6	8413	12:24:44
2_	23	2	1	17	17	2391	12:24:44
2_	23	2	1	18	18	3786	12:24:44
2_	28	2	0	1	12	17190	12:53:18
2_	28	2	1	2	2	6762	12:53:18
2_	28	2	0	3	14	5835	12:53:18
2_	28	2	0	4	1	7502	12:53:18
2_	28	2	1	5	5	7618	12:53:18
2_	28	2	0	6	4	4466	12:53:18
2_	28	2	1	7	7	5982	12:53:18
2_	28	2	1	8	8	6338	12:53:18
2_	28	2	1	9	9	2899	12:53:18
2_	28	2	0	10	13	8453	12:53:18
2_	28	2	1	11	11	3931	12:53:18
2_	28	2	1	12	12	1945	12:53:18
2_	28	2	0	13	6	24648	12:53:18
2_	28	2	0	14	2	5688	12:53:18
2_	28	2	1	15	15	1800	12:53:18
2_	28	2	1	16	16	10875	12:53:18
2_	28	2	1	17	17	1274	12:53:18
2_	28	2	1	18	18	10895	12:53:18
2_	31	1	1	1	1	7416	13:11:26
2_	31	1	0	2	5	14035	13:11:26
2_	31	1	0	3	2	16021	13:11:26
2_	31	1	0	4	2	3316	13:11:26
2_	31	1	0	5	3	15171	13:11:26
2_	31	1	1	6	6	14090	13:11:26
2_	31	1	1	7	7	1153	13:11:26
2_	31	1	1	8	8	2615	13:11:26
2_	31	1	1	9	9	2761	13:11:26
2_	31	1	1	10	10	1432	13:11:26
2_	31	1	1	11	11	937	13:11:26
2_	31	1	1	12	12	1509	13:11:26
2_	31	1	1	13	13	2537	13:11:26
2_	31	1	1	14	14	6996	13:11:26
2_	31	1	1	15	15	3985	13:11:26
2_	31	1	1	16	16	9531	13:11:26
2_	31	1	1	17	17	917	13:11:26
2_	31	1	1	18	18	3175	13:11:26
2_	5	3	1	1	1	8875	14:43:01
2_	5	3	1	2	2	4604	14:43:01
2_	5	3	1	3	3	2657	14:43:01
2_	5	3	1	4	4	2774	14:43:01
2_	5	3	1	5	5	2580	14:43:01
2_	5	3	1	6	6	5761	14:43:01
2_	5	3	1	7	7	1426	14:43:01
2_	5	3	1	8	8	6561	14:43:01
2_	5	3	1	9	9	1668	14:43:01
2_	5	3	1	10	10	5235	14:43:01
2_	5	3	1	11	11	1991	14:43:01
2_	5	3	1	12	12	2137	14:43:01
2_	5	3	1	13	13	2313	14:43:01
2_	5	3	1	14	14	6235	14:43:01
2_	5	3	1	15	15	1846	14:43:01
2_	5	3	1	16	16	1766	14:43:01
2_	5	3	1	17	17	1638	14:43:01
2_	5	3	1	18	18	2057	14:43:01
2_	7	2	0	1	3	3686	14:07:03
2_	7	2	1	2	2	6274	14:07:03
2_	7	2	0	3	7	1707	14:07:03
2_	7	2	0	4	10	5424	14:07:03
2_	7	2	0	5	6	4030	14:07:03
2_	7	2	0	6	9	4425	14:07:03
2_	7	2	1	7	7	1302	14:07:03
2_	7	2	0	8	1	8268	14:07:03
2_	7	2	0	9	12	3251	14:07:03
2_	7	2	0	10	2	2733	14:07:03
2_	7	2	0	11	5	7193	14:07:03
2_	7	2	0	12	5	5002	14:07:03
2_	7	2	0	13	5	2361	14:07:03
2_	7	2	0	14	8	4810	14:07:03
2_	7	2	0	15	12	3083	14:07:03
2_	7	2	0	16	13	5656	14:07:03
2_	7	2	0	17	10	4691	14:07:03
2_	7	2	0	18	17	3819	14:07:03
3_	16	2	1	1	1	2309	15:36:45
3_	16	2	0	2	12	3962	15:36:45
3_	16	2	0	3	9	2035	15:36:45
3_	16	2	0	4	5	6248	15:36:45
3_	16	2	0	5	8	6846	15:36:45
3_	16	2	0	6	2	3485	15:36:45
3_	16	2	0	7	6	2961	15:36:45
3_	16	2	0	8	18	4502	15:36:45
3_	16	2	1	9	9	7031	15:36:45
3_	16	2	0	10	14	1641	15:36:45
3_	16	2	0	11	4	6987	15:36:45
3_	16	2	0	12	7	3676	15:36:45
3_	16	2	0	13	8	3699	15:36:45
3_	16	2	0	14	11	10376	15:36:45
3_	16	2	0	15	13	8396	15:36:45
3_	16	2	0	16	3	2909	15:36:45
3_	16	2	0	17	18	1968	15:36:45
3_	16	2	0	18	15	9867	15:36:45
3_	23	1	0	1	2	5045	12:14:57
3_	23	1	0	2	6	6979	12:14:57
3_	23	1	0	3	5	1880	12:14:57
3_	23	1	0	4	17	2957	12:14:57
3_	23	1	0	5	18	3624	12:14:57
3_	23	1	0	6	12	4257	12:14:57
3_	23	1	1	7	7	1981	12:14:57
3_	23	1	0	8	1	3811	12:14:57
3_	23	1	1	9	9	1908	12:14:57
3_	23	1	0	10	8	5825	12:14:57
3_	23	1	0	11	3	5024	12:14:57
3_	23	1	0	12	13	4159	12:14:57
3_	23	1	0	13	4	5738	12:14:57
3_	23	1	1	14	14	2755	12:14:57
3_	23	1	1	15	15	1303	12:14:57
3_	23	1	0	16	8	4459	12:14:57
3_	23	1	1	17	17	1344	12:14:57
3_	23	1	0	18	16	4848	12:14:57
3_	28	1	1	1	1	13207	12:43:53
3_	28	1	1	2	2	1961	12:43:53
3_	28	1	1	3	3	1920	12:43:53
3_	28	1	1	4	4	2492	12:43:53
3_	28	1	1	5	5	2981	12:43:53
3_	28	1	1	6	6	5871	12:43:53
3_	28	1	1	7	7	2918	12:43:53
3_	28	1	1	8	8	3121	12:43:53
3_	28	1	0	9	18	8353	12:43:53
3_	28	1	1	10	10	4470	12:43:53
3_	28	1	0	11	14	1869	12:43:53
3_	28	1	0	12	9	6357	12:43:53
3_	28	1	0	13	16	4034	12:43:53
3_	28	1	0	14	11	10487	12:43:53
3_	28	1	1	15	15	6114	12:43:53
3_	28	1	0	16	13	13000	12:43:53
3_	28	1	1	17	17	2695	12:43:53
3_	28	1	0	18	13	6311	12:43:53
3_	31	2	1	1	1	3029	13:21:11
3_	31	2	1	2	2	2112	13:21:11
3_	31	2	1	3	3	1667	13:21:11
3_	31	2	1	4	4	1513	13:21:11
3_	31	2	1	5	5	2547	13:21:11
3_	31	2	1	6	6	1352	13:21:11
3_	31	2	1	7	7	1469	13:21:11
3_	31	2	1	8	8	1662	13:21:11
3_	31	2	1	9	9	1617	13:21:11
3_	31	2	1	10	10	5979	13:21:11
3_	31	2	1	11	11	830	13:21:11
3_	31	2	1	12	12	1232	13:21:11
3_	31	2	1	13	13	1156	13:21:11
3_	31	2	1	14	14	2761	13:21:11
3_	31	2	1	15	15	1107	13:21:11
3_	31	2	1	16	16	2895	13:21:11
3_	31	2	0	17	7	1392	13:21:11
3_	31	2	1	18	18	3914	13:21:11
3_	5	2	0	1	10	5764	14:34:55
3_	5	2	1	2	2	2069	14:34:55
3_	5	2	0	3	4	2912	14:34:55
3_	5	2	0	4	3	9431	14:34:55
3_	5	2	0	5	6	4441	14:34:55
3_	5	2	1	6	6	4589	14:34:55
3_	5	2	1	7	7	1414	14:34:55
3_	5	2	1	8	8	1721	14:34:55
3_	5	2	1	9	9	3755	14:34:55
3_	5	2	1	10	10	1808	14:34:55
3_	5	2	1	11	11	1483	14:34:55
3_	5	2	1	12	12	1878	14:34:55
3_	5	2	1	13	13	2171	14:34:55
3_	5	2	1	14	14	1457	14:34:55
3_	5	2	1	15	15	1253	14:34:55
3_	5	2	1	16	16	4064	14:34:55
3_	5	2	1	17	17	2284	14:34:55
3_	5	2	1	18	18	1559	14:34:55
3_	7	1	1	1	1	3080	13:58:23
3_	7	1	0	2	6	3685	13:58:23
3_	7	1	0	3	5	4528	13:58:23
3_	7	1	0	4	3	6404	13:58:23
3_	7	1	0	5	18	4996	13:58:23
3_	7	1	0	6	9	5138	13:58:23
3_	7	1	1	7	7	1161	13:58:23
3_	7	1	0	8	13	3251	13:58:23
3_	7	1	0	9	16	5123	13:58:23
3_	7	1	1	10	10	2199	13:58:23
3_	7	1	0	11	5	8048	13:58:23
3_	7	1	0	12	11	1926	13:58:23
3_	7	1	0	13	8	5251	13:58:23
3_	7	1	1	14	14	1692	13:58:23
3_	7	1	1	15	15	1578	13:58:23
3_	7	1	0	16	12	2672	13:58:23
3_	7	1	0	17	14	1352	13:58:23
3_	7	1	0	18	9	5447	13:58:23
4_	16	1	1	1	1	3821	15:27:06
4_	16	1	1	2	2	12773	15:27:06
4_	16	1	1	3	3	5529	15:27:06
4_	16	1	0	4	2	4559	15:27:06
4_	16	1	1	5	5	3428	15:27:06
4_	16	1	0	6	3	5990	15:27:06
4_	16	1	1	7	7	2373	15:27:06
4_	16	1	0	8	14	8692	15:27:06
4_	16	1	0	9	15	9650	15:27:06
4_	16	1	0	10	11	2963	15:27:06
4_	16	1	0	11	17	2491	15:27:06
4_	16	1	1	12	12	3972	15:27:06
4_	16	1	0	13	10	7562	15:27:06
4_	16	1	0	14	18	3010	15:27:06
4_	16	1	0	15	6	4734	15:27:06
4_	16	1	0	16	1	4819	15:27:06
4_	16	1	0	17	10	7849	15:27:06
4_	16	1	0	18	15	3881	15:27:06
4_	23	3	1	1	1	3584	12:33:49
4_	23	3	0	2	6	7010	12:33:49
4_	23	3	1	3	3	6190	12:33:49
4_	23	3	1	4	4	1167	12:33:49
4_	23	3	1	5	5	3002	12:33:49
4_	23	3	0	6	7	5887	12:33:49
4_	23	3	1	7	7	6682	12:33:49
4_	23	3	0	8	12	9247	12:33:49
4_	23	3	1	9	9	2157	12:33:49
4_	23	3	0	10	13	5076	12:33:49
4_	23	3	0	11	13	4022	12:33:49
4_	23	3	0	12	11	6582	12:33:49
4_	23	3	0	13	6	9551	12:33:49
4_	23	3	1	14	14	2789	12:33:49
4_	23	3	1	15	15	2223	12:33:49
4_	23	3	0	16	3	5334	12:33:49
4_	23	3	1	17	17	3906	12:33:49
4_	23	3	1	18	18	3040	12:33:49
4_	28	3	1	1	1	2284	13:02:38
4_	28	3	1	2	2	3202	13:02:38
4_	28	3	1	3	3	2567	13:02:38
4_	28	3	1	4	4	6673	13:02:38
4_	28	3	1	5	5	4224	13:02:38
4_	28	3	1	6	6	6071	13:02:38
4_	28	3	1	7	7	3640	13:02:38
4_	28	3	1	8	8	2970	13:02:38
4_	28	3	0	9	16	7001	13:02:38
4_	28	3	1	10	10	12333	13:02:38
4_	28	3	1	11	11	1283	13:02:38
4_	28	3	1	12	12	1718	13:02:38
4_	28	3	1	13	13	2144	13:02:38
4_	28	3	1	14	14	2936	13:02:38
4_	28	3	1	15	15	4298	13:02:38
4_	28	3	1	16	16	2522	13:02:38
4_	28	3	1	17	17	3931	13:02:38
4_	28	3	1	18	18	10352	13:02:38
4_	31	3	1	1	1	1585	13:29:37
4_	31	3	1	2	2	6521	13:29:37
4_	31	3	1	3	3	1620	13:29:37
4_	31	3	1	4	4	1585	13:29:37
4_	31	3	1	5	5	3069	13:29:37
4_	31	3	1	6	6	2484	13:29:37
4_	31	3	1	7	7	3376	13:29:37
4_	31	3	1	8	8	1453	13:29:37
4_	31	3	1	9	9	1736	13:29:37
4_	31	3	1	10	10	1515	13:29:37
4_	31	3	1	11	11	848	13:29:37
4_	31	3	1	12	12	1751	13:29:37
4_	31	3	1	13	13	1579	13:29:37
4_	31	3	1	14	14	1386	13:29:37
4_	31	3	1	15	15	1166	13:29:37
4_	31	3	1	16	16	4008	13:29:37
4_	31	3	1	17	17	1160	13:29:37
4_	31	3	1	18	18	1708	13:29:37
4_	5	1	1	1	1	1211	14:26:35
4_	5	1	1	2	2	5493	14:26:35
4_	5	1	0	3	10	2893	14:26:35
4_	5	1	1	4	4	1837	14:26:35
4_	5	1	0	5	9	2714	14:26:35
4_	5	1	1	6	6	1745	14:26:35
4_	5	1	1	7	7	4284	14:26:35
4_	5	1	0	8	5	837	14:26:35
4_	5	1	0	9	14	6694	14:26:35
4_	5	1	0	10	3	3926	14:26:35
4_	5	1	1	11	11	1500	14:26:35
4_	5	1	1	12	12	2168	14:26:35
4_	5	1	1	13	13	3674	14:26:35
4_	5	1	0	14	18	2273	14:26:35
4_	5	1	1	15	15	2658	14:26:35
4_	5	1	0	16	13	4268	14:26:35
4_	5	1	1	17	17	1741	14:26:35
4_	5	1	0	18	7	5694	14:26:35
4_	7	3	0	1	3	2736	14:15:05
4_	7	3	0	2	4	1890	14:15:05
4_	7	3	0	3	18	3025	14:15:05
4_	7	3	0	4	11	2616	14:15:05
4_	7	3	0	5	9	1731	14:15:05
4_	7	3	1	6	6	2114	14:15:05
4_	7	3	0	7	1	2712	14:15:05
