ExperimentName	Subject	Session	SessionTime	Correct	CorrectAns	Response	TestList.Sample	TestSlide.RT
3_6-100per_12-66per	10	2	11:34:36	1	1	1	10	3204
3_6-100per_12-66per	10	2	11:34:36	1	12	12	11	3506
3_6-100per_12-66per	10	2	11:34:36	1	4	4	12	2463
3_6-100per_12-66per	10	2	11:34:36	0	8	5	13	5499
3_6-100per_12-66per	10	2	11:34:36	0	7	8	14	5979
3_6-100per_12-66per	10	2	11:34:36	1	13	13	15	1994
3_6-100per_12-66per	10	2	11:34:36	0	17	6	16	8615
3_6-100per_12-66per	10	2	11:34:36	1	15	15	17	2946
3_6-100per_12-66per	10	2	11:34:36	1	18	18	18	1899
3_	15	2	12:14:26	0	3	7	1	10349
3_	15	2	12:14:26	1	1	1	2	2129
3_	15	2	12:14:26	1	14	14	3	1614
3_	15	2	12:14:26	1	15	15	4	1847
3_	15	2	12:14:26	1	16	16	5	6190
3_	15	2	12:14:26	1	9	9	6	7553
3_	15	2	12:14:26	0	6	11	7	8454
3_	15	2	12:14:26	1	2	2	8	8880
3_	15	2	12:14:26	0	17	10	9	8956
3_	15	2	12:14:26	0	4	5	10	11699
3_	15	2	12:14:26	0	5	18	11	12202
3_	15	2	12:14:26	0	18	6	12	4088
3_	15	2	12:14:26	0	11	16	13	9972
3_	15	2	12:14:26	1	8	8	14	2761
3_	15	2	12:14:26	0	7	5	15	6627
3_	15	2	12:14:26	0	12	7	16	10001
3_	15	2	12:14:26	1	10	10	17	5911
3_	15	2	12:14:26	1	13	13	18	1563
3_	21	3	13:13:04	0	8	14	1	11914
3_	21	3	13:13:04	1	1	1	2	4714
3_	21	3	13:13:04	1	5	5	3	10971
3_	21	3	13:13:04	1	4	4	4	4224
3_	21	3	13:13:04	0	7	9	5	7356
3_	21	3	13:13:04	0	18	9	6	9174
3_	21	3	13:13:04	0	2	13	7	1410
3_	21	3	13:13:04	0	9	12	8	8566
3_	21	3	13:13:04	1	16	16	9	3965
3_	21	3	13:13:04	0	13	2	10	7902
3_	21	3	13:13:04	0	14	7	11	8478
3_	21	3	13:13:04	0	12	17	12	2199
3_	21	3	13:13:04	1	3	3	13	4517
3_	21	3	13:13:04	1	15	15	14	1775
3_	21	3	13:13:04	0	17	10	15	5766
3_	21	3	13:13:04	1	6	6	16	10271
3_	21	3	13:13:04	0	10	8	17	6079
3_	21	3	13:13:04	1	11	11	18	6969
3_	25	2	13:50:32	1	15	15	1	3013
3_	25	2	13:50:32	0	17	5	2	11352
3_	25	2	13:50:32	0	13	7	3	5157
3_	25	2	13:50:32	0	18	2	4	2953
3_	25	2	13:50:32	1	14	14	5	9111
3_	25	2	13:50:32	0	7	8	6	4028
3_	25	2	13:50:32	0	10	14	7	3123
3_	25	2	13:50:32	0	3	10	8	5962
3_	25	2	13:50:32	0	8	17	9	6748
3_	25	2	13:50:32	0	12	13	10	3946
3_	25	2	13:50:32	0	9	1	11	4382
3_	25	2	13:50:32	0	5	4	12	1835
3_	25	2	13:50:32	0	11	16	13	13972
3_	25	2	13:50:32	0	1	14	14	2720
3_	25	2	13:50:32	0	4	17	15	2874
3_	25	2	13:50:32	0	2	18	16	5089
3_	25	2	13:50:32	1	16	16	17	2450
3_	25	2	13:50:32	1	6	6	18	1834
3_6-100per_12-66per	6	3	11:27:54	0	18	5	1	3745
3_6-100per_12-66per	6	3	11:27:54	0	16	18	2	2705
3_6-100per_12-66per	6	3	11:27:54	0	6	1	3	4380
3_6-100per_12-66per	6	3	11:27:54	0	3	15	4	1562
3_6-100per_12-66per	6	3	11:27:54	1	10	10	5	6422
3_6-100per_12-66per	6	3	11:27:54	0	2	8	6	4563
3_6-100per_12-66per	6	3	11:27:54	1	17	17	7	2492
3_6-100per_12-66per	6	3	11:27:54	1	14	14	8	2205
3_6-100per_12-66per	6	3	11:27:54	0	12	11	9	4884
3_6-100per_12-66per	6	3	11:27:54	0	13	16	10	3904
3_6-100per_12-66per	6	3	11:27:54	0	8	2	11	13588
3_6-100per_12-66per	6	3	11:27:54	0	15	3	12	6805
3_6-100per_12-66per	6	3	11:27:54	0	7	6	13	4178
3_6-100per_12-66per	6	3	11:27:54	0	5	4	14	2784
3_6-100per_12-66per	6	3	11:27:54	0	1	18	15	4587
3_6-100per_12-66per	6	3	11:27:54	0	9	15	16	6789
3_6-100per_12-66per	6	3	11:27:54	0	4	9	17	12375
3_6-100per_12-66per	6	3	11:27:54	0	11	5	18	6308
3_6-100per_12-66per	1	4	10:57:23	0	6	10	1	2053
3_6-100per_12-66per	1	4	10:57:23	0	15	4	2	605
3_6-100per_12-66per	1	4	10:57:23	0	5	10	3	319
3_6-100per_12-66per	1	4	10:57:23	0	12	17	4	484
3_6-100per_12-66per	1	4	10:57:23	0	3	5	5	329
3_6-100per_12-66per	1	4	10:57:23	0	17	10	6	331
3_6-100per_12-66per	1	4	10:57:23	0	7	9	7	251
3_6-100per_12-66per	1	4	10:57:23	0	10	13	8	307
3_6-100per_12-66per	1	4	10:57:23	1	14	14	9	127
3_6-100per_12-66per	1	4	10:57:23	1	11	11	10	1367
3_6-100per_12-66per	1	4	10:57:23	0	9	15	11	847
3_6-100per_12-66per	1	4	10:57:23	1	2	2	12	363
3_6-100per_12-66per	1	4	10:57:23	0	16	14	13	980
3_6-100per_12-66per	1	4	10:57:23	0	4	12	14	858
3_6-100per_12-66per	1	4	10:57:23	1	13	13	15	257
3_6-100per_12-66per	1	4	10:57:23	0	18	2	16	370
3_6-100per_12-66per	1	4	10:57:23	0	1	13	17	345
3_6-100per_12-66per	1	4	10:57:23	0	8	6	18	275
3_6-100per_12-66per	10	1	11:24:11	0	9	10	1	3300
3_6-100per_12-66per	10	1	11:24:11	1	15	15	2	1840
3_6-100per_12-66per	10	1	11:24:11	1	2	2	3	2574
3_6-100per_12-66per	10	1	11:24:11	0	18	16	4	7419
3_6-100per_12-66per	10	1	11:24:11	0	7	1	5	5147
3_6-100per_12-66per	10	1	11:24:11	0	12	5	6	3228
3_6-100per_12-66per	10	1	11:24:11	0	14	4	7	6124
3_6-100per_12-66per	10	1	11:24:11	1	3	3	8	2772
3_6-100per_12-66per	10	1	11:24:11	1	17	17	9	1952
3_6-100per_12-66per	10	1	11:24:11	0	4	7	10	10764
3_6-100per_12-66per	10	1	11:24:11	1	16	16	11	3048
3_6-100per_12-66per	10	1	11:24:11	0	1	9	12	6112
3_6-100per_12-66per	10	1	11:24:11	0	10	12	13	4397
3_6-100per_12-66per	10	1	11:24:11	0	13	7	14	9229
3_6-100per_12-66per	10	1	11:24:11	1	8	8	15	4152
3_6-100per_12-66per	10	1	11:24:11	0	6	5	16	8186
3_6-100per_12-66per	10	1	11:24:11	1	11	11	17	2506
3_6-100per_12-66per	10	1	11:24:11	0	5	13	18	12451
4_	15	1	12:05:33	1	8	8	1	2929
4_	15	1	12:05:33	0	12	7	2	4679
4_	15	1	12:05:33	1	16	16	3	2273
4_	15	1	12:05:33	0	10	1	4	2121
4_	15	1	12:05:33	0	4	10	5	8546
4_	15	1	12:05:33	1	18	18	6	3379
4_	15	1	12:05:33	0	5	15	7	2874
4_	15	1	12:05:33	0	1	3	8	8592
4_	15	1	12:05:33	0	7	16	9	9089
4_	15	1	12:05:33	1	17	17	10	1386
4_	15	1	12:05:33	0	9	16	11	2444
4_	15	1	12:05:33	0	15	6	12	6950
4_	15	1	12:05:33	0	14	5	13	5881
4_	15	1	12:05:33	0	13	9	14	3758
4_	15	1	12:05:33	0	3	13	15	5353
4_	15	1	12:05:33	1	2	2	16	6624
4_	15	1	12:05:33	0	6	14	17	3065
4_	15	1	12:05:33	1	11	11	18	2390
4_	21	4	13:21:54	0	7	8	1	2814
4_	21	4	13:21:54	0	16	18	2	2358
4_	21	4	13:21:54	0	8	16	3	2220
4_	21	4	13:21:54	0	1	17	4	1860
4_	21	4	13:21:54	0	5	6	5	2647
4_	21	4	13:21:54	0	9	14	6	1677
4_	21	4	13:21:54	0	6	3	7	2978
4_	21	4	13:21:54	0	10	7	8	2824
4_	21	4	13:21:54	0	17	11	9	4591
4_	21	4	13:21:54	0	11	15	10	5033
4_	21	4	13:21:54	1	13	13	11	1837
4_	21	4	13:21:54	0	2	10	12	4191
4_	21	4	13:21:54	0	3	2	13	3337
4_	21	4	13:21:54	0	14	1	14	3075
4_	21	4	13:21:54	0	18	12	15	8638
4_	21	4	13:21:54	0	15	14	16	4485
4_	21	4	13:21:54	0	4	5	17	3777
4_	21	4	13:21:54	0	12	7	18	3070
4_	25	1	13:32:23	1	4	4	1	2960
4_	25	1	13:32:23	0	16	11	2	5458
4_	25	1	13:32:23	0	7	1	3	12163
4_	25	1	13:32:23	1	18	18	4	6670
4_	25	1	13:32:23	1	9	9	5	5349
4_	25	1	13:32:23	1	8	8	6	1868
4_	25	1	13:32:23	0	6	16	7	5723
4_	25	1	13:32:23	1	13	13	8	2231
4_	25	1	13:32:23	0	15	6	9	8219
4_	25	1	13:32:23	0	3	16	10	4962
4_	25	1	13:32:23	0	1	16	11	1923
4_	25	1	13:32:23	1	17	17	12	1539
4_	25	1	13:32:23	1	5	5	13	4689
4_	25	1	13:32:23	1	14	14	14	5012
4_	25	1	13:32:23	1	2	2	15	2165
4_	25	1	13:32:23	1	10	10	16	2653
4_	25	1	13:32:23	0	12	15	17	7307
4_	25	1	13:32:23	1	11	11	18	4182
3_6-100per_12-66per	6	4	11:37:09	1	1	1	1	2890
3_6-100per_12-66per	6	4	11:37:09	0	3	14	2	2554
3_6-100per_12-66per	6	4	11:37:09	0	10	5	3	2624
3_6-100per_12-66per	6	4	11:37:09	1	5	5	4	2206
3_6-100per_12-66per	6	4	11:37:09	0	6	15	5	3080
3_6-100per_12-66per	6	4	11:37:09	0	13	9	6	2557
3_6-100per_12-66per	6	4	11:37:09	0	15	7	7	2105
3_6-100per_12-66per	6	4	11:37:09	0	18	11	8	2302
3_6-100per_12-66per	6	4	11:37:09	0	8	4	9	2283
3_6-100per_12-66per	6	4	11:37:09	0	9	6	10	1735
3_6-100per_12-66per	6	4	11:37:09	0	11	18	11	1917
3_6-100per_12-66per	6	4	11:37:09	0	4	14	12	6300
3_6-100per_12-66per	6	4	11:37:09	1	17	17	13	3133
3_6-100per_12-66per	6	4	11:37:09	0	14	2	14	4146
3_6-100per_12-66per	6	4	11:37:09	0	16	7	15	3278
3_6-100per_12-66per	6	4	11:37:09	0	12	13	16	4386
3_6-100per_12-66per	6	4	11:37:09	0	7	12	17	1257
3_6-100per_12-66per	6	4	11:37:09	0	2	16	18	5987
1_80per	11	4	11:33:14	0	3	12	1	3079
1_80per	11	4	11:33:14	1	9	9	2	3931
1_80per	11	4	11:33:14	0	12	11	3	3615
1_80per	11	4	11:33:14	0	18	16	4	2938
1_80per	11	4	11:33:14	0	10	12	5	1668
1_80per	11	4	11:33:14	0	2	16	6	3091
1_80per	11	4	11:33:14	0	16	15	7	2756
1_80per	11	4	11:33:14	0	8	17	8	2648
1_80per	11	4	11:33:14	1	1	1	9	2568
1_80per	11	4	11:33:14	0	17	11	10	4593
1_80per	11	4	11:33:14	0	14	5	11	3995
1_80per	11	4	11:33:14	0	6	13	12	1964
1_80per	11	4	11:33:14	0	11	15	13	3720
1_80per	11	4	11:33:14	1	15	15	14	5043
1_80per	11	4	11:33:14	1	7	7	15	2468
1_80per	11	4	11:33:14	0	4	3	16	2370
1_80per	11	4	11:33:14	0	13	10	17	3202
1_80per	11	4	11:33:14	0	5	12	18	2839
1_80per	16	4	12:16:26	0	18	11	1	4769
1_80per	16	4	12:16:26	0	3	5	2	1660
1_80per	16	4	12:16:26	0	11	15	3	2135
1_80per	16	4	12:16:26	0	9	10	4	2212
1_80per	16	4	12:16:26	1	6	6	5	3150
1_80per	16	4	12:16:26	1	10	10	6	4837
1_80per	16	4	12:16:26	0	13	16	7	1464
1_80per	16	4	12:16:26	1	2	2	8	1611
1_80per	16	4	12:16:26	1	14	14	9	2253
1_80per	16	4	12:16:26	0	5	8	10	2967
1_80per	16	4	12:16:26	1	7	7	11	1263
1_80per	16	4	12:16:26	0	8	1	12	1482
1_80per	16	4	12:16:26	0	4	13	13	2079
1_80per	16	4	12:16:26	0	15	12	14	4363
1_80per	16	4	12:16:26	0	16	18	15	1988
1_80per	16	4	12:16:26	0	1	17	16	2215
1_80per	16	4	12:16:26	0	17	1	17	1464
1_80per	16	4	12:16:26	0	12	4	18	4105
1_80per	2	1	10:12:59	0	9	14	1	5330
1_80per	2	1	10:12:59	0	4	18	2	10962
1_80per	2	1	10:12:59	0	10	1	3	3541
1_80per	2	1	10:12:59	0	6	11	4	4671
1_80per	2	1	10:12:59	0	14	12	5	5079
1_80per	2	1	10:12:59	1	16	16	6	7628
1_80per	2	1	10:12:59	0	1	2	7	2806
1_80per	2	1	10:12:59	0	11	13	8	9414
1_80per	2	1	10:12:59	0	8	7	9	2770
1_80per	2	1	10:12:59	0	15	8	10	3673
1_80per	2	1	10:12:59	1	2	2	11	7706
1_80per	2	1	10:12:59	1	12	12	12	1997
1_80per	2	1	10:12:59	0	13	11	13	11110
1_80per	2	1	10:12:59	0	17	7	14	3123
1_80per	2	1	10:12:59	1	7	7	15	1409
1_80per	2	1	10:12:59	0	3	15	16	6274
1_80per	2	1	10:12:59	0	5	16	17	4486
1_80per	2	1	10:12:59	0	18	3	18	3184
1_	20	1	12:29:56	0	16	17	1	4941
1_	20	1	12:29:56	0	2	18	2	4671
1_	20	1	12:29:56	0	4	7	3	3678
1_	20	1	12:29:56	0	10	15	4	2483
1_	20	1	12:29:56	0	17	6	5	3192
1_	20	1	12:29:56	0	13	4	6	4610
1_	20	1	12:29:56	0	5	12	7	2817
1_	20	1	12:29:56	0	1	9	8	2599
1_	20	1	12:29:56	0	15	13	9	3669
1_	20	1	12:29:56	1	7	7	10	3132
1_	20	1	12:29:56	1	8	8	11	4272
1_	20	1	12:29:56	0	3	11	12	2856
1_	20	1	12:29:56	0	6	11	13	4548
1_	20	1	12:29:56	0	11	5	14	3138
1_	20	1	12:29:56	1	14	14	15	3362
1_	20	1	12:29:56	0	9	17	16	5973
1_	20	1	12:29:56	0	18	2	17	1722
1_	20	1	12:29:56	0	12	6	18	1882
1_80per	5	1	10:52:17	0	12	18	1	4660
1_80per	5	1	10:52:17	0	2	12	2	2324
1_80per	5	1	10:52:17	0	18	11	3	3359
1_80per	5	1	10:52:17	0	16	1	4	2766
1_80per	5	1	10:52:17	1	6	6	5	1854
1_80per	5	1	10:52:17	0	15	10	6	2381
1_80per	5	1	10:52:17	1	7	7	7	1546
1_80per	5	1	10:52:17	0	14	17	8	2713
1_80per	5	1	10:52:17	0	8	4	9	1601
1_80per	5	1	10:52:17	1	4	4	10	1245
1_80per	5	1	10:52:17	0	11	5	11	1168
1_80per	5	1	10:52:17	0	17	6	12	2208
1_80per	5	1	10:52:17	1	13	13	13	1378
1_80per	5	1	10:52:17	0	9	11	14	1591
1_80per	5	1	10:52:17	0	1	18	15	1163
1_80per	5	1	10:52:17	0	10	1	16	1087
1_80per	5	1	10:52:17	0	5	6	17	1783
1_80per	5	1	10:52:17	1	3	3	18	2094
2_12-100per_6-50per	11	3	11:26:14	1	11	11	1	2198
2_12-100per_6-50per	11	3	11:26:14	0	10	4	2	2038
2_12-100per_6-50per	11	3	11:26:14	0	6	10	3	1715
2_12-100per_6-50per	11	3	11:26:14	1	4	4	4	1889
2_12-100per_6-50per	11	3	11:26:14	1	9	9	5	3571
2_12-100per_6-50per	11	3	11:26:14	1	3	3	6	1873
2_12-100per_6-50per	11	3	11:26:14	1	12	12	7	1818
2_12-100per_6-50per	11	3	11:26:14	0	17	3	8	2376
2_12-100per_6-50per	11	3	11:26:14	0	1	6	9	2814
2_12-100per_6-50per	11	3	11:26:14	0	16	3	10	2409
2_12-100per_6-50per	11	3	11:26:14	0	14	15	11	2603
2_12-100per_6-50per	11	3	11:26:14	0	13	16	12	2433
2_12-100per_6-50per	11	3	11:26:14	0	2	12	13	1852
2_12-100per_6-50per	11	3	11:26:14	0	8	1	14	4145
2_12-100per_6-50per	11	3	11:26:14	1	5	5	15	1841
2_12-100per_6-50per	11	3	11:26:14	0	7	10	16	1804
2_12-100per_6-50per	11	3	11:26:14	0	18	3	17	2074
2_12-100per_6-50per	11	3	11:26:14	1	15	15	18	1866
2_12-100per_6-50per	16	3	12:09:07	0	14	13	1	4444
2_12-100per_6-50per	16	3	12:09:07	0	2	10	2	4207
2_12-100per_6-50per	16	3	12:09:07	0	16	2	3	2142
2_12-100per_6-50per	16	3	12:09:07	1	4	4	4	3024
2_12-100per_6-50per	16	3	12:09:07	0	6	8	5	3446
2_12-100per_6-50per	16	3	12:09:07	0	8	14	6	4094
2_12-100per_6-50per	16	3	12:09:07	1	15	15	7	1494
2_12-100per_6-50per	16	3	12:09:07	0	1	7	8	3051
2_12-100per_6-50per	16	3	12:09:07	0	10	3	9	1820
2_12-100per_6-50per	16	3	12:09:07	0	5	6	10	4340
2_12-100per_6-50per	16	3	12:09:07	1	9	9	11	1814
2_12-100per_6-50per	16	3	12:09:07	0	13	18	12	1928
2_12-100per_6-50per	16	3	12:09:07	0	7	17	13	1950
2_12-100per_6-50per	16	3	12:09:07	1	12	12	14	1370
2_12-100per_6-50per	16	3	12:09:07	0	17	16	15	5065
2_12-100per_6-50per	16	3	12:09:07	0	11	18	16	1641
2_12-100per_6-50per	16	3	12:09:07	0	18	11	17	1490
2_12-100per_6-50per	16	3	12:09:07	0	3	5	18	2193
2_12-100per_6-50per	2	2	10:27:05	0	8	14	1	4253
2_12-100per_6-50per	2	2	10:27:05	1	11	11	2	1424
2_12-100per_6-50per	2	2	10:27:05	0	12	7	3	7382
2_12-100per_6-50per	2	2	10:27:05	0	1	8	4	5091
2_12-100per_6-50per	2	2	10:27:05	0	3	18	5	2165
2_12-100per_6-50per	2	2	10:27:05	0	16	6	6	3911
2_12-100per_6-50per	2	2	10:27:05	0	10	17	7	2870
2_12-100per_6-50per	2	2	10:27:05	0	4	2	8	3238
2_12-100per_6-50per	2	2	10:27:05	0	9	16	9	6969
2_12-100per_6-50per	2	2	10:27:05	0	18	12	10	2670
2_12-100per_6-50per	2	2	10:27:05	0	17	10	11	1936
2_12-100per_6-50per	2	2	10:27:05	0	7	5	12	2137
2_12-100per_6-50per	2	2	10:27:05	0	13	14	13	1367
2_12-100per_6-50per	2	2	10:27:05	0	15	1	14	1543
2_12-100per_6-50per	2	2	10:27:05	0	5	4	15	3063
2_12-100per_6-50per	2	2	10:27:05	0	14	3	16	2321
2_12-100per_6-50per	2	2	10:27:05	0	6	5	17	3481
2_12-100per_6-50per	2	2	10:27:05	0	2	4	18	3129
2_	20	2	13:23:16	1	12	12	1	1562
2_	20	2	13:23:16	0	13	10	2	2467
2_	20	2	13:23:16	1	18	18	3	4024
2_	20	2	13:23:16	0	11	9	4	4848
2_	20	2	13:23:16	1	3	3	5	4165
2_	20	2	13:23:16	1	2	2	6	3616
2_	20	2	13:23:16	0	4	7	7	2171
2_	20	2	13:23:16	0	17	8	8	1984
2_	20	2	13:23:16	0	15	5	9	2212
2_	20	2	13:23:16	0	7	15	10	3895
2_	20	2	13:23:16	0	9	4	11	6943
2_	20	2	13:23:16	0	14	8	12	3799
2_	20	2	13:23:16	0	6	11	13	3566
2_	20	2	13:23:16	0	8	1	14	1343
2_	20	2	13:23:16	1	16	16	15	2901
2_	20	2	13:23:16	0	10	4	16	1558
2_	20	2	13:23:16	0	5	13	17	3947
2_	20	2	13:23:16	0	1	6	18	2436
2_12-100per_6-50per	5	2	10:59:55	1	3	3	1	2423
2_12-100per_6-50per	5	2	10:59:55	0	9	14	2	1422
2_12-100per_6-50per	5	2	10:59:55	0	1	2	3	1546
2_12-100per_6-50per	5	2	10:59:55	0	10	16	4	1812
2_12-100per_6-50per	5	2	10:59:55	0	8	13	5	1417
2_12-100per_6-50per	5	2	10:59:55	0	4	1	6	1663
2_12-100per_6-50per	5	2	10:59:55	0	12	7	7	1158
2_12-100per_6-50per	5	2	10:59:55	0	6	8	8	1536
2_12-100per_6-50per	5	2	10:59:55	0	14	1	9	1192
2_12-100per_6-50per	5	2	10:59:55	0	7	10	10	1026
2_12-100per_6-50per	5	2	10:59:55	0	18	11	11	1084
2_12-100per_6-50per	5	2	10:59:55	0	15	4	12	2496
2_12-100per_6-50per	5	2	10:59:55	0	13	5	13	778
2_12-100per_6-50per	5	2	10:59:55	0	2	14	14	1582
2_12-100per_6-50per	5	2	10:59:55	1	5	5	15	1235
2_12-100per_6-50per	5	2	10:59:55	0	11	17	16	1911
2_12-100per_6-50per	5	2	10:59:55	0	17	5	17	1468
2_12-100per_6-50per	5	2	10:59:55	0	16	15	18	957
3_6-100per_12-66per	11	2	11:19:05	0	5	7	1	3004
3_6-100per_12-66per	11	2	11:19:05	0	9	10	2	6179
3_6-100per_12-66per	11	2	11:19:05	1	15	15	3	1616
3_6-100per_12-66per	11	2	11:19:05	1	14	14	4	1763
3_6-100per_12-66per	11	2	11:19:05	0	16	11	5	3124
3_6-100per_12-66per	11	2	11:19:05	1	3	3	6	1891
3_6-100per_12-66per	11	2	11:19:05	1	2	2	7	1851
3_6-100per_12-66per	11	2	11:19:05	0	10	1	8	3915
3_6-100per_12-66per	11	2	11:19:05	0	11	16	9	4554
3_6-100per_12-66per	11	2	11:19:05	0	7	8	10	1809
3_6-100per_12-66per	11	2	11:19:05	0	4	1	11	2971
3_6-100per_12-66per	11	2	11:19:05	1	13	13	12	2992
3_6-100per_12-66per	11	2	11:19:05	0	1	9	13	3059
3_6-100per_12-66per	11	2	11:19:05	0	6	17	14	2669
3_6-100per_12-66per	11	2	11:19:05	1	18	18	15	1573
3_6-100per_12-66per	11	2	11:19:05	0	17	11	16	4660
3_6-100per_12-66per	11	2	11:19:05	0	8	1	17	3722
3_6-100per_12-66per	11	2	11:19:05	1	12	12	18	1064
3_6-100per_12-66per	16	2	12:01:25	0	9	6	1	3926
3_6-100per_12-66per	16	2	12:01:25	0	12	8	2	3906
3_6-100per_12-66per	16	2	12:01:25	0	3	10	3	1921
3_6-100per_12-66per	16	2	12:01:25	0	6	18	4	1846
3_6-100per_12-66per	16	2	12:01:25	0	17	18	5	4046
3_6-100per_12-66per	16	2	12:01:25	1	7	7	6	2645
3_6-100per_12-66per	16	2	12:01:25	1	5	5	7	2749
3_6-100per_12-66per	16	2	12:01:25	1	15	15	8	2329
3_6-100per_12-66per	16	2	12:01:25	1	14	14	9	2127
3_6-100per_12-66per	16	2	12:01:25	0	18	13	10	1828
3_6-100per_12-66per	16	2	12:01:25	0	10	18	11	5004
3_6-100per_12-66per	16	2	12:01:25	0	2	17	12	2080
3_6-100per_12-66per	16	2	12:01:25	0	8	4	13	1360
3_6-100per_12-66per	16	2	12:01:25	0	11	3	14	2649
3_6-100per_12-66per	16	2	12:01:25	0	1	3	15	1965
3_6-100per_12-66per	16	2	12:01:25	0	16	11	16	3385
3_6-100per_12-66per	16	2	12:01:25	0	4	14	17	12922
3_6-100per_12-66per	16	2	12:01:25	0	13	18	18	1513
3_	2	3	10:35:43	1	14	14	1	1912
3_	2	3	10:35:43	0	8	9	2	3138
3_	2	3	10:35:43	0	12	2	3	2248
3_	2	3	10:35:43	0	5	1	4	3136
3_	2	3	10:35:43	0	7	12	5	6854
3_	2	3	10:35:43	0	1	7	6	1309
3_	2	3	10:35:43	0	10	1	7	2040
3_	2	3	10:35:43	0	9	17	8	2123
3_	2	3	10:35:43	0	18	4	9	4308
3_	2	3	10:35:43	1	11	11	10	1957
3_	2	3	10:35:43	0	13	8	11	2263
3_	2	3	10:35:43	1	6	6	12	1996
3_	2	3	10:35:43	0	4	18	13	2216
3_	2	3	10:35:43	1	15	15	14	1159
3_	2	3	10:35:43	0	2	10	15	1922
3_	2	3	10:35:43	0	17	5	16	3562
3_	2	3	10:35:43	0	16	6	17	3465
3_	2	3	10:35:43	1	3	3	18	1658
3_	20	3	13:31:11	0	6	13	1	2749
3_	20	3	13:31:11	0	13	11	2	2100
3_	20	3	13:31:11	0	16	2	3	2144
3_	20	3	13:31:11	0	1	3	4	2449
3_	20	3	13:31:11	0	17	12	5	1783
3_	20	3	13:31:11	0	12	10	6	2858
3_	20	3	13:31:11	0	9	7	7	2566
3_	20	3	13:31:11	1	8	8	8	2144
3_	20	3	13:31:11	0	5	4	9	3881
3_	20	3	13:31:11	0	4	16	10	2278
3_	20	3	13:31:11	1	10	10	11	5680
3_	20	3	13:31:11	0	14	12	12	2401
3_	20	3	13:31:11	1	15	15	13	1418
3_	20	3	13:31:11	0	7	9	14	2291
3_	20	3	13:31:11	0	2	1	15	10171
3_	20	3	13:31:11	1	18	18	16	3608
3_	20	3	13:31:11	0	11	18	17	7435
3_	20	3	13:31:11	0	3	18	18	4773
3_6-100per_12-66per	5	3	11:07:05	0	15	17	1	2291
3_6-100per_12-66per	5	3	11:07:05	0	4	9	2	2489
3_6-100per_12-66per	5	3	11:07:05	0	8	17	3	3017
3_6-100per_12-66per	5	3	11:07:05	0	7	10	4	1741
3_6-100per_12-66per	5	3	11:07:05	0	3	18	5	1893
3_6-100per_12-66per	5	3	11:07:05	0	17	3	6	1284
3_6-100per_12-66per	5	3	11:07:05	1	18	18	7	1950
3_6-100per_12-66per	5	3	11:07:05	1	14	14	8	2419
3_6-100per_12-66per	5	3	11:07:05	0	10	7	9	2055
3_6-100per_12-66per	5	3	11:07:05	0	11	13	10	1803
3_6-100per_12-66per	5	3	11:07:05	0	1	5	11	2970
3_6-100per_12-66per	5	3	11:07:05	0	2	10	12	1776
3_6-100per_12-66per	5	3	11:07:05	0	6	15	13	1408
3_6-100per_12-66per	5	3	11:07:05	0	16	13	14	1409
3_6-100per_12-66per	5	3	11:07:05	0	12	16	15	927
3_6-100per_12-66per	5	3	11:07:05	0	9	17	16	1521
3_6-100per_12-66per	5	3	11:07:05	0	13	8	17	1730
3_6-100per_12-66per	5	3	11:07:05	0	5	2	18	1595
3_6-100per_12-66per	11	1	11:11:02	0	14	12	1	4058
3_6-100per_12-66per	11	1	11:11:02	0	5	10	2	5136
3_6-100per_12-66per	11	1	11:11:02	0	11	13	3	3465
3_6-100per_12-66per	11	1	11:11:02	1	12	12	4	2532
3_6-100per_12-66per	11	1	11:11:02	0	6	1	5	3528
3_6-100per_12-66per	11	1	11:11:02	0	4	5	6	1653
3_6-100per_12-66per	11	1	11:11:02	0	16	11	7	1612
3_6-100per_12-66per	11	1	11:11:02	1	15	15	8	1447
3_6-100per_12-66per	11	1	11:11:02	0	9	14	9	6246
3_6-100per_12-66per	11	1	11:11:02	0	2	17	10	3085
3_6-100per_12-66per	11	1	11:11:02	0	3	14	11	3850
3_6-100per_12-66per	11	1	11:11:02	0	13	2	12	1736
3_6-100per_12-66per	11	1	11:11:02	0	10	6	13	2890
3_6-100per_12-66per	11	1	11:11:02	1	18	18	14	3066
3_6-100per_12-66per	11	1	11:11:02	0	7	8	15	6100
3_6-100per_12-66per	11	1	11:11:02	0	1	18	16	4030
3_6-100per_12-66per	11	1	11:11:02	0	8	7	17	1432
3_6-100per_12-66per	11	1	11:11:02	0	17	1	18	2548
3_6-100per_12-66per	16	1	11:52:39	1	1	1	1	10896
3_6-100per_12-66per	16	1	11:52:39	0	15	16	2	6155
3_6-100per_12-66per	16	1	11:52:39	0	2	13	3	1792
3_6-100per_12-66per	16	1	11:52:39	1	3	3	4	5794
3_6-100per_12-66per	16	1	11:52:39	1	8	8	5	2059
3_6-100per_12-66per	16	1	11:52:39	0	17	11	6	4031
3_6-100per_12-66per	16	1	11:52:39	0	14	9	7	4330
3_6-100per_12-66per	16	1	11:52:39	0	6	2	8	2756
3_6-100per_12-66per	16	1	11:52:39	1	5	5	9	1908
3_6-100per_12-66per	16	1	11:52:39	0	18	17	10	3915
