ExperimentName	Subject	Session	SessionTime	Correct	CorrectAns	Response	TestList.Sample	TestSlide.RT
2_	22	2	12:44:34	0	9	16	15	3798
2_	22	2	12:44:34	0	16	18	16	1917
2_	22	2	12:44:34	0	4	10	17	5974
2_	22	2	12:44:34	0	18	8	18	4890
2_	26	3	13:37:34	0	6	13	1	4760
2_	26	3	13:37:34	0	2	12	2	2923
2_	26	3	13:37:34	1	18	18	3	9355
2_	26	3	13:37:34	0	5	13	4	4641
2_	26	3	13:37:34	1	3	3	5	1728
2_	26	3	13:37:34	1	11	11	6	2869
2_	26	3	13:37:34	0	17	10	7	5758
2_	26	3	13:37:34	1	10	10	8	2081
2_	26	3	13:37:34	1	7	7	9	3877
2_	26	3	13:37:34	1	12	12	10	2890
2_	26	3	13:37:34	0	13	10	11	2093
2_	26	3	13:37:34	1	16	16	12	1171
2_	26	3	13:37:34	1	14	14	13	2305
2_	26	3	13:37:34	0	4	5	14	3862
2_	26	3	13:37:34	0	15	4	15	3956
2_	26	3	13:37:34	0	8	17	16	4782
2_	26	3	13:37:34	1	9	9	17	1171
2_	26	3	13:37:34	0	1	2	18	6434
2_12-100per_6-50per	4	2	10:17:02	0	2	3	1	4556
2_12-100per_6-50per	4	2	10:17:02	0	4	5	2	5562
2_12-100per_6-50per	4	2	10:17:02	0	8	16	3	4323
2_12-100per_6-50per	4	2	10:17:02	0	11	17	4	8168
2_12-100per_6-50per	4	2	10:17:02	0	6	10	5	6753
2_12-100per_6-50per	4	2	10:17:02	1	9	9	6	2366
2_12-100per_6-50per	4	2	10:17:02	1	15	15	7	2001
2_12-100per_6-50per	4	2	10:17:02	0	3	1	8	6205
2_12-100per_6-50per	4	2	10:17:02	1	13	13	9	6091
2_12-100per_6-50per	4	2	10:17:02	0	17	4	10	5212
2_12-100per_6-50per	4	2	10:17:02	0	16	10	11	3999
2_12-100per_6-50per	4	2	10:17:02	1	7	7	12	1669
2_12-100per_6-50per	4	2	10:17:02	0	12	6	13	8646
2_12-100per_6-50per	4	2	10:17:02	1	14	14	14	5324
2_12-100per_6-50per	4	2	10:17:02	0	10	3	15	3241
2_12-100per_6-50per	4	2	10:17:02	0	1	8	16	3353
2_12-100per_6-50per	4	2	10:17:02	0	5	11	17	4743
2_12-100per_6-50per	4	2	10:17:02	0	18	1	18	3168
2_12-100per_6-50per	7	2	10:56:31	0	7	4	1	8242
2_12-100per_6-50per	7	2	10:56:31	0	11	3	2	1915
2_12-100per_6-50per	7	2	10:56:31	0	14	4	3	2349
2_12-100per_6-50per	7	2	10:56:31	0	3	2	4	2561
2_12-100per_6-50per	7	2	10:56:31	0	8	14	5	2571
2_12-100per_6-50per	7	2	10:56:31	0	18	13	6	3440
2_12-100per_6-50per	7	2	10:56:31	0	2	6	7	2639
2_12-100per_6-50per	7	2	10:56:31	0	4	7	8	3577
2_12-100per_6-50per	7	2	10:56:31	0	1	15	9	2879
2_12-100per_6-50per	7	2	10:56:31	0	17	9	10	2513
2_12-100per_6-50per	7	2	10:56:31	0	15	12	11	1306
2_12-100per_6-50per	7	2	10:56:31	0	10	1	12	2462
2_12-100per_6-50per	7	2	10:56:31	0	13	11	13	3475
2_12-100per_6-50per	7	2	10:56:31	0	6	10	14	2379
2_12-100per_6-50per	7	2	10:56:31	0	16	13	15	2433
2_12-100per_6-50per	7	2	10:56:31	0	5	17	16	2882
2_12-100per_6-50per	7	2	10:56:31	0	9	18	17	1577
2_12-100per_6-50per	7	2	10:56:31	0	12	8	18	8910
3_6-100per_12-66per	12	2	11:11:46	0	15	4	1	6384
3_6-100per_12-66per	12	2	11:11:46	1	1	1	2	2804
3_6-100per_12-66per	12	2	11:11:46	1	9	9	3	1850
3_6-100per_12-66per	12	2	11:11:46	0	14	18	4	2544
3_6-100per_12-66per	12	2	11:11:46	0	5	6	5	4681
3_6-100per_12-66per	12	2	11:11:46	0	2	13	6	1805
3_6-100per_12-66per	12	2	11:11:46	0	16	15	7	2072
3_6-100per_12-66per	12	2	11:11:46	0	18	11	8	3400
3_6-100per_12-66per	12	2	11:11:46	1	8	8	9	6350
3_6-100per_12-66per	12	2	11:11:46	0	4	5	10	4684
3_6-100per_12-66per	12	2	11:11:46	0	6	5	11	5064
3_6-100per_12-66per	12	2	11:11:46	0	11	4	12	7635
3_6-100per_12-66per	12	2	11:11:46	1	12	12	13	2639
3_6-100per_12-66per	12	2	11:11:46	0	13	2	14	2065
3_6-100per_12-66per	12	2	11:11:46	1	3	3	15	1498
3_6-100per_12-66per	12	2	11:11:46	1	10	10	16	1633
3_6-100per_12-66per	12	2	11:11:46	0	7	16	17	6027
3_6-100per_12-66per	12	2	11:11:46	1	17	17	18	2762
3_	17	2	12:01:31	0	2	13	1	1866
3_	17	2	12:01:31	0	12	3	2	8306
3_	17	2	12:01:31	0	15	1	3	5133
3_	17	2	12:01:31	1	18	18	4	5994
3_	17	2	12:01:31	1	17	17	5	1816
3_	17	2	12:01:31	1	5	5	6	3915
3_	17	2	12:01:31	0	3	14	7	15739
3_	17	2	12:01:31	1	8	8	8	2332
3_	17	2	12:01:31	0	10	6	9	8272
3_	17	2	12:01:31	0	13	2	10	3184
3_	17	2	12:01:31	0	1	10	11	9540
3_	17	2	12:01:31	0	9	12	12	6195
3_	17	2	12:01:31	0	16	7	13	5193
3_	17	2	12:01:31	0	6	16	14	9611
3_	17	2	12:01:31	0	7	14	15	7197
3_	17	2	12:01:31	1	4	4	16	6733
3_	17	2	12:01:31	0	11	15	17	1734
3_	17	2	12:01:31	0	14	1	18	14286
3_	22	3	12:52:34	1	3	3	1	4929
3_	22	3	12:52:34	1	13	13	2	3759
3_	22	3	12:52:34	1	11	11	3	3209
3_	22	3	12:52:34	0	6	18	4	6283
3_	22	3	12:52:34	0	4	17	5	4176
3_	22	3	12:52:34	1	16	16	6	1541
3_	22	3	12:52:34	0	5	8	7	5375
3_	22	3	12:52:34	0	14	9	8	2636
3_	22	3	12:52:34	0	9	5	9	6760
3_	22	3	12:52:34	1	7	7	10	1177
3_	22	3	12:52:34	0	10	12	11	4742
3_	22	3	12:52:34	0	18	1	12	5023
3_	22	3	12:52:34	1	15	15	13	1495
3_	22	3	12:52:34	0	12	14	14	1788
3_	22	3	12:52:34	0	17	10	15	1876
3_	22	3	12:52:34	1	2	2	16	7466
3_	22	3	12:52:34	0	8	13	17	3081
3_	22	3	12:52:34	0	1	9	18	1949
3_	26	2	13:28:54	0	11	6	1	5272
3_	26	2	13:28:54	1	14	14	2	1834
3_	26	2	13:28:54	1	4	4	3	2763
3_	26	2	13:28:54	0	16	18	4	4919
3_	26	2	13:28:54	1	15	15	5	2086
3_	26	2	13:28:54	0	2	12	6	6299
3_	26	2	13:28:54	0	6	5	7	5114
3_	26	2	13:28:54	0	13	2	8	1983
3_	26	2	13:28:54	1	3	3	9	2714
3_	26	2	13:28:54	0	9	16	10	2424
3_	26	2	13:28:54	0	17	9	11	2832
3_	26	2	13:28:54	1	10	10	12	1564
3_	26	2	13:28:54	0	18	1	13	3839
3_	26	2	13:28:54	1	7	7	14	1354
3_	26	2	13:28:54	0	1	9	15	7711
3_	26	2	13:28:54	0	12	15	16	2155
3_	26	2	13:28:54	0	8	18	17	6600
3_	26	2	13:28:54	0	5	9	18	8079
3_6-100per_12-66per	4	3	10:24:52	0	8	18	1	6735
3_6-100per_12-66per	4	3	10:24:52	0	6	11	2	3796
3_6-100per_12-66per	4	3	10:24:52	0	7	6	3	2322
3_6-100per_12-66per	4	3	10:24:52	1	10	10	4	1402
3_6-100per_12-66per	4	3	10:24:52	0	3	13	5	5410
3_6-100per_12-66per	4	3	10:24:52	1	16	16	6	1581
3_6-100per_12-66per	4	3	10:24:52	0	13	3	7	2195
3_6-100per_12-66per	4	3	10:24:52	0	5	8	8	2145
3_6-100per_12-66per	4	3	10:24:52	1	4	4	9	6091
3_6-100per_12-66per	4	3	10:24:52	0	9	14	10	1643
3_6-100per_12-66per	4	3	10:24:52	0	11	9	11	2505
3_6-100per_12-66per	4	3	10:24:52	0	14	12	12	4054
3_6-100per_12-66per	4	3	10:24:52	0	17	2	13	1029
3_6-100per_12-66per	4	3	10:24:52	1	12	12	14	3455
3_6-100per_12-66per	4	3	10:24:52	0	2	15	15	2708
3_6-100per_12-66per	4	3	10:24:52	0	15	17	16	2729
3_6-100per_12-66per	4	3	10:24:52	0	18	5	17	1525
3_6-100per_12-66per	4	3	10:24:52	0	1	10	18	1523
3_6-100per_12-66per	7	3	11:04:07	0	11	13	1	5571
3_6-100per_12-66per	7	3	11:04:07	0	7	8	2	2680
3_6-100per_12-66per	7	3	11:04:07	0	13	5	3	1173
3_6-100per_12-66per	7	3	11:04:07	0	5	18	4	2283
3_6-100per_12-66per	7	3	11:04:07	0	12	15	5	3925
3_6-100per_12-66per	7	3	11:04:07	0	16	12	6	4307
3_6-100per_12-66per	7	3	11:04:07	0	14	16	7	2807
3_6-100per_12-66per	7	3	11:04:07	0	9	4	8	1779
3_6-100per_12-66per	7	3	11:04:07	0	2	17	9	2073
3_6-100per_12-66per	7	3	11:04:07	0	3	2	10	2224
3_6-100per_12-66per	7	3	11:04:07	0	8	10	11	1294
3_6-100per_12-66per	7	3	11:04:07	0	4	9	12	5759
3_6-100per_12-66per	7	3	11:04:07	1	1	1	13	6570
3_6-100per_12-66per	7	3	11:04:07	0	18	6	14	6321
3_6-100per_12-66per	7	3	11:04:07	0	10	7	15	2251
3_6-100per_12-66per	7	3	11:04:07	0	17	10	16	2818
3_6-100per_12-66per	7	3	11:04:07	0	15	11	17	4137
3_6-100per_12-66per	7	3	11:04:07	0	6	13	18	2035
3_6-100per_12-66per	12	1	11:02:37	1	4	4	1	5934
3_6-100per_12-66per	12	1	11:02:37	0	1	2	2	9836
3_6-100per_12-66per	12	1	11:02:37	1	8	8	3	1828
3_6-100per_12-66per	12	1	11:02:37	0	2	13	4	3652
3_6-100per_12-66per	12	1	11:02:37	1	11	11	5	1960
3_6-100per_12-66per	12	1	11:02:37	1	9	9	6	10569
3_6-100per_12-66per	12	1	11:02:37	0	3	14	7	6834
3_6-100per_12-66per	12	1	11:02:37	0	6	2	8	3917
3_6-100per_12-66per	12	1	11:02:37	0	12	17	9	3919
3_6-100per_12-66per	12	1	11:02:37	1	7	7	10	9103
3_6-100per_12-66per	12	1	11:02:37	1	10	10	11	2523
3_6-100per_12-66per	12	1	11:02:37	1	15	15	12	7027
3_6-100per_12-66per	12	1	11:02:37	0	14	5	13	11010
3_6-100per_12-66per	12	1	11:02:37	0	13	10	14	5884
3_6-100per_12-66per	12	1	11:02:37	1	16	16	15	1785
3_6-100per_12-66per	12	1	11:02:37	0	17	14	16	7707
3_6-100per_12-66per	12	1	11:02:37	0	5	14	17	2575
3_6-100per_12-66per	12	1	11:02:37	1	18	18	18	1717
4_	17	1	11:45:08	1	9	9	1	4412
4_	17	1	11:45:08	0	10	3	2	7398
4_	17	1	11:45:08	0	3	18	3	7436
4_	17	1	11:45:08	1	11	11	4	1734
4_	17	1	11:45:08	0	6	13	5	2836
4_	17	1	11:45:08	1	15	15	6	1847
4_	17	1	11:45:08	1	12	12	7	3166
4_	17	1	11:45:08	0	13	16	8	6537
4_	17	1	11:45:08	0	14	4	9	11114
4_	17	1	11:45:08	0	5	14	10	1522
4_	17	1	11:45:08	0	16	4	11	6060
4_	17	1	11:45:08	1	7	7	12	2414
4_	17	1	11:45:08	1	8	8	13	3648
4_	17	1	11:45:08	0	4	10	14	7903
4_	17	1	11:45:08	1	2	2	15	3694
4_	17	1	11:45:08	1	1	1	16	5196
4_	17	1	11:45:08	0	18	17	17	5958
4_	17	1	11:45:08	0	17	6	18	6047
4_	22	4	13:00:15	1	14	14	1	2549
4_	22	4	13:00:15	0	7	17	2	4829
4_	22	4	13:00:15	1	8	8	3	2852
4_	22	4	13:00:15	1	15	15	4	1530
4_	22	4	13:00:15	0	10	9	5	5368
4_	22	4	13:00:15	1	4	4	6	3225
4_	22	4	13:00:15	0	2	10	7	4888
4_	22	4	13:00:15	1	13	13	8	1607
4_	22	4	13:00:15	1	16	16	9	2574
4_	22	4	13:00:15	1	6	6	10	1846
4_	22	4	13:00:15	1	12	12	11	1608
4_	22	4	13:00:15	0	17	10	12	10809
4_	22	4	13:00:15	0	5	3	13	3993
4_	22	4	13:00:15	0	1	18	14	7464
4_	22	4	13:00:15	0	18	1	15	3466
4_	22	4	13:00:15	0	3	5	16	6282
4_	22	4	13:00:15	1	9	9	17	1926
4_	22	4	13:00:15	1	11	11	18	1570
4_	26	1	13:09:27	0	1	9	1	6938
4_	26	1	13:09:27	1	15	15	2	1538
4_	26	1	13:09:27	0	18	4	3	8709
4_	26	1	13:09:27	1	14	14	4	2208
4_	26	1	13:09:27	0	11	17	5	9195
4_	26	1	13:09:27	0	4	5	6	2689
4_	26	1	13:09:27	0	3	10	7	7977
4_	26	1	13:09:27	0	12	16	8	3566
4_	26	1	13:09:27	0	13	6	9	3865
4_	26	1	13:09:27	0	6	7	10	4237
4_	26	1	13:09:27	0	16	6	11	15526
4_	26	1	13:09:27	0	8	16	12	1827
4_	26	1	13:09:27	0	9	13	13	3210
4_	26	1	13:09:27	0	10	1	14	1580
4_	26	1	13:09:27	1	2	2	15	7547
4_	26	1	13:09:27	0	7	12	16	6968
4_	26	1	13:09:27	0	5	7	17	2994
4_	26	1	13:09:27	0	17	8	18	8195
3_6-100per_12-66per	4	4	10:32:56	0	4	8	1	3390
3_6-100per_12-66per	4	4	10:32:56	0	10	2	2	4362
3_6-100per_12-66per	4	4	10:32:56	0	6	18	3	2209
3_6-100per_12-66per	4	4	10:32:56	0	8	16	4	5020
3_6-100per_12-66per	4	4	10:32:56	1	1	1	5	2588
3_6-100per_12-66per	4	4	10:32:56	1	9	9	6	2013
3_6-100per_12-66per	4	4	10:32:56	0	3	10	7	1600
3_6-100per_12-66per	4	4	10:32:56	0	18	4	8	2879
3_6-100per_12-66per	4	4	10:32:56	0	5	17	9	4036
3_6-100per_12-66per	4	4	10:32:56	0	14	8	10	4423
3_6-100per_12-66per	4	4	10:32:56	0	7	12	11	2884
3_6-100per_12-66per	4	4	10:32:56	1	13	13	12	7194
3_6-100per_12-66per	4	4	10:32:56	0	2	11	13	2176
3_6-100per_12-66per	4	4	10:32:56	0	15	6	14	4166
3_6-100per_12-66per	4	4	10:32:56	0	17	14	15	2872
3_6-100per_12-66per	4	4	10:32:56	0	12	7	16	2526
3_6-100per_12-66per	4	4	10:32:56	0	16	10	17	1290
3_6-100per_12-66per	4	4	10:32:56	0	11	5	18	3964
3_6-100per_12-66per	7	4	11:11:47	0	17	7	1	3530
3_6-100per_12-66per	7	4	11:11:47	0	5	12	2	6495
3_6-100per_12-66per	7	4	11:11:47	0	4	16	3	2126
3_6-100per_12-66per	7	4	11:11:47	0	18	6	4	3357
3_6-100per_12-66per	7	4	11:11:47	0	3	17	5	1611
3_6-100per_12-66per	7	4	11:11:47	0	10	1	6	1981
3_6-100per_12-66per	7	4	11:11:47	0	8	11	7	2507
3_6-100per_12-66per	7	4	11:11:47	0	2	6	8	3462
3_6-100per_12-66per	7	4	11:11:47	0	12	5	9	1277
3_6-100per_12-66per	7	4	11:11:47	0	9	8	10	1399
3_6-100per_12-66per	7	4	11:11:47	0	14	3	11	2468
3_6-100per_12-66per	7	4	11:11:47	1	15	15	12	1413
3_6-100per_12-66per	7	4	11:11:47	0	7	9	13	4968
3_6-100per_12-66per	7	4	11:11:47	0	13	3	14	1673
3_6-100per_12-66per	7	4	11:11:47	0	6	4	15	2512
3_6-100per_12-66per	7	4	11:11:47	0	1	10	16	4025
3_6-100per_12-66per	7	4	11:11:47	1	11	11	17	7055
3_6-100per_12-66per	7	4	11:11:47	0	16	14	18	4195
1_80per	1	1	10:25:43	0	9	14	1	2770
1_80per	1	1	10:25:43	0	1	10	2	10966
1_80per	1	1	10:25:43	0	14	7	3	6729
1_80per	1	1	10:25:43	0	6	15	4	8102
1_80per	1	1	10:25:43	0	4	1	5	2582
1_80per	1	1	10:25:43	0	11	13	6	1532
1_80per	1	1	10:25:43	0	3	1	7	3657
1_80per	1	1	10:25:43	0	2	11	8	4325
1_80per	1	1	10:25:43	0	13	2	9	4499
1_80per	1	1	10:25:43	0	18	14	10	7713
1_80per	1	1	10:25:43	0	8	11	11	1181
1_80per	1	1	10:25:43	1	17	17	12	953
1_80per	1	1	10:25:43	0	5	6	13	939
1_80per	1	1	10:25:43	0	7	18	14	1702
1_80per	1	1	10:25:43	0	10	1	15	2878
1_80per	1	1	10:25:43	1	12	12	16	1050
1_80per	1	1	10:25:43	0	15	9	17	1134
1_80per	1	1	10:25:43	0	16	15	18	846
1_	10	4	11:50:16	1	9	9	1	8786
1_	10	4	11:50:16	1	11	11	2	4035
1_	10	4	11:50:16	1	8	8	3	2583
1_	10	4	11:50:16	1	10	10	4	2273
1_	10	4	11:50:16	1	13	13	5	5702
1_	10	4	11:50:16	1	14	14	6	2075
1_	10	4	11:50:16	1	16	16	7	2141
1_	10	4	11:50:16	1	4	4	8	2005
1_	10	4	11:50:16	1	17	17	9	2003
1_	10	4	11:50:16	1	2	2	10	2627
1_	10	4	11:50:16	1	18	18	11	1770
1_	10	4	11:50:16	1	5	5	12	4083
1_	10	4	11:50:16	1	15	15	13	4053
1_	10	4	11:50:16	1	12	12	14	1595
1_	10	4	11:50:16	1	3	3	15	1985
1_	10	4	11:50:16	1	7	7	16	1688
1_	10	4	11:50:16	1	1	1	17	1980
1_	10	4	11:50:16	1	6	6	18	4979
1_	15	4	12:32:12	1	12	12	1	4255
1_	15	4	12:32:12	0	9	14	2	6833
1_	15	4	12:32:12	1	7	7	3	1660
1_	15	4	12:32:12	0	13	5	4	4737
1_	15	4	12:32:12	0	10	8	5	4881
1_	15	4	12:32:12	0	6	13	6	2582
1_	15	4	12:32:12	0	8	16	7	6076
1_	15	4	12:32:12	1	1	1	8	1907
1_	15	4	12:32:12	1	17	17	9	4760
1_	15	4	12:32:12	0	5	10	10	5226
1_	15	4	12:32:12	0	3	11	11	4552
1_	15	4	12:32:12	0	16	9	12	5686
1_	15	4	12:32:12	1	4	4	13	1640
1_	15	4	12:32:12	0	15	6	14	2357
1_	15	4	12:32:12	0	11	14	15	11530
1_	15	4	12:32:12	0	14	2	16	8070
1_	15	4	12:32:12	1	18	18	17	1782
1_	15	4	12:32:12	0	2	11	18	3139
1_	21	1	12:44:24	0	6	15	1	9195
1_	21	1	12:44:24	1	7	7	2	1739
1_	21	1	12:44:24	0	9	8	3	3362
1_	21	1	12:44:24	1	17	17	4	1714
1_	21	1	12:44:24	0	18	12	5	3764
1_	21	1	12:44:24	0	15	1	6	7086
1_	21	1	12:44:24	1	2	2	7	3617
1_	21	1	12:44:24	0	11	6	8	9987
1_	21	1	12:44:24	0	12	14	9	4078
1_	21	1	12:44:24	0	13	5	10	6842
1_	21	1	12:44:24	0	10	3	11	6985
1_	21	1	12:44:24	0	5	9	12	3834
1_	21	1	12:44:24	0	14	4	13	10902
1_	21	1	12:44:24	0	4	16	14	7250
1_	21	1	12:44:24	0	3	10	15	4072
1_	21	1	12:44:24	0	16	12	16	6705
1_	21	1	12:44:24	0	8	13	17	6325
1_	21	1	12:44:24	0	1	12	18	3201
1_	25	4	14:07:39	0	15	13	1	6250
1_	25	4	14:07:39	0	4	7	2	8204
1_	25	4	14:07:39	1	7	7	3	1764
1_	25	4	14:07:39	0	2	11	4	5260
1_	25	4	14:07:39	1	1	1	5	1946
1_	25	4	14:07:39	0	11	8	6	4099
1_	25	4	14:07:39	0	14	9	7	10491
1_	25	4	14:07:39	1	17	17	8	2506
1_	25	4	14:07:39	0	10	18	9	4839
1_	25	4	14:07:39	0	16	14	10	4963
1_	25	4	14:07:39	0	9	5	11	4788
1_	25	4	14:07:39	0	13	16	12	3358
1_	25	4	14:07:39	1	3	3	13	6891
1_	25	4	14:07:39	1	5	5	14	4779
1_	25	4	14:07:39	0	6	13	15	3345
1_	25	4	14:07:39	0	8	4	16	1541
1_	25	4	14:07:39	0	18	10	17	4790
1_	25	4	14:07:39	0	12	2	18	3325
1_	6	1	11:09:45	0	18	10	1	18032
1_	6	1	11:09:45	0	8	16	2	7433
1_	6	1	11:09:45	0	17	8	3	17819
1_	6	1	11:09:45	0	11	17	4	3146
1_	6	1	11:09:45	0	6	9	5	3084
1_	6	1	11:09:45	0	16	13	6	3662
1_	6	1	11:09:45	0	2	16	7	5051
1_	6	1	11:09:45	1	12	12	8	1994
1_	6	1	11:09:45	1	1	1	9	5352
1_	6	1	11:09:45	0	10	4	10	4575
1_	6	1	11:09:45	0	9	18	11	3237
1_	6	1	11:09:45	1	13	13	12	5567
1_	6	1	11:09:45	0	15	2	13	4337
1_	6	1	11:09:45	0	4	1	14	3736
1_	6	1	11:09:45	1	3	3	15	2859
1_	6	1	11:09:45	0	14	16	16	4646
1_	6	1	11:09:45	0	5	8	17	2901
1_	6	1	11:09:45	1	7	7	18	1748
2_12-100per_6-50per	1	2	10:41:14	0	1	14	1	1133
2_12-100per_6-50per	1	2	10:41:14	0	7	11	2	645
2_12-100per_6-50per	1	2	10:41:14	0	9	16	3	825
2_12-100per_6-50per	1	2	10:41:14	0	16	9	4	582
2_12-100per_6-50per	1	2	10:41:14	0	5	4	5	364
2_12-100per_6-50per	1	2	10:41:14	0	2	15	6	440
2_12-100per_6-50per	1	2	10:41:14	0	6	14	7	702
2_12-100per_6-50per	1	2	10:41:14	0	18	16	8	313
2_12-100per_6-50per	1	2	10:41:14	0	8	13	9	650
2_12-100per_6-50per	1	2	10:41:14	0	14	6	10	357
2_12-100per_6-50per	1	2	10:41:14	0	15	5	11	703
2_12-100per_6-50per	1	2	10:41:14	0	4	11	12	469
2_12-100per_6-50per	1	2	10:41:14	0	13	3	13	512
2_12-100per_6-50per	1	2	10:41:14	0	10	4	14	390
2_12-100per_6-50per	1	2	10:41:14	0	3	12	15	294
2_12-100per_6-50per	1	2	10:41:14	0	12	18	16	1591
2_12-100per_6-50per	1	2	10:41:14	1	17	17	17	733
2_12-100per_6-50per	1	2	10:41:14	0	11	13	18	445
2_	10	3	11:42:36	1	1	1	1	1527
2_	10	3	11:42:36	1	11	11	2	2357
2_	10	3	11:42:36	1	15	15	3	1469
2_	10	3	11:42:36	1	17	17	4	1206
2_	10	3	11:42:36	1	16	16	5	9743
2_	10	3	11:42:36	1	9	9	6	1807
2_	10	3	11:42:36	0	12	2	7	1850
2_	10	3	11:42:36	1	18	18	8	1765
2_	10	3	11:42:36	1	2	2	9	1688
2_	10	3	11:42:36	1	6	6	10	3357
2_	10	3	11:42:36	1	4	4	11	2882
2_	10	3	11:42:36	1	8	8	12	6989
2_	10	3	11:42:36	1	14	14	13	3247
2_	10	3	11:42:36	1	3	3	14	2094
2_	10	3	11:42:36	1	5	5	15	1896
2_	10	3	11:42:36	1	10	10	16	2176
2_	10	3	11:42:36	1	7	7	17	1981
2_	10	3	11:42:36	1	13	13	18	1988
2_	15	3	12:23:30	1	3	3	1	5340
2_	15	3	12:23:30	1	13	13	2	3349
2_	15	3	12:23:30	1	6	6	3	5683
2_	15	3	12:23:30	0	8	9	4	1911
2_	15	3	12:23:30	0	10	16	5	10019
2_	15	3	12:23:30	1	7	7	6	1482
2_	15	3	12:23:30	1	15	15	7	1221
2_	15	3	12:23:30	0	14	10	8	6752
2_	15	3	12:23:30	0	12	2	9	4653
2_	15	3	12:23:30	0	17	14	10	10217
2_	15	3	12:23:30	1	4	4	11	6908
2_	15	3	12:23:30	1	9	9	12	2567
2_	15	3	12:23:30	0	2	14	13	6481
2_	15	3	12:23:30	1	16	16	14	3332
2_	15	3	12:23:30	1	11	11	15	1168
2_	15	3	12:23:30	0	1	16	16	15331
2_	15	3	12:23:30	0	5	1	17	8062
2_	15	3	12:23:30	1	18	18	18	10803
2_	21	2	13:04:15	0	14	6	1	7008
2_	21	2	13:04:15	1	12	12	2	1493
2_	21	2	13:04:15	0	18	9	3	1068
2_	21	2	13:04:15	1	13	13	4	5119
2_	21	2	13:04:15	0	8	14	5	4632
2_	21	2	13:04:15	0	16	17	6	3517
2_	21	2	13:04:15	1	4	4	7	5540
2_	21	2	13:04:15	0	7	8	8	7334
2_	21	2	13:04:15	1	10	10	9	3625
2_	21	2	13:04:15	1	2	2	10	2128
2_	21	2	13:04:15	1	5	5	11	6718
2_	21	2	13:04:15	0	17	15	12	16886
2_	21	2	13:04:15	0	3	1	13	2506
2_	21	2	13:04:15	0	15	3	14	3829
2_	21	2	13:04:15	1	11	11	15	2875
2_	21	2	13:04:15	0	1	7	16	7672
2_	21	2	13:04:15	0	6	18	17	5473
2_	21	2	13:04:15	1	9	9	18	15024
2_	25	3	13:59:21	0	16	2	1	7210
2_	25	3	13:59:21	1	14	14	2	3579
2_	25	3	13:59:21	1	17	17	3	10163
2_	25	3	13:59:21	1	6	6	4	7003
2_	25	3	13:59:21	1	3	3	5	2273
2_	25	3	13:59:21	1	18	18	6	1425
2_	25	3	13:59:21	0	8	4	7	2247
2_	25	3	13:59:21	1	1	1	8	2743
2_	25	3	13:59:21	1	9	9	9	1730
2_	25	3	13:59:21	1	15	15	10	2518
2_	25	3	13:59:21	1	5	5	11	1846
2_	25	3	13:59:21	1	11	11	12	1889
2_	25	3	13:59:21	0	10	17	13	3422
2_	25	3	13:59:21	0	4	10	14	3734
2_	25	3	13:59:21	1	13	13	15	1722
2_	25	3	13:59:21	0	2	10	16	4682
2_	25	3	13:59:21	1	12	12	17	2256
2_	25	3	13:59:21	1	7	7	18	8970
2_	6	2	11:18:47	0	11	16	1	11394
2_	6	2	11:18:47	0	13	1	2	6428
2_	6	2	11:18:47	1	6	6	3	6482
2_	6	2	11:18:47	0	2	7	4	6298
2_	6	2	11:18:47	1	10	10	5	3314
2_	6	2	11:18:47	0	17	8	6	8432
2_	6	2	11:18:47	0	8	3	7	8137
2_	6	2	11:18:47	0	15	18	8	7883
2_	6	2	11:18:47	0	3	18	9	9062
2_	6	2	11:18:47	0	18	17	10	7585
2_	6	2	11:18:47	0	9	2	11	1948
2_	6	2	11:18:47	0	7	15	12	5479
2_	6	2	11:18:47	1	4	4	13	2875
2_	6	2	11:18:47	0	5	9	14	5156
2_	6	2	11:18:47	0	16	5	15	5473
2_	6	2	11:18:47	1	12	12	16	9185
2_	6	2	11:18:47	0	1	16	17	6371
2_	6	2	11:18:47	0	14	1	18	5716
3_	1	3	10:48:57	0	4	18	1	1149
3_	1	3	10:48:57	0	18	5	2	574
3_	1	3	10:48:57	0	9	7	3	318
3_	1	3	10:48:57	0	14	17	4	276
3_	1	3	10:48:57	0	5	15	5	299
3_	1	3	10:48:57	0	15	11	6	1263
3_	1	3	10:48:57	0	16	9	7	595
3_	1	3	10:48:57	1	3	3	8	262
3_	1	3	10:48:57	0	10	5	9	523
3_	1	3	10:48:57	0	8	17	10	655
3_	1	3	10:48:57	0	7	12	11	599
3_	1	3	10:48:57	0	1	11	12	462
3_	1	3	10:48:57	0	11	6	13	703
3_	1	3	10:48:57	0	12	17	14	292
3_	1	3	10:48:57	0	2	18	15	306
3_	1	3	10:48:57	0	13	2	16	337
3_	1	3	10:48:57	0	6	15	17	280
3_	1	3	10:48:57	0	17	2	18	317
3_6-100per_12-66per	10	2	11:34:36	1	9	9	1	2091
3_6-100per_12-66per	10	2	11:34:36	1	2	2	2	2548
3_6-100per_12-66per	10	2	11:34:36	0	5	8	3	6784
3_6-100per_12-66per	10	2	11:34:36	0	6	17	4	5388
3_6-100per_12-66per	10	2	11:34:36	1	3	3	5	1654
3_6-100per_12-66per	10	2	11:34:36	1	16	16	6	4064
3_6-100per_12-66per	10	2	11:34:36	1	10	10	7	1301
3_6-100per_12-66per	10	2	11:34:36	1	14	14	8	1946
3_6-100per_12-66per	10	2	11:34:36	1	11	11	9	7441
