ExperimentName	Subject	Session	SessionTime	CorrectAns	TestList.Sample	testWait.RESP	testWait.RT
1_	2	1	15:42:24	j	8	j	355
1_	2	1	15:42:24	f	9	f	432
1_	2	1	15:42:24	j	10	j	837
1_	2	1	15:42:24	j	11	j	307
1_	2	1	15:42:24	f	12	f	47
1_	2	1	15:42:24	f	13	f	507
1_	2	1	15:42:24	j	14	j	638
1_	2	1	15:42:24	f	15	f	225
1_	2	1	15:42:24	j	16	j	146
1_	2	1	15:42:24	j	17	j	314
1_	2	1	15:42:24	j	18	j	2942
1_	2	1	15:42:24	f	19	f	3964
1_	2	1	15:42:24	f	20	f	189
1_	2	1	15:42:24	j	21	j	547
1_	2	1	15:42:24	f	22	f	115
1_	2	1	15:42:24	j	23	j	372
1_	2	1	15:42:24	j	24	j	322
1_	2	1	15:42:24	j	25	j	274
1_	2	1	15:42:24	j	26	j	3289
1_	2	1	15:42:24	f	27	f	323
1_	2	1	15:42:24	f	28	f	1107
1_	2	1	15:42:24	j	29	j	196
1_	2	1	15:42:24	f	30	f	199
1_	2	1	15:42:24	j	31	j	252
1_	2	1	15:42:24	j	32	j	278
1_	2	1	15:42:24	f	33	f	52
1_	2	1	15:42:24	f	34	f	50
1_	2	1	15:42:24	f	35	f	33
1_	2	1	15:42:24	j	36	j	1899
1_	23	1	14:37:11	j	1	j	1425
1_	23	1	14:37:11	j	2	f	292
1_	23	1	14:37:11	j	3	j	866
1_	23	1	14:37:11	f	4	f	389
1_	23	1	14:37:11	j	5	j	1332
1_	23	1	14:37:11	j	6	j	370
1_	23	1	14:37:11	j	7	j	65
1_	23	1	14:37:11	j	8	f	344
1_	23	1	14:37:11	f	9	f	2431
1_	23	1	14:37:11	j	10	j	2893
1_	23	1	14:37:11	j	11	j	256
1_	23	1	14:37:11	f	12	f	726
1_	23	1	14:37:11	f	13	f	388
1_	23	1	14:37:11	j	14	j	1463
1_	23	1	14:37:11	f	15	f	642
1_	23	1	14:37:11	f	16	f	1295
1_	23	1	14:37:11	j	17	j	1193
1_	23	1	14:37:11	j	18	j	892
1_	23	1	14:37:11	f	19	f	549
1_	23	1	14:37:11	f	20	f	646
1_	23	1	14:37:11	f	21	f	711
1_	23	1	14:37:11	f	22	f	130
1_	23	1	14:37:11	j	23	j	475
1_	23	1	14:37:11	f	24	f	897
1_	23	1	14:37:11	j	25	j	360
1_	23	1	14:37:11	f	26	f	933
1_	23	1	14:37:11	j	27	j	928
1_	23	1	14:37:11	f	28	j	4520
1_	23	1	14:37:11	j	29	j	391
1_	23	1	14:37:11	f	30	f	767
1_	23	1	14:37:11	f	31	f	191
1_	23	1	14:37:11	j	32	j	1177
1_	23	1	14:37:11	f	33	f	141
1_	23	1	14:37:11	j	34	j	62
1_	23	1	14:37:11	f	35	f	752
1_	23	1	14:37:11	f	36	f	710
1_	26	1	15:03:49	f	1	f	794
1_	26	1	15:03:49	j	2	j	5556
1_	26	1	15:03:49	f	3	f	110
1_	26	1	15:03:49	j	4	j	3630
1_	26	1	15:03:49	f	5	f	5749
1_	26	1	15:03:49	f	6	f	1495
1_	26	1	15:03:49	f	7	f	3118
1_	26	1	15:03:49	j	8	j	141
1_	26	1	15:03:49	f	9	f	1446
1_	26	1	15:03:49	f	10	j	2445
1_	26	1	15:03:49	j	11	j	2136
1_	26	1	15:03:49	j	12	j	1648
1_	26	1	15:03:49	f	13	f	3441
1_	26	1	15:03:49	f	14	f	611
1_	26	1	15:03:49	j	15	j	7
1_	26	1	15:03:49	f	16	f	1909
1_	26	1	15:03:49	f	17	f	688
1_	26	1	15:03:49	f	18	f	978
1_	26	1	15:03:49	f	19	f	7
1_	26	1	15:03:49	f	20	f	204
1_	26	1	15:03:49	f	21	f	2001
1_	26	1	15:03:49	j	22	j	3246
1_	26	1	15:03:49	j	23	j	535
1_	26	1	15:03:49	j	24	j	2403
1_	26	1	15:03:49	j	25	j	3791
1_	26	1	15:03:49	j	26	j	1372
1_	26	1	15:03:49	j	27	j	967
1_	26	1	15:03:49	j	28	j	63
1_	26	1	15:03:49	j	29	j	787
1_	26	1	15:03:49	j	30	j	727
1_	26	1	15:03:49	j	31	f	134
1_	26	1	15:03:49	j	32	j	3330
1_	26	1	15:03:49	f	33	f	59
1_	26	1	15:03:49	j	34	f	272
1_	26	1	15:03:49	f	35	f	925
1_	26	1	15:03:49	f	36	f	1221
1_	7	1	16:13:35	j	1	j	362
1_	7	1	16:13:35	f	2	f	1141
1_	7	1	16:13:35	j	3	j	333
1_	7	1	16:13:35	j	4	f	337
1_	7	1	16:13:35	j	5	j	52
1_	7	1	16:13:35	j	6	j	3474
1_	7	1	16:13:35	f	7	f	321
1_	7	1	16:13:35	j	8	j	224
1_	7	1	16:13:35	j	9	j	428
1_	7	1	16:13:35	j	10	j	1219
1_	7	1	16:13:35	f	11	f	4499
1_	7	1	16:13:35	j	12	j	3314
1_	7	1	16:13:35	j	13	f	133
1_	7	1	16:13:35	f	14	f	5232
1_	7	1	16:13:35	f	15	f	3174
1_	7	1	16:13:35	j	16	j	310
1_	7	1	16:13:35	f	17	f	4913
1_	7	1	16:13:35	j	18	j	36
1_	7	1	16:13:35	j	19	j	75
1_	7	1	16:13:35	f	20	f	1
1_	7	1	16:13:35	f	21	f	4176
1_	7	1	16:13:35	f	22	f	4367
1_	7	1	16:13:35	f	23	f	126
1_	7	1	16:13:35	j	24	j	725
1_	7	1	16:13:35	f	25	f	1
1_	7	1	16:13:35	f	26	f	3218
1_	7	1	16:13:35	f	27	f	2161
1_	7	1	16:13:35	j	28	j	135
1_	7	1	16:13:35	f	29	f	113
1_	7	1	16:13:35	f	30	f	2228
1_	7	1	16:13:35	f	31	f	5089
1_	7	1	16:13:35	f	32	f	563
1_	7	1	16:13:35	j	33	j	263
1_	7	1	16:13:35	j	34	f	68
1_	7	1	16:13:35	f	35	f	3572
1_	7	1	16:13:35	j	36	j	437
