ExperimentName	Subject	Session	Correct	CorrectAns	Response	TestSlide.RT	SessionTime
1_	35	2	0	10	1	2480	17:06:07
1_	35	2	0	11	8	7109	17:06:07
1_	35	2	0	12	11	3152	17:06:07
1_	35	2	1	13	13	3864	17:06:07
1_	35	2	1	14	14	2954	17:06:07
1_	35	2	1	15	15	1990	17:06:07
1_	35	2	1	16	16	6800	17:06:07
1_	35	2	1	17	17	2726	17:06:07
1_	35	2	1	18	18	9765	17:06:07
1_	6	1	0	1	6	8000	15:33:02
1_	6	1	0	2	3	5173	15:33:02
1_	6	1	0	3	1	6492	15:33:02
1_	6	1	0	4	8	8364	15:33:02
1_	6	1	0	5	2	4451	15:33:02
1_	6	1	0	6	4	2068	15:33:02
1_	6	1	0	7	10	2244	15:33:02
1_	6	1	1	8	8	5946	15:33:02
1_	6	1	0	9	7	6404	15:33:02
1_	6	1	0	10	1	8778	15:33:02
1_	6	1	0	11	9	3337	15:33:02
1_	6	1	0	12	6	2786	15:33:02
1_	6	1	1	13	13	3915	15:33:02
1_	6	1	1	14	14	1997	15:33:02
1_	6	1	1	15	15	2594	15:33:02
1_	6	1	1	16	16	1464	15:33:02
1_	6	1	1	17	17	1492	15:33:02
1_	6	1	1	18	18	3197	15:33:02
1_	8	3	1	1	1	3232	16:12:19
1_	8	3	1	2	2	3264	16:12:19
1_	8	3	0	3	4	2461	16:12:19
1_	8	3	0	4	6	2626	16:12:19
1_	8	3	1	5	5	5584	16:12:19
1_	8	3	0	6	3	9002	16:12:19
1_	8	3	1	7	7	1767	16:12:19
1_	8	3	1	8	8	2730	16:12:19
1_	8	3	1	9	9	3158	16:12:19
1_	8	3	1	10	10	2779	16:12:19
1_	8	3	1	11	11	1058	16:12:19
1_	8	3	1	12	12	3193	16:12:19
1_	8	3	1	13	13	6450	16:12:19
1_	8	3	1	14	14	2463	16:12:19
1_	8	3	1	15	15	1859	16:12:19
1_	8	3	1	16	16	1119	16:12:19
1_	8	3	1	17	17	3009	16:12:19
1_	8	3	1	18	18	6969	16:12:19
2_	2	2	0	1	8	7211	15:21:09
2_	2	2	1	2	2	2013	15:21:09
2_	2	2	0	3	16	2953	15:21:09
2_	2	2	0	4	18	1146	15:21:09
2_	2	2	0	5	1	2703	15:21:09
2_	2	2	0	6	10	5699	15:21:09
2_	2	2	0	7	13	4428	15:21:09
2_	2	2	0	8	14	2051	15:21:09
2_	2	2	1	9	9	2922	15:21:09
2_	2	2	0	10	6	3594	15:21:09
2_	2	2	0	11	13	2740	15:21:09
2_	2	2	0	12	7	10605	15:21:09
2_	2	2	0	13	4	3595	15:21:09
2_	2	2	0	14	12	3562	15:21:09
2_	2	2	0	15	6	6907	15:21:09
2_	2	2	0	16	8	6256	15:21:09
2_	2	2	0	17	5	1995	15:21:09
2_	2	2	1	18	18	1849	15:21:09
2_	20	1	0	1	13	3645	13:45:47
2_	20	1	0	2	3	2945	13:45:47
2_	20	1	0	3	10	2745	13:45:47
2_	20	1	0	4	17	1514	13:45:47
2_	20	1	0	5	2	1308	13:45:47
2_	20	1	0	6	11	1036	13:45:47
2_	20	1	0	7	5	1658	13:45:47
2_	20	1	0	8	9	2191	13:45:47
2_	20	1	1	9	9	2488	13:45:47
2_	20	1	0	10	2	1492	13:45:47
2_	20	1	0	11	8	2236	13:45:47
2_	20	1	0	12	16	3399	13:45:47
2_	20	1	0	13	14	2567	13:45:47
2_	20	1	0	14	16	1992	13:45:47
2_	20	1	0	15	4	1851	13:45:47
2_	20	1	0	16	2	3448	13:45:47
2_	20	1	0	17	4	1248	13:45:47
2_	20	1	0	18	15	1265	13:45:47
2_	24	1	0	1	18	12964	14:18:39
2_	24	1	1	2	2	2067	14:18:39
2_	24	1	1	3	3	5348	14:18:39
2_	24	1	1	4	4	3462	14:18:39
2_	24	1	1	5	5	9716	14:18:39
2_	24	1	0	6	3	11637	14:18:39
2_	24	1	1	7	7	1936	14:18:39
2_	24	1	0	8	10	4312	14:18:39
2_	24	1	1	9	9	1489	14:18:39
2_	24	1	0	10	6	5888	14:18:39
2_	24	1	1	11	11	3997	14:18:39
2_	24	1	0	12	10	6195	14:18:39
2_	24	1	1	13	13	1969	14:18:39
2_	24	1	1	14	14	2034	14:18:39
2_	24	1	1	15	15	2973	14:18:39
2_	24	1	1	16	16	3043	14:18:39
2_	24	1	0	17	16	2587	14:18:39
2_	24	1	1	18	18	9139	14:18:39
2_	24	3	1	1	1	10272	14:35:58
2_	24	3	1	2	2	1935	14:35:58
2_	24	3	1	3	3	1284	14:35:58
2_	24	3	1	4	4	2152	14:35:58
2_	24	3	1	5	5	1214	14:35:58
2_	24	3	1	6	6	2024	14:35:58
2_	24	3	1	7	7	3399	14:35:58
2_	24	3	1	8	8	3069	14:35:58
2_	24	3	1	9	9	1789	14:35:58
2_	24	3	1	10	10	1583	14:35:58
2_	24	3	1	11	11	1841	14:35:58
2_	24	3	1	12	12	4226	14:35:58
2_	24	3	1	13	13	2537	14:35:58
2_	24	3	1	14	14	1529	14:35:58
2_	24	3	1	15	15	1647	14:35:58
2_	24	3	1	16	16	10653	14:35:58
2_	24	3	1	17	17	9694	14:35:58
2_	24	3	1	18	18	2205	14:35:58
2_	28	3	0	1	3	1888	15:02:51
2_	28	3	0	2	1	7004	15:02:51
2_	28	3	0	3	5	2051	15:02:51
2_	28	3	0	4	7	4720	15:02:51
2_	28	3	0	5	15	3384	15:02:51
2_	28	3	1	6	6	3251	15:02:51
2_	28	3	1	7	7	2002	15:02:51
2_	28	3	1	8	8	4218	15:02:51
2_	28	3	1	9	9	1640	15:02:51
2_	28	3	0	10	4	1365	15:02:51
2_	28	3	0	11	17	5957	15:02:51
2_	28	3	0	12	14	1554	15:02:51
2_	28	3	1	13	13	7511	15:02:51
2_	28	3	0	14	10	5580	15:02:51
2_	28	3	0	15	1	6137	15:02:51
2_	28	3	1	16	16	2346	15:02:51
2_	28	3	1	17	17	2979	15:02:51
2_	28	3	0	18	1	2673	15:02:51
2_	34	3	1	1	1	2630	15:49:24
2_	34	3	0	2	4	2299	15:49:24
2_	34	3	1	3	3	5121	15:49:24
2_	34	3	0	4	5	10371	15:49:24
2_	34	3	1	5	5	11780	15:49:24
2_	34	3	0	6	10	13296	15:49:24
2_	34	3	1	7	7	1128	15:49:24
2_	34	3	1	8	8	3381	15:49:24
2_	34	3	1	9	9	1815	15:49:24
2_	34	3	0	10	6	9749	15:49:24
2_	34	3	1	11	11	1578	15:49:24
2_	34	3	1	12	12	1474	15:49:24
2_	34	3	1	13	13	2385	15:49:24
2_	34	3	1	14	14	3297	15:49:24
2_	34	3	1	15	15	1131	15:49:24
2_	34	3	1	16	16	2088	15:49:24
2_	34	3	1	17	17	11837	15:49:24
2_	34	3	1	18	18	5015	15:49:24
2_	35	3	1	1	1	1591	17:14:37
2_	35	3	0	2	3	8130	17:14:37
2_	35	3	0	3	2	3711	17:14:37
2_	35	3	0	4	11	4714	17:14:37
2_	35	3	1	5	5	6412	17:14:37
2_	35	3	0	6	7	11627	17:14:37
2_	35	3	1	7	7	1898	17:14:37
2_	35	3	1	8	8	4906	17:14:37
2_	35	3	1	9	9	1903	17:14:37
2_	35	3	0	10	6	10883	17:14:37
2_	35	3	1	11	11	7087	17:14:37
2_	35	3	0	12	4	10427	17:14:37
2_	35	3	1	13	13	3049	17:14:37
2_	35	3	0	14	5	5386	17:14:37
2_	35	3	1	15	15	2042	17:14:37
2_	35	3	1	16	16	1850	17:14:37
2_	35	3	1	17	17	2675	17:14:37
2_	35	3	1	18	18	14705	17:14:37
2_	8	2	1	1	1	2470	16:04:31
2_	8	2	1	2	2	3661	16:04:31
2_	8	2	1	3	3	1967	16:04:31
2_	8	2	0	4	18	6057	16:04:31
2_	8	2	1	5	5	1692	16:04:31
2_	8	2	1	6	6	4561	16:04:31
2_	8	2	1	7	7	1655	16:04:31
2_	8	2	1	8	8	2571	16:04:31
2_	8	2	1	9	9	1808	16:04:31
2_	8	2	1	10	10	2275	16:04:31
2_	8	2	1	11	11	2947	16:04:31
2_	8	2	1	12	12	7427	16:04:31
2_	8	2	1	13	13	3763	16:04:31
2_	8	2	1	14	14	2604	16:04:31
2_	8	2	1	15	15	2211	16:04:31
2_	8	2	1	16	16	3733	16:04:31
2_	8	2	1	17	17	4042	16:04:31
2_	8	2	1	18	18	2106	16:04:31
3_	2	3	0	1	9	6776	15:30:06
3_	2	3	1	2	2	4654	15:30:06
3_	2	3	0	3	17	1825	15:30:06
3_	2	3	0	4	10	2158	15:30:06
3_	2	3	0	5	6	1397	15:30:06
3_	2	3	0	6	11	5426	15:30:06
3_	2	3	1	7	7	2074	15:30:06
3_	2	3	0	8	18	4162	15:30:06
3_	2	3	0	9	5	1754	15:30:06
3_	2	3	0	10	14	3121	15:30:06
3_	2	3	0	11	12	2722	15:30:06
3_	2	3	0	12	1	2497	15:30:06
3_	2	3	0	13	4	5275	15:30:06
3_	2	3	0	14	3	5265	15:30:06
3_	2	3	1	15	15	784	15:30:06
3_	2	3	0	16	14	4154	15:30:06
3_	2	3	1	17	17	1461	15:30:06
3_	2	3	0	18	13	2247	15:30:06
3_	20	3	1	1	1	1873	14:01:29
3_	20	3	0	2	3	1995	14:01:29
3_	20	3	0	3	6	1663	14:01:29
3_	20	3	1	4	4	1178	14:01:29
3_	20	3	0	5	9	939	14:01:29
3_	20	3	0	6	17	773	14:01:29
3_	20	3	0	7	10	1687	14:01:29
3_	20	3	0	8	14	2176	14:01:29
3_	20	3	0	9	16	1680	14:01:29
3_	20	3	0	10	5	1316	14:01:29
3_	20	3	0	11	4	1733	14:01:29
3_	20	3	0	12	8	2388	14:01:29
3_	20	3	0	13	2	1534	14:01:29
3_	20	3	1	14	14	4695	14:01:29
3_	20	3	0	15	11	3107	14:01:29
3_	20	3	0	16	1	2015	14:01:29
3_	20	3	0	17	18	3872	14:01:29
3_	20	3	0	18	13	3810	14:01:29
3_	28	2	1	1	1	3375	14:54:20
3_	28	2	0	2	8	5248	14:54:20
3_	28	2	0	3	6	4447	14:54:20
3_	28	2	1	4	4	7222	14:54:20
3_	28	2	0	5	2	2742	14:54:20
3_	28	2	0	6	5	3470	14:54:20
3_	28	2	1	7	7	4198	14:54:20
3_	28	2	0	8	3	6964	14:54:20
3_	28	2	0	9	12	5356	14:54:20
3_	28	2	0	10	9	16211	14:54:20
3_	28	2	0	11	10	5676	14:54:20
3_	28	2	0	12	15	9954	14:54:20
3_	28	2	0	13	3	6960	14:54:20
3_	28	2	1	14	14	1993	14:54:20
3_	28	2	1	15	15	1444	14:54:20
3_	28	2	1	16	16	1564	14:54:20
3_	28	2	1	17	17	1221	14:54:20
3_	28	2	0	18	7	4452	14:54:20
3_	34	1	1	1	1	8587	15:12:22
3_	34	1	1	2	2	4052	15:12:22
3_	34	1	1	3	3	6275	15:12:22
3_	34	1	0	4	5	10634	15:12:22
3_	34	1	0	5	4	6557	15:12:22
3_	34	1	0	6	2	10306	15:12:22
3_	34	1	1	7	7	1383	15:12:22
3_	34	1	1	8	8	1569	15:12:22
3_	34	1	1	9	9	2354	15:12:22
3_	34	1	1	10	10	4288	15:12:22
3_	34	1	1	11	11	1052	15:12:22
3_	34	1	1	12	12	2035	15:12:22
3_	34	1	1	13	13	2582	15:12:22
3_	34	1	0	14	16	3392	15:12:22
3_	34	1	1	15	15	6218	15:12:22
3_	34	1	0	16	18	5618	15:12:22
3_	34	1	1	17	17	3452	15:12:22
3_	34	1	0	18	6	9619	15:12:22
3_	35	1	0	1	12	3376	16:56:51
3_	35	1	1	2	2	6078	16:56:51
3_	35	1	0	3	15	9955	16:56:51
3_	35	1	0	4	10	2109	16:56:51
3_	35	1	0	5	4	2019	16:56:51
3_	35	1	0	6	17	1960	16:56:51
3_	35	1	0	7	9	6739	16:56:51
3_	35	1	1	8	8	991	16:56:51
3_	35	1	0	9	12	4216	16:56:51
3_	35	1	0	10	7	1748	16:56:51
3_	35	1	1	11	11	7506	16:56:51
3_	35	1	0	12	17	5702	16:56:51
3_	35	1	0	13	18	2907	16:56:51
3_	35	1	1	14	14	2199	16:56:51
3_	35	1	0	15	1	6948	16:56:51
3_	35	1	0	16	4	2755	16:56:51
3_	35	1	0	17	1	5824	16:56:51
3_	35	1	1	18	18	3791	16:56:51
3_	8	1	1	1	1	7276	15:55:20
3_	8	1	0	2	4	5588	15:55:20
3_	8	1	0	3	2	3422	15:55:20
3_	8	1	0	4	6	3925	15:55:20
3_	8	1	0	5	11	13410	15:55:20
3_	8	1	1	6	6	1716	15:55:20
3_	8	1	0	7	11	3124	15:55:20
3_	8	1	1	8	8	2321	15:55:20
3_	8	1	1	9	9	5107	15:55:20
3_	8	1	1	10	10	3942	15:55:20
3_	8	1	1	11	11	1488	15:55:20
3_	8	1	1	12	12	1548	15:55:20
3_	8	1	1	13	13	2663	15:55:20
3_	8	1	0	14	3	15347	15:55:20
3_	8	1	1	15	15	1038	15:55:20
3_	8	1	1	16	16	1718	15:55:20
3_	8	1	1	17	17	1482	15:55:20
3_	8	1	1	18	18	9150	15:55:20
4_	20	4	0	1	9	2140	14:08:59
4_	20	4	0	2	6	1230	14:08:59
4_	20	4	0	3	13	631	14:08:59
4_	20	4	0	4	14	531	14:08:59
4_	20	4	0	5	7	1369	14:08:59
4_	20	4	0	6	8	740	14:08:59
4_	20	4	0	7	3	612	14:08:59
4_	20	4	0	8	13	567	14:08:59
4_	20	4	0	9	16	628	14:08:59
4_	20	4	0	10	12	509	14:08:59
4_	20	4	0	11	15	642	14:08:59
4_	20	4	0	12	5	1008	14:08:59
4_	20	4	1	13	13	1577	14:08:59
4_	20	4	0	14	2	1296	14:08:59
4_	20	4	0	15	10	1056	14:08:59
4_	20	4	0	16	11	1764	14:08:59
4_	20	4	0	17	18	2831	14:08:59
4_	20	4	1	18	18	2138	14:08:59
1_	1	1	0	1	15	1839	14:48:51
1_	1	1	0	2	4	2011	14:48:51
1_	1	1	0	3	5	1220	14:48:51
1_	1	1	0	4	12	1444	14:48:51
1_	1	1	0	5	15	1092	14:48:51
1_	1	1	0	6	1	1164	14:48:51
1_	1	1	0	7	17	1526	14:48:51
1_	1	1	0	8	1	1355	14:48:51
1_	1	1	0	9	3	1178	14:48:51
1_	1	1	0	10	9	1705	14:48:51
1_	1	1	0	11	9	1450	14:48:51
1_	1	1	0	12	8	906	14:48:51
1_	1	1	0	13	12	1059	14:48:51
1_	1	1	0	14	16	1156	14:48:51
1_	1	1	0	15	3	896	14:48:51
1_	1	1	0	16	5	789	14:48:51
1_	1	1	0	17	10	606	14:48:51
1_	1	1	0	18	11	881	14:48:51
1_	11	3	0	1	6	3207	16:25:09
1_	11	3	0	2	1	6217	16:25:09
1_	11	3	0	3	1	10299	16:25:09
1_	11	3	0	4	2	9377	16:25:09
1_	11	3	0	5	4	4367	16:25:09
1_	11	3	0	6	2	4283	16:25:09
1_	11	3	0	7	12	2599	16:25:09
1_	11	3	1	8	8	2259	16:25:09
1_	11	3	1	9	9	3755	16:25:09
1_	11	3	1	10	10	2356	16:25:09
1_	11	3	1	11	11	1835	16:25:09
1_	11	3	0	12	7	2054	16:25:09
1_	11	3	1	13	13	1282	16:25:09
1_	11	3	1	14	14	3357	16:25:09
1_	11	3	1	15	15	815	16:25:09
1_	11	3	1	16	16	3025	16:25:09
1_	11	3	1	17	17	980	16:25:09
1_	11	3	1	18	18	1623	16:25:09
1_	15	3	1	1	1	2039	16:52:15
1_	15	3	1	2	2	2436	16:52:15
1_	15	3	1	3	3	4783	16:52:15
1_	15	3	1	4	4	4729	16:52:15
1_	15	3	1	5	5	1504	16:52:15
1_	15	3	1	6	6	2692	16:52:15
1_	15	3	1	7	7	2530	16:52:15
1_	15	3	1	8	8	1743	16:52:15
1_	15	3	1	9	9	3090	16:52:15
1_	15	3	1	10	10	16793	16:52:15
1_	15	3	1	11	11	1274	16:52:15
1_	15	3	1	12	12	2249	16:52:15
1_	15	3	1	13	13	2617	16:52:15
1_	15	3	1	14	14	2813	16:52:15
1_	15	3	1	15	15	8151	16:52:15
1_	15	3	1	16	16	3917	16:52:15
1_	15	3	1	17	17	1182	16:52:15
1_	15	3	1	18	18	4330	16:52:15
1_	18	3	0	1	6	2336	13:49:19
1_	18	3	0	2	5	13866	13:49:19
1_	18	3	0	3	5	8713	13:49:19
1_	18	3	1	4	4	8401	13:49:19
1_	18	3	0	5	2	12418	13:49:19
1_	18	3	0	6	1	9891	13:49:19
1_	18	3	0	7	12	1987	13:49:19
1_	18	3	1	8	8	1651	13:49:19
1_	18	3	1	9	9	2619	13:49:19
1_	18	3	1	10	10	7145	13:49:19
1_	18	3	1	11	11	1156	13:49:19
1_	18	3	0	12	7	5505	13:49:19
1_	18	3	1	13	13	6805	13:49:19
1_	18	3	0	14	5	12986	13:49:19
1_	18	3	1	15	15	5973	13:49:19
1_	18	3	0	16	17	12844	13:49:19
1_	18	3	0	17	6	17361	13:49:19
1_	18	3	1	18	18	1609	13:49:19
1_	23	2	0	1	2	4414	14:17:51
1_	23	2	0	2	8	5088	14:17:51
1_	23	2	0	3	1	4723	14:17:51
1_	23	2	0	4	6	5067	14:17:51
1_	23	2	0	5	14	4378	14:17:51
1_	23	2	0	6	5	4351	14:17:51
1_	23	2	0	7	12	7804	14:17:51
1_	23	2	0	8	3	6489	14:17:51
1_	23	2	1	9	9	3786	14:17:51
1_	23	2	1	10	10	3473	14:17:51
1_	23	2	1	11	11	1404	14:17:51
1_	23	2	0	12	4	5451	14:17:51
1_	23	2	1	13	13	1733	14:17:51
1_	23	2	1	14	14	7648	14:17:51
1_	23	2	1	15	15	2117	14:17:51
1_	23	2	1	16	16	2719	14:17:51
1_	23	2	1	17	17	1661	14:17:51
1_	23	2	1	18	18	1626	14:17:51
1_	29	1	0	1	2	8551	14:36:02
1_	29	1	0	2	1	1357	14:36:02
1_	29	1	0	3	7	6275	14:36:02
1_	29	1	0	4	12	7797	14:36:02
1_	29	1	0	5	3	7592	14:36:02
1_	29	1	1	6	6	10113	14:36:02
1_	29	1	0	7	17	2027	14:36:02
1_	29	1	1	8	8	2977	14:36:02
1_	29	1	1	9	9	2167	14:36:02
1_	29	1	0	10	5	4520	14:36:02
1_	29	1	1	11	11	1849	14:36:02
1_	29	1	0	12	10	3800	14:36:02
1_	29	1	0	13	14	4776	14:36:02
1_	29	1	0	14	13	1549	14:36:02
1_	29	1	0	15	16	4482	14:36:02
1_	29	1	0	16	15	10199	14:36:02
1_	29	1	0	17	12	3005	14:36:02
1_	29	1	1	18	18	2858	14:36:02
1_	33	2	0	1	6	2701	15:12:13
1_	33	2	1	2	2	3595	15:12:13
1_	33	2	0	3	1	5240	15:12:13
1_	33	2	0	4	3	5171	15:12:13
1_	33	2	0	5	4	5860	15:12:13
1_	33	2	0	6	12	3285	15:12:13
1_	33	2	0	7	5	3257	15:12:13
1_	33	2	1	8	8	2628	15:12:13
1_	33	2	0	9	10	3606	15:12:13
1_	33	2	0	10	11	14221	15:12:13
1_	33	2	0	11	9	2940	15:12:13
1_	33	2	0	12	7	21342	15:12:13
1_	33	2	0	13	18	4383	15:12:13
1_	33	2	1	14	14	3037	15:12:13
1_	33	2	1	15	15	2584	15:12:13
1_	33	2	1	16	16	7322	15:12:13
1_	33	2	0	17	10	14233	15:12:13
1_	33	2	0	18	17	13404	15:12:13
2_	1	2	0	1	17	1148	15:10:36
2_	1	2	0	2	12	1058	15:10:36
2_	1	2	0	3	7	636	15:10:36
2_	1	2	0	4	6	1000	15:10:36
2_	1	2	0	5	17	746	15:10:36
2_	1	2	0	6	2	734	15:10:36
2_	1	2	0	7	15	1015	15:10:36
2_	1	2	0	8	4	933	15:10:36
2_	1	2	0	9	5	629	15:10:36
2_	1	2	0	10	3	988	15:10:36
2_	1	2	0	11	15	922	15:10:36
2_	1	2	0	12	13	937	15:10:36
2_	1	2	0	13	10	876	15:10:36
2_	1	2	0	14	6	621	15:10:36
2_	1	2	0	15	18	1305	15:10:36
2_	1	2	0	16	4	935	15:10:36
2_	1	2	0	17	8	1077	15:10:36
2_	1	2	0	18	4	1100	15:10:36
2_	11	2	1	1	1	8619	16:16:35
2_	11	2	1	2	2	3624	16:16:35
2_	11	2	0	3	5	6168	16:16:35
2_	11	2	1	4	4	2705	16:16:35
2_	11	2	0	5	3	7214	16:16:35
2_	11	2	0	6	3	8679	16:16:35
2_	11	2	1	7	7	1532	16:16:35
2_	11	2	1	8	8	3105	16:16:35
2_	11	2	1	9	9	2582	16:16:35
2_	11	2	1	10	10	1680	16:16:35
2_	11	2	1	11	11	2596	16:16:35
2_	11	2	1	12	12	2210	16:16:35
2_	11	2	1	13	13	2133	16:16:35
2_	11	2	1	14	14	9394	16:16:35
2_	11	2	1	15	15	2407	16:16:35
2_	11	2	1	16	16	1394	16:16:35
2_	11	2	1	17	17	1781	16:16:35
2_	11	2	1	18	18	3378	16:16:35
2_	15	1	1	1	1	7011	16:34:38
2_	15	1	0	2	12	2452	16:34:38
2_	15	1	1	3	3	5595	16:34:38
2_	15	1	0	4	2	8164	16:34:38
2_	15	1	1	5	5	7421	16:34:38
2_	15	1	1	6	6	1594	16:34:38
2_	15	1	1	7	7	1645	16:34:38
2_	15	1	1	8	8	6395	16:34:38
2_	15	1	1	9	9	2349	16:34:38
2_	15	1	1	10	10	5114	16:34:38
2_	15	1	1	11	11	1872	16:34:38
2_	15	1	1	12	12	4578	16:34:38
2_	15	1	1	13	13	3574	16:34:38
2_	15	1	1	14	14	6420	16:34:38
2_	15	1	1	15	15	1251	16:34:38
2_	15	1	1	16	16	19865	16:34:38
2_	15	1	1	17	17	3233	16:34:38
2_	15	1	1	18	18	3267	16:34:38
2_	18	1	1	1	1	2796	13:31:15
2_	18	1	0	2	6	9291	13:31:15
2_	18	1	0	3	4	9450	13:31:15
2_	18	1	0	4	17	4802	13:31:15
2_	18	1	1	5	5	2153	13:31:15
2_	18	1	0	6	8	7852	13:31:15
2_	18	1	1	7	7	4356	13:31:15
2_	18	1	0	8	17	8449	13:31:15
2_	18	1	0	9	7	5856	13:31:15
2_	18	1	1	10	10	6971	13:31:15
2_	18	1	0	11	14	8098	13:31:15
2_	18	1	1	12	12	5600	13:31:15
2_	18	1	1	13	13	1627	13:31:15
2_	18	1	0	14	6	5762	13:31:15
2_	18	1	1	15	15	4122	13:31:15
2_	18	1	0	16	8	3953	13:31:15
2_	18	1	1	17	17	6279	13:31:15
2_	18	1	0	18	2	6203	13:31:15
2_	23	1	1	1	1	5270	14:08:17
2_	23	1	0	2	3	8007	14:08:17
2_	23	1	0	3	5	4536	14:08:17
2_	23	1	0	4	11	10978	14:08:17
2_	23	1	0	5	12	5055	14:08:17
2_	23	1	0	6	10	4578	14:08:17
2_	23	1	1	7	7	10192	14:08:17
2_	23	1	0	8	9	5122	14:08:17
2_	23	1	0	9	17	6443	14:08:17
2_	23	1	0	10	6	7258	14:08:17
2_	23	1	0	11	18	1964	14:08:17
2_	23	1	0	12	15	8064	14:08:17
2_	23	1	1	13	13	3409	14:08:17
2_	23	1	0	14	2	3532	14:08:17
2_	23	1	0	15	3	5472	14:08:17
2_	23	1	0	16	8	5193	14:08:17
2_	23	1	0	17	7	4762	14:08:17
2_	23	1	0	18	14	4461	14:08:17
2_	29	3	1	1	1	2415	14:53:10
2_	29	3	1	2	2	2794	14:53:10
2_	29	3	1	3	3	1654	14:53:10
