ExperimentName	Subject	Session	Correct	CorrectAns	Response	TestSlide.RT	SessionTime
2_	29	3	0	4	17	3667	14:53:10
2_	29	3	0	5	6	4061	14:53:10
2_	29	3	0	6	10	1743	14:53:10
2_	29	3	1	7	7	2698	14:53:10
2_	29	3	0	8	6	5521	14:53:10
2_	29	3	1	9	9	1698	14:53:10
2_	29	3	0	10	8	3409	14:53:10
2_	29	3	0	11	15	1085	14:53:10
2_	29	3	1	12	12	5881	14:53:10
2_	29	3	1	13	13	2183	14:53:10
2_	29	3	0	14	8	4056	14:53:10
2_	29	3	0	15	5	2868	14:53:10
2_	29	3	0	16	10	2411	14:53:10
2_	29	3	0	17	4	5548	14:53:10
2_	29	3	0	18	4	1275	14:53:10
2_	33	3	0	1	2	2413	15:21:16
2_	33	3	0	2	15	1513	15:21:16
2_	33	3	0	3	15	1776	15:21:16
2_	33	3	0	4	14	2886	15:21:16
2_	33	3	0	5	11	1266	15:21:16
2_	33	3	0	6	17	1250	15:21:16
2_	33	3	0	7	3	1578	15:21:16
2_	33	3	0	8	12	1160	15:21:16
2_	33	3	0	9	16	1059	15:21:16
2_	33	3	0	10	16	5830	15:21:16
2_	33	3	1	11	11	2009	15:21:16
2_	33	3	0	12	17	2675	15:21:16
2_	33	3	0	13	9	11122	15:21:16
2_	33	3	0	14	6	3219	15:21:16
2_	33	3	0	15	1	1394	15:21:16
2_	33	3	0	16	1	5464	15:21:16
2_	33	3	0	17	10	3405	15:21:16
2_	33	3	0	18	4	1604	15:21:16
2_	6	2	0	1	8	8406	15:42:35
2_	6	2	0	2	10	9384	15:42:35
2_	6	2	0	3	1	9851	15:42:35
2_	6	2	0	4	7	16337	15:42:35
2_	6	2	0	5	12	4057	15:42:35
2_	6	2	0	6	10	8493	15:42:35
2_	6	2	0	7	5	5356	15:42:35
2_	6	2	0	8	12	6402	15:42:35
2_	6	2	0	9	3	9992	15:42:35
2_	6	2	0	10	13	7553	15:42:35
2_	6	2	0	11	6	10791	15:42:35
2_	6	2	0	12	15	7512	15:42:35
2_	6	2	0	13	3	3634	15:42:35
2_	6	2	0	14	5	2556	15:42:35
2_	6	2	0	15	12	3842	15:42:35
2_	6	2	0	16	7	8632	15:42:35
2_	6	2	1	17	17	1932	15:42:35
2_	6	2	0	18	14	6033	15:42:35
3_	1	3	0	1	15	1023	15:18:05
3_	1	3	0	2	13	952	15:18:05
3_	1	3	0	3	4	3681	15:18:05
3_	1	3	0	4	11	1301	15:18:05
3_	1	3	0	5	6	974	15:18:05
3_	1	3	0	6	9	1799	15:18:05
3_	1	3	0	7	3	1517	15:18:05
3_	1	3	0	8	1	1011	15:18:05
3_	1	3	0	9	11	1134	15:18:05
3_	1	3	0	10	1	857	15:18:05
3_	1	3	0	11	7	775	15:18:05
3_	1	3	0	12	7	787	15:18:05
3_	1	3	0	13	4	933	15:18:05
3_	1	3	0	14	6	886	15:18:05
3_	1	3	0	15	12	3249	15:18:05
3_	1	3	0	16	12	693	15:18:05
3_	1	3	0	17	11	30	15:18:05
3_	1	3	0	18	4	1006	15:18:05
3_	11	1	1	1	1	7740	16:07:46
3_	11	1	1	2	2	1948	16:07:46
3_	11	1	1	3	3	5795	16:07:46
3_	11	1	1	4	4	5570	16:07:46
3_	11	1	1	5	5	2106	16:07:46
3_	11	1	1	6	6	5002	16:07:46
3_	11	1	1	7	7	2869	16:07:46
3_	11	1	1	8	8	1692	16:07:46
3_	11	1	0	9	1	4342	16:07:46
3_	11	1	1	10	10	3336	16:07:46
3_	11	1	1	11	11	2608	16:07:46
3_	11	1	1	12	12	2875	16:07:46
3_	11	1	1	13	13	1922	16:07:46
3_	11	1	1	14	14	2612	16:07:46
3_	11	1	1	15	15	2854	16:07:46
3_	11	1	1	16	16	2739	16:07:46
3_	11	1	1	17	17	15179	16:07:46
3_	11	1	1	18	18	3545	16:07:46
3_	15	2	1	1	1	4261	16:43:46
3_	15	2	1	2	2	5049	16:43:46
3_	15	2	1	3	3	6992	16:43:46
3_	15	2	1	4	4	4906	16:43:46
3_	15	2	1	5	5	1558	16:43:46
3_	15	2	0	6	4	15474	16:43:46
3_	15	2	1	7	7	2570	16:43:46
3_	15	2	1	8	8	4680	16:43:46
3_	15	2	1	9	9	4021	16:43:46
3_	15	2	1	10	10	2067	16:43:46
3_	15	2	0	11	16	11843	16:43:46
3_	15	2	1	12	12	2512	16:43:46
3_	15	2	1	13	13	3282	16:43:46
3_	15	2	1	14	14	1605	16:43:46
3_	15	2	1	15	15	1354	16:43:46
3_	15	2	1	16	16	6214	16:43:46
3_	15	2	1	17	17	1817	16:43:46
3_	15	2	1	18	18	6708	16:43:46
3_	18	2	0	1	10	3523	13:40:31
3_	18	2	1	2	2	6880	13:40:31
3_	18	2	1	3	3	6172	13:40:31
3_	18	2	0	4	5	5659	13:40:31
3_	18	2	0	5	1	9366	13:40:31
3_	18	2	0	6	2	7998	13:40:31
3_	18	2	0	7	4	5269	13:40:31
3_	18	2	0	8	1	11037	13:40:31
3_	18	2	1	9	9	1887	13:40:31
3_	18	2	0	10	1	6363	13:40:31
3_	18	2	0	11	16	5316	13:40:31
3_	18	2	1	12	12	9077	13:40:31
3_	18	2	1	13	13	2236	13:40:31
3_	18	2	1	14	14	4927	13:40:31
3_	18	2	1	15	15	2436	13:40:31
3_	18	2	0	16	18	15007	13:40:31
3_	18	2	1	17	17	1466	13:40:31
3_	18	2	0	18	7	8945	13:40:31
3_	23	3	0	1	4	14144	14:26:06
3_	23	3	0	2	6	8017	14:26:06
3_	23	3	0	3	17	6837	14:26:06
3_	23	3	0	4	2	7461	14:26:06
3_	23	3	1	5	5	4169	14:26:06
3_	23	3	0	6	1	10539	14:26:06
3_	23	3	1	7	7	1462	14:26:06
3_	23	3	1	8	8	8256	14:26:06
3_	23	3	1	9	9	2622	14:26:06
3_	23	3	1	10	10	1762	14:26:06
3_	23	3	1	11	11	1398	14:26:06
3_	23	3	1	12	12	3275	14:26:06
3_	23	3	1	13	13	1522	14:26:06
3_	23	3	1	14	14	1467	14:26:06
3_	23	3	1	15	15	1435	14:26:06
3_	23	3	1	16	16	1526	14:26:06
3_	23	3	1	17	17	7156	14:26:06
3_	23	3	1	18	18	4017	14:26:06
3_	29	2	0	1	11	4475	14:44:56
3_	29	2	0	2	3	1676	14:44:56
3_	29	2	0	3	2	3576	14:44:56
3_	29	2	1	4	4	1438	14:44:56
3_	29	2	1	5	5	4961	14:44:56
3_	29	2	0	6	1	5843	14:44:56
3_	29	2	0	7	12	4106	14:44:56
3_	29	2	0	8	7	2886	14:44:56
3_	29	2	1	9	9	3546	14:44:56
3_	29	2	1	10	10	7555	14:44:56
3_	29	2	0	11	8	9568	14:44:56
3_	29	2	0	12	7	6275	14:44:56
3_	29	2	1	13	13	3081	14:44:56
3_	29	2	0	14	18	2575	14:44:56
3_	29	2	1	15	15	3948	14:44:56
3_	29	2	0	16	18	3169	14:44:56
3_	29	2	1	17	17	2003	14:44:56
3_	29	2	0	18	13	8370	14:44:56
3_	33	1	0	1	3	16122	15:01:17
3_	33	1	1	2	2	9786	15:01:17
3_	33	1	0	3	1	5124	15:01:17
3_	33	1	1	4	4	4640	15:01:17
3_	33	1	0	5	11	2443	15:01:17
3_	33	1	0	6	7	1544	15:01:17
3_	33	1	0	7	12	2604	15:01:17
3_	33	1	1	8	8	3299	15:01:17
3_	33	1	0	9	18	6027	15:01:17
3_	33	1	0	10	9	4697	15:01:17
3_	33	1	0	11	18	9514	15:01:17
3_	33	1	0	12	6	6299	15:01:17
3_	33	1	1	13	13	9010	15:01:17
3_	33	1	1	14	14	1717	15:01:17
3_	33	1	1	15	15	1453	15:01:17
3_	33	1	0	16	7	8157	15:01:17
3_	33	1	1	17	17	1619	15:01:17
3_	33	1	0	18	16	7275	15:01:17
3_	6	3	0	1	5	3213	15:53:34
3_	6	3	0	2	7	7624	15:53:34
3_	6	3	1	3	3	1846	15:53:34
3_	6	3	0	4	12	1877	15:53:34
3_	6	3	0	5	4	4298	15:53:34
3_	6	3	0	6	1	10178	15:53:34
3_	6	3	1	7	7	2303	15:53:34
3_	6	3	1	8	8	2540	15:53:34
3_	6	3	1	9	9	2318	15:53:34
3_	6	3	0	10	18	6198	15:53:34
3_	6	3	1	11	11	5686	15:53:34
3_	6	3	0	12	14	4569	15:53:34
3_	6	3	1	13	13	2489	15:53:34
3_	6	3	0	14	2	6838	15:53:34
3_	6	3	1	15	15	1008	15:53:34
3_	6	3	1	16	16	1612	15:53:34
3_	6	3	1	17	17	1119	15:53:34
3_	6	3	1	18	18	13736	15:53:34
4_	18	4	1	1	1	1688	13:59:06
4_	18	4	0	2	4	7724	13:59:06
4_	18	4	0	3	11	3959	13:59:06
4_	18	4	0	4	10	9497	13:59:06
4_	18	4	1	5	5	8337	13:59:06
4_	18	4	1	6	6	1510	13:59:06
4_	18	4	1	7	7	1352	13:59:06
4_	18	4	1	8	8	3740	13:59:06
4_	18	4	0	9	10	10533	13:59:06
4_	18	4	1	10	10	15099	13:59:06
4_	18	4	0	11	12	7122	13:59:06
4_	18	4	0	12	11	5450	13:59:06
4_	18	4	1	13	13	2769	13:59:06
4_	18	4	1	14	14	9636	13:59:06
4_	18	4	0	15	17	13318	13:59:06
4_	18	4	1	16	16	2278	13:59:06
4_	18	4	0	17	16	9378	13:59:06
4_	18	4	1	18	18	1276	13:59:06
1_	10	3	0	1	2	10508	16:44:54
1_	10	3	0	2	8	11296	16:44:54
1_	10	3	1	3	3	2350	16:44:54
1_	10	3	0	4	1	10375	16:44:54
1_	10	3	0	5	4	11322	16:44:54
1_	10	3	0	6	11	7657	16:44:54
1_	10	3	1	7	7	2448	16:44:54
1_	10	3	0	8	10	25959	16:44:54
1_	10	3	0	9	16	11384	16:44:54
1_	10	3	0	10	9	9326	16:44:54
1_	10	3	0	11	9	15496	16:44:54
1_	10	3	1	12	12	18480	16:44:54
1_	10	3	1	13	13	3846	16:44:54
1_	10	3	1	14	14	2136	16:44:54
1_	10	3	0	15	6	10247	16:44:54
1_	10	3	1	16	16	6168	16:44:54
1_	10	3	1	17	17	2519	16:44:54
1_	10	3	1	18	18	2698	16:44:54
1_	14	3	0	1	6	4409	17:16:13
1_	14	3	1	2	2	4052	17:16:13
1_	14	3	0	3	1	3217	17:16:13
1_	14	3	0	4	5	2189	17:16:13
1_	14	3	0	5	3	4545	17:16:13
1_	14	3	0	6	4	5889	17:16:13
1_	14	3	0	7	6	3146	17:16:13
1_	14	3	1	8	8	2996	17:16:13
1_	14	3	1	9	9	6352	17:16:13
1_	14	3	1	10	10	2233	17:16:13
1_	14	3	1	11	11	1345	17:16:13
1_	14	3	0	12	7	7757	17:16:13
1_	14	3	1	13	13	2645	17:16:13
1_	14	3	1	14	14	3903	17:16:13
1_	14	3	1	15	15	1663	17:16:13
1_	14	3	1	16	16	4041	17:16:13
1_	14	3	1	17	17	1620	17:16:13
1_	14	3	0	18	8	5156	17:16:13
1_	16	3	0	1	4	2741	14:13:09
1_	16	3	0	2	6	4198	14:13:09
1_	16	3	0	3	1	2811	14:13:09
1_	16	3	0	4	5	2054	14:13:09
1_	16	3	0	5	7	9041	14:13:09
1_	16	3	0	6	3	6264	14:13:09
1_	16	3	0	7	10	2636	14:13:09
1_	16	3	1	8	8	1275	14:13:09
1_	16	3	0	9	12	4484	14:13:09
1_	16	3	0	10	11	5697	14:13:09
1_	16	3	1	11	11	6208	14:13:09
1_	16	3	0	12	7	6611	14:13:09
1_	16	3	1	13	13	2909	14:13:09
1_	16	3	1	14	14	1731	14:13:09
1_	16	3	1	15	15	1775	14:13:09
1_	16	3	1	16	16	1135	14:13:09
1_	16	3	1	17	17	2920	14:13:09
1_	16	3	1	18	18	2742	14:13:09
1_	22	2	0	1	11	1954	14:40:17
1_	22	2	0	2	17	1646	14:40:17
1_	22	2	0	3	4	1637	14:40:17
1_	22	2	0	4	1	1880	14:40:17
1_	22	2	0	5	3	1964	14:40:17
1_	22	2	0	6	7	1379	14:40:17
1_	22	2	0	7	12	1194	14:40:17
1_	22	2	0	8	7	1612	14:40:17
1_	22	2	1	9	9	1950	14:40:17
1_	22	2	0	10	5	2806	14:40:17
1_	22	2	0	11	2	2596	14:40:17
1_	22	2	0	12	6	968	14:40:17
1_	22	2	0	13	1	2944	14:40:17
1_	22	2	0	14	13	5473	14:40:17
1_	22	2	1	15	15	2216	14:40:17
1_	22	2	1	16	16	2692	14:40:17
1_	22	2	0	17	11	5364	14:40:17
1_	22	2	0	18	16	2029	14:40:17
1_	26	1	0	1	4	3780	14:56:44
1_	26	1	0	2	3	6331	14:56:44
1_	26	1	0	3	5	2182	14:56:44
1_	26	1	0	4	6	1778	14:56:44
1_	26	1	0	5	1	3174	14:56:44
1_	26	1	1	6	6	1551	14:56:44
1_	26	1	0	7	9	9601	14:56:44
1_	26	1	0	8	10	3015	14:56:44
1_	26	1	0	9	7	3945	14:56:44
1_	26	1	0	10	12	4219	14:56:44
1_	26	1	0	11	5	3659	14:56:44
1_	26	1	0	12	2	3020	14:56:44
1_	26	1	1	13	13	1469	14:56:44
1_	26	1	1	14	14	3530	14:56:44
1_	26	1	1	15	15	2833	14:56:44
1_	26	1	0	16	9	4625	14:56:44
1_	26	1	0	17	7	2879	14:56:44
1_	26	1	0	18	8	8548	14:56:44
1_	31	2	0	1	6	10175	15:36:07
1_	31	2	1	2	2	2356	15:36:07
1_	31	2	1	3	3	1443	15:36:07
1_	31	2	0	4	5	5109	15:36:07
1_	31	2	0	5	4	2114	15:36:07
1_	31	2	0	6	1	12634	15:36:07
1_	31	2	1	7	7	3093	15:36:07
1_	31	2	1	8	8	3390	15:36:07
1_	31	2	1	9	9	2752	15:36:07
1_	31	2	1	10	10	1487	15:36:07
1_	31	2	1	11	11	1355	15:36:07
1_	31	2	0	12	8	1978	15:36:07
1_	31	2	1	13	13	1991	15:36:07
1_	31	2	1	14	14	2865	15:36:07
1_	31	2	1	15	15	2333	15:36:07
1_	31	2	0	16	18	1681	15:36:07
1_	31	2	0	17	6	2894	15:36:07
1_	31	2	1	18	18	3790	15:36:07
1_	36	2	1	1	1	5279	18:14:32
1_	36	2	0	2	6	3968	18:14:32
1_	36	2	0	3	2	10952	18:14:32
1_	36	2	1	4	4	5845	18:14:32
1_	36	2	1	5	5	4557	18:14:32
1_	36	2	0	6	3	14597	18:14:32
1_	36	2	1	7	7	5185	18:14:32
1_	36	2	1	8	8	2319	18:14:32
1_	36	2	0	9	10	22924	18:14:32
1_	36	2	0	10	9	3171	18:14:32
1_	36	2	1	11	11	4941	18:14:32
1_	36	2	1	12	12	2004	18:14:32
1_	36	2	1	13	13	2142	18:14:32
1_	36	2	1	14	14	2006	18:14:32
1_	36	2	1	15	15	2600	18:14:32
1_	36	2	1	16	16	7415	18:14:32
1_	36	2	1	17	17	1391	18:14:32
1_	36	2	1	18	18	1779	18:14:32
1_	5	1	0	1	6	13375	15:57:31
1_	5	1	1	2	2	7386	15:57:31
1_	5	1	1	3	3	10108	15:57:31
1_	5	1	0	4	5	3474	15:57:31
1_	5	1	0	5	1	6627	15:57:31
1_	5	1	0	6	1	4575	15:57:31
1_	5	1	1	7	7	6786	15:57:31
1_	5	1	1	8	8	2373	15:57:31
1_	5	1	0	9	7	2124	15:57:31
1_	5	1	1	10	10	8533	15:57:31
1_	5	1	1	11	11	1345	15:57:31
1_	5	1	1	12	12	7568	15:57:31
1_	5	1	1	13	13	2240	15:57:31
1_	5	1	0	14	18	12309	15:57:31
1_	5	1	1	15	15	1496	15:57:31
1_	5	1	1	16	16	1661	15:57:31
1_	5	1	1	17	17	2329	15:57:31
1_	5	1	0	18	13	5553	15:57:31
2_	10	2	1	1	1	1937	16:35:27
2_	10	2	1	2	2	2376	16:35:27
2_	10	2	1	3	3	3150	16:35:27
2_	10	2	1	4	4	1947	16:35:27
2_	10	2	1	5	5	11628	16:35:27
2_	10	2	1	6	6	4017	16:35:27
2_	10	2	1	7	7	1873	16:35:27
2_	10	2	0	8	9	3742	16:35:27
2_	10	2	1	9	9	2496	16:35:27
2_	10	2	1	10	10	5357	16:35:27
2_	10	2	1	11	11	4484	16:35:27
2_	10	2	1	12	12	2450	16:35:27
2_	10	2	1	13	13	11036	16:35:27
2_	10	2	1	14	14	11882	16:35:27
2_	10	2	1	15	15	4392	16:35:27
2_	10	2	1	16	16	9873	16:35:27
2_	10	2	1	17	17	8126	16:35:27
2_	10	2	1	18	18	2318	16:35:27
2_	14	1	1	1	1	4328	16:58:53
2_	14	1	0	2	3	6196	16:58:53
2_	14	1	0	3	2	6521	16:58:53
2_	14	1	0	4	11	3209	16:58:53
2_	14	1	1	5	5	2703	16:58:53
2_	14	1	0	6	7	6943	16:58:53
2_	14	1	0	7	14	6000	16:58:53
2_	14	1	1	8	8	5012	16:58:53
2_	14	1	1	9	9	1752	16:58:53
2_	14	1	1	10	10	1745	16:58:53
2_	14	1	0	11	17	7775	16:58:53
2_	14	1	1	12	12	2215	16:58:53
2_	14	1	0	13	16	1901	16:58:53
2_	14	1	0	14	3	2617	16:58:53
2_	14	1	0	15	6	3489	16:58:53
2_	14	1	0	16	13	4998	16:58:53
2_	14	1	0	17	18	8066	16:58:53
2_	14	1	1	18	18	2844	16:58:53
2_	16	1	0	1	13	12785	13:52:44
2_	16	1	0	2	8	6190	13:52:44
2_	16	1	1	3	3	7004	13:52:44
2_	16	1	0	4	2	8623	13:52:44
2_	16	1	0	5	4	10767	13:52:44
2_	16	1	0	6	5	7086	13:52:44
2_	16	1	1	7	7	2402	13:52:44
2_	16	1	1	8	8	5120	13:52:44
2_	16	1	0	9	6	4321	13:52:44
2_	16	1	1	10	10	7026	13:52:44
2_	16	1	0	11	12	16153	13:52:44
2_	16	1	1	12	12	2156	13:52:44
2_	16	1	0	13	16	6827	13:52:44
2_	16	1	1	14	14	3415	13:52:44
2_	16	1	0	15	11	9436	13:52:44
2_	16	1	0	16	11	17199	13:52:44
2_	16	1	0	17	16	5029	13:52:44
2_	16	1	1	18	18	1326	13:52:44
2_	22	1	1	1	1	1514	14:30:11
2_	22	1	0	2	4	6618	14:30:11
2_	22	1	0	3	16	2081	14:30:11
2_	22	1	0	4	9	1901	14:30:11
2_	22	1	0	5	14	2699	14:30:11
2_	22	1	0	6	10	2290	14:30:11
2_	22	1	1	7	7	1879	14:30:11
2_	22	1	0	8	3	4808	14:30:11
2_	22	1	1	9	9	2187	14:30:11
2_	22	1	0	10	5	2934	14:30:11
2_	22	1	0	11	18	1948	14:30:11
2_	22	1	1	12	12	1543	14:30:11
2_	22	1	1	13	13	1115	14:30:11
2_	22	1	0	14	12	103	14:30:11
2_	22	1	1	15	15	9383	14:30:11
2_	22	1	0	16	6	4052	14:30:11
2_	22	1	0	17	3	1755	14:30:11
2_	22	1	0	18	2	1720	14:30:11
2_	26	3	1	1	1	4766	15:15:32
2_	26	3	1	2	2	3890	15:15:32
2_	26	3	0	3	18	7664	15:15:32
2_	26	3	0	4	8	2955	15:15:32
2_	26	3	0	5	10	2478	15:15:32
2_	26	3	0	6	3	2582	15:15:32
2_	26	3	0	7	5	4056	15:15:32
2_	26	3	0	8	17	4580	15:15:32
2_	26	3	1	9	9	1314	15:15:32
2_	26	3	0	10	15	2835	15:15:32
2_	26	3	0	11	4	3257	15:15:32
2_	26	3	0	12	6	2567	15:15:32
2_	26	3	0	13	14	3389	15:15:32
2_	26	3	0	14	15	2025	15:15:32
2_	26	3	0	15	7	3209	15:15:32
2_	26	3	0	16	12	6181	15:15:32
2_	26	3	0	17	13	2041	15:15:32
2_	26	3	0	18	2	1639	15:15:32
2_	31	3	1	1	1	3125	15:44:56
2_	31	3	1	2	2	2203	15:44:56
2_	31	3	1	3	3	3641	15:44:56
2_	31	3	0	4	8	3196	15:44:56
2_	31	3	1	5	5	2195	15:44:56
2_	31	3	1	6	6	3698	15:44:56
2_	31	3	1	7	7	1600	15:44:56
2_	31	3	0	8	4	8199	15:44:56
2_	31	3	1	9	9	1789	15:44:56
2_	31	3	1	10	10	1921	15:44:56
2_	31	3	1	11	11	1159	15:44:56
2_	31	3	1	12	12	1815	15:44:56
2_	31	3	1	13	13	1555	15:44:56
2_	31	3	1	14	14	1357	15:44:56
2_	31	3	1	15	15	6662	15:44:56
2_	31	3	1	16	16	2166	15:44:56
2_	31	3	1	17	17	2015	15:44:56
2_	31	3	1	18	18	6197	15:44:56
2_	36	3	1	1	1	2515	18:23:50
2_	36	3	1	2	2	1813	18:23:50
2_	36	3	0	3	6	6982	18:23:50
2_	36	3	1	4	4	2487	18:23:50
2_	36	3	0	5	3	14007	18:23:50
2_	36	3	1	6	6	22543	18:23:50
2_	36	3	1	7	7	2495	18:23:50
2_	36	3	1	8	8	4503	18:23:50
2_	36	3	1	9	9	1726	18:23:50
2_	36	3	1	10	10	8393	18:23:50
2_	36	3	1	11	11	1652	18:23:50
2_	36	3	1	12	12	2090	18:23:50
2_	36	3	1	13	13	3411	18:23:50
2_	36	3	1	14	14	1727	18:23:50
2_	36	3	1	15	15	2736	18:23:50
2_	36	3	1	16	16	13141	18:23:50
2_	36	3	1	17	17	3046	18:23:50
2_	36	3	1	18	18	2293	18:23:50
2_	5	2	1	1	1	13779	16:06:56
2_	5	2	0	2	5	11028	16:06:56
2_	5	2	1	3	3	14841	16:06:56
2_	5	2	0	4	6	3571	16:06:56
2_	5	2	0	5	2	6953	16:06:56
2_	5	2	0	6	16	7890	16:06:56
2_	5	2	1	7	7	1553	16:06:56
2_	5	2	0	8	1	9119	16:06:56
2_	5	2	1	9	9	1991	16:06:56
2_	5	2	0	10	16	4643	16:06:56
2_	5	2	1	11	11	4066	16:06:56
2_	5	2	1	12	12	1455	16:06:56
2_	5	2	0	13	11	2947	16:06:56
2_	5	2	0	14	17	13297	16:06:56
2_	5	2	1	15	15	1379	16:06:56
2_	5	2	1	16	16	2597	16:06:56
2_	5	2	0	17	14	12375	16:06:56
2_	5	2	1	18	18	4779	16:06:56
3_	10	1	0	1	5	11628	16:24:59
3_	10	1	1	2	2	2117	16:24:59
3_	10	1	1	3	3	5399	16:24:59
3_	10	1	1	4	4	4078	16:24:59
3_	10	1	0	5	3	16004	16:24:59
3_	10	1	1	6	6	6252	16:24:59
3_	10	1	1	7	7	2171	16:24:59
3_	10	1	1	8	8	1700	16:24:59
3_	10	1	0	9	18	8315	16:24:59
3_	10	1	1	10	10	2649	16:24:59
3_	10	1	1	11	11	7537	16:24:59
3_	10	1	1	12	12	3465	16:24:59
3_	10	1	1	13	13	2561	16:24:59
3_	10	1	1	14	14	3184	16:24:59
3_	10	1	1	15	15	1194	16:24:59
3_	10	1	0	16	1	22386	16:24:59
3_	10	1	1	17	17	2939	16:24:59
3_	10	1	0	18	9	2784	16:24:59
3_	14	2	0	1	10	2660	17:07:50
3_	14	2	0	2	5	2725	17:07:50
3_	14	2	1	3	3	2074	17:07:50
3_	14	2	0	4	7	3613	17:07:50
3_	14	2	0	5	8	2296	17:07:50
3_	14	2	0	6	2	4487	17:07:50
3_	14	2	0	7	2	4373	17:07:50
3_	14	2	0	8	11	3136	17:07:50
3_	14	2	0	9	12	2525	17:07:50
3_	14	2	0	10	1	5855	17:07:50
3_	14	2	0	11	9	4630	17:07:50
3_	14	2	0	12	4	7445	17:07:50
3_	14	2	0	13	6	4101	17:07:50
3_	14	2	1	14	14	5160	17:07:50
3_	14	2	1	15	15	1952	17:07:50
3_	14	2	1	16	16	2470	17:07:50
3_	14	2	1	17	17	2959	17:07:50
3_	14	2	1	18	18	4427	17:07:50
3_	16	2	0	1	6	10551	14:03:31
3_	16	2	1	2	2	2701	14:03:31
3_	16	2	1	3	3	4321	14:03:31
3_	16	2	0	4	5	8304	14:03:31
3_	16	2	0	5	1	3878	14:03:31
3_	16	2	0	6	4	5028	14:03:31
3_	16	2	0	7	8	7255	14:03:31
3_	16	2	1	8	8	9003	14:03:31
3_	16	2	0	9	12	6481	14:03:31
3_	16	2	1	10	10	12195	14:03:31
3_	16	2	0	11	9	2835	14:03:31
3_	16	2	1	12	12	2949	14:03:31
3_	16	2	0	13	4	5915	14:03:31
3_	16	2	1	14	14	2579	14:03:31
3_	16	2	1	15	15	1556	14:03:31
3_	16	2	1	16	16	2379	14:03:31
3_	16	2	1	17	17	1560	14:03:31
3_	16	2	1	18	18	3132	14:03:31
3_	22	3	1	1	1	2301	14:48:38
3_	22	3	0	2	14	3673	14:48:38
3_	22	3	0	3	9	2019	14:48:38
3_	22	3	0	4	2	2042	14:48:38
3_	22	3	1	5	5	1345	14:48:38
3_	22	3	0	6	4	1065	14:48:38
3_	22	3	0	7	1	2671	14:48:38
3_	22	3	1	8	8	1595	14:48:38
3_	22	3	0	9	14	1743	14:48:38
3_	22	3	0	10	18	1968	14:48:38
3_	22	3	0	11	14	1702	14:48:38
3_	22	3	0	12	14	1920	14:48:38
3_	22	3	0	13	7	2952	14:48:38
3_	22	3	0	14	17	1346	14:48:38
3_	22	3	0	15	8	1695	14:48:38
3_	22	3	0	16	13	1783	14:48:38
3_	22	3	0	17	5	2105	14:48:38
3_	22	3	0	18	10	1495	14:48:38
3_	26	2	1	1	1	9520	15:06:33
3_	26	2	0	2	12	6280	15:06:33
3_	26	2	1	3	3	4574	15:06:33
3_	26	2	0	4	10	7114	15:06:33
3_	26	2	1	5	5	5275	15:06:33
3_	26	2	0	6	11	4219	15:06:33
3_	26	2	1	7	7	2099	15:06:33
3_	26	2	1	8	8	2092	15:06:33
3_	26	2	0	9	5	6997	15:06:33
3_	26	2	0	10	4	5450	15:06:33
3_	26	2	0	11	16	8704	15:06:33
3_	26	2	0	12	6	3158	15:06:33
3_	26	2	1	13	13	3548	15:06:33
3_	26	2	1	14	14	1902	15:06:33
3_	26	2	1	15	15	1604	15:06:33
3_	26	2	1	16	16	2684	15:06:33
3_	26	2	1	17	17	1938	15:06:33
3_	26	2	1	18	18	5594	15:06:33
3_	31	1	0	1	9	13215	15:23:58
3_	31	1	1	2	2	2121	15:23:58
3_	31	1	0	3	9	4761	15:23:58
3_	31	1	0	4	3	6643	15:23:58
3_	31	1	1	5	5	2147	15:23:58
3_	31	1	1	6	6	4400	15:23:58
3_	31	1	1	7	7	1687	15:23:58
3_	31	1	1	8	8	6362	15:23:58
3_	31	1	0	9	16	6099	15:23:58
3_	31	1	0	10	1	4444	15:23:58
3_	31	1	0	11	9	8909	15:23:58
3_	31	1	0	12	4	6200	15:23:58
3_	31	1	1	13	13	1733	15:23:58
3_	31	1	1	14	14	2354	15:23:58
3_	31	1	1	15	15	1575	15:23:58
3_	31	1	1	16	16	12998	15:23:58
3_	31	1	1	17	17	2316	15:23:58
3_	31	1	1	18	18	4605	15:23:58
3_	36	1	0	1	10	11986	18:04:19
3_	36	1	0	2	9	4332	18:04:19
3_	36	1	1	3	3	8044	18:04:19
3_	36	1	0	4	3	5940	18:04:19
3_	36	1	0	5	3	4044	18:04:19
3_	36	1	1	6	6	2105	18:04:19
3_	36	1	0	7	1	4513	18:04:19
3_	36	1	0	8	12	1615	18:04:19
3_	36	1	0	9	5	14562	18:04:19
3_	36	1	0	10	16	8987	18:04:19
3_	36	1	0	11	2	10477	18:04:19
3_	36	1	1	12	12	1945	18:04:19
3_	36	1	0	13	7	6296	18:04:19
3_	36	1	0	14	15	6136	18:04:19
3_	36	1	0	15	18	1976	18:04:19
3_	36	1	0	16	13	2519	18:04:19
3_	36	1	0	17	14	3759	18:04:19
3_	36	1	0	18	15	2891	18:04:19
3_	5	3	0	1	9	4665	16:16:13
3_	5	3	0	2	1	8066	16:16:13
3_	5	3	1	3	3	2082	16:16:13
3_	5	3	0	4	10	4220	16:16:13
3_	5	3	0	5	4	3238	16:16:13
3_	5	3	0	6	12	1911	16:16:13
3_	5	3	1	7	7	5808	16:16:13
